Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Evonence,https://www.crunchbase.com/organization/evonence,"Evonence is a cloud computing start up focused Google Apps for business platform , Amazon AWS cloud adoption and Enterprise Mobile apps development.","Cloud Computing, Cloud Data Services, Software",http://www.evonence.com,"Columbus Grove, Ohio, United States",Evonence is a cloud computing company.,"257,142","4,731","3,912.33",36.14%,-97.53%,3,1.09,9.32%,90.68%,-9.32%,"3,487,740","-334,479",-8.75%,"Great Lakes, Midwestern US",Active,2009-01-01,year,,11-50,,,,,,
RackWare,https://www.crunchbase.com/organization/rackware,"RackWare offers mobility to the data center to leverage private, public, or hybrid cloud environments. RackWare enables seamless transfer of those images to any other data center (physical or cloud) and deployment on any physical, virtual, or cloud platform.   It was founded in 2009 and headquartered in Fremont, California.","Cloud Computing, Data Center, Enterprise Software",http://www.rackwareinc.com,"Fremont, California, United States","RackWare offers mobility to the data center to leverage private, public, or hybrid cloud environments.","26,756","4,616","3,467",-14.61%,-99.54%,4,1.45,-72.32%,55%,43.23%,"3,558,397","280,447",8.56%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2009-01-01,year,2,51-100,"Sash Sunkara, Todd Matters",,,309192,USD,309192
FusionSpan,https://www.crunchbase.com/organization/fusionspan,"fusionSpan is the leading CRM implementer and Salesforce partner for Non-Profits and Associations. We help clients implement, support, extend, and integrate CRM software. Our extensive catalog of services enables us to offer solutions ranging from system integration to digital marketing, to over 200 association clients.","Association, Cloud Computing, Consulting, CRM, Information Technology",https://fusionspan.com,"Washington, District of Columbia, United States",fusionSpan is the leading CRM implementer and Salesforce partner for Non-Profits and Associations.,"203,289","4,568","6,007.5",-39.51%,99.16%,"1,663",1.78,-27.63%,34.57%,-8.23%,"3,572,198","1,051,021",41.69%,"Washington DC Metro Area, Southern US",Active,2010-01-01,year,2,101-250,"Gayathri Kher, Manav Kher",,,,,
AppTech Payments Corp.,https://www.crunchbase.com/organization/apptech-corp,"AppTech is developing a transformative digital payments and banking all-in-one platform that will upend the Fintech industry. Our embedded, highly secure platform drives B2B, B2C and P2P capabilities in Payments as a Service (PaaS) and Banking as a Service (BaaS) from crypto and contactless payment options to virtual cards, text-to-pay, mobile-to-mobile and cross-border remittance.","Cloud Computing, Credit Cards, Digital Marketing, Direct Marketing, E-Commerce, Enterprise Software, Financial Services, FinTech, Intellectual Property, IT Management, Mobile Apps, Mobile Payments, Payments, SMS, Transaction Processing",https://www.apptechcorp.com,"Carlsbad, California, United States",AppTech is an innovative Fintech company with an elite digital platform that powers seamless omni-channel commerce experiences.,"23,426","4,239",,768.65%,-93.82%,30,1.77,76.57%,61.71%,-38.29%,"3,681,202","-4,614,319",-55.62%,"Greater San Diego Area, West Coast, Western US",Active,2009-01-01,year,1,11-50,Virgil Llapitan,,,33419,USD,33419
OneBill,https://www.crunchbase.com/organization/onebill-software,"OneBill is an end-to-end billing & revenue management platform that helps businesses to automate, optimize, streamline, and transform their subscription billing and revenue operations to increase process efficiency, cash flow, and overall bottom-line growth. OneBill is a one-of-a-kind billing platform that automates the entire Quote-to-Cash lifecycle, from Configure-Price-Quote (CPQ) to Quote-to-Order (Q2O) to Order-to-Cash (O2C) process. OneBill was founded in 2009 by JK Chelladurai, an OSS/BSS industry veteran and a founding team member of Portal Software which was acquired by Oracle in 2006 and is now popularly known as Oracle BRM. JK started OneBill to provide a flexible cloud-based OSS/BSS solution for businesses of all sizes with varying needs.","Billing, Cloud Computing, Enterprise Software, Information Technology, SaaS, Software, Subscription Service",https://www.onebillsoftware.com,"Santa Clara, California, United States","OneBill builds end-to-end subscription management, billing, and revenue management platforms to automate the billing & revenue operations.","141,766","4,145","245,338",105.71%,-96.39%,37,1.12,12.45%,87.55%,-12.45%,"3,689,463","-1,025,396",-21.75%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2009-01-01,year,1,101-250,JK Chelladurai,1,,80302,USD,80302
SADOS,https://www.crunchbase.com/organization/sados,,"Cloud Computing, Information Technology, IT Management",https://sados.com,"Frederick, Maryland, United States","SADOS provides computer support managed IT, repair, networking, and cloud computing services.","656,178","4,108","4,742",67.13%,80%,0,1,0%,100%,0%,"3,713,292","-739,318",-16.6%,"Washington DC Metro Area, East Coast, Southern US",Active,2010-01-01,year,,11-50,,,,115475,USD,115475
Stream IT,https://www.crunchbase.com/organization/stream-it,,"Cloud Computing, Consulting, Cyber Security, Technical Support",https://www.streamit.net/,"Austin, Texas, United States",Stream IT specializes in custom IT services and solutions built specifically for your business.,"315,991","4,003","2,531.5",-28.59%,,8,1.34,33.7%,66.3%,-33.7%,"3,751,458","846,757",29.15%,Southern US,Active,2009-01-01,year,,1-10,,,,,,
Midaxo,https://www.crunchbase.com/organization/midaxo,"Midaxo’s award-winning platform helps M&A teams drive an end-to-end M&A from deal sourcing though evaluation, transaction, and integration. With Midaxo, they can ensure systematic deal evaluation, avoid risks, and to capture synergies earlier.  Midaxo includes all tools M&A professionals need to seamlessly manage M&A: process, project, and issue management, documents, team coordination, collaboration, audit, and reporting.","Cloud Computing, SaaS, Software",http://www.midaxo.com,"Boston, Massachusetts, United States",Midaxo offers a cloud-based platform for companies to systematize and run their M&A and other complex management processes.,"17,620","3,816","11,545.33",-63.43%,-97.78%,2,1.08,-47.16%,93.11%,172.81%,"3,823,201","1,686,757",78.95%,"Greater Boston Area, East Coast, New England",Active,2011-01-01,year,2,51-100,"Kaija Katariina Erkkilä, Kalle Kilpi",,,158130,USD,158130
Cloudforce,https://www.crunchbase.com/organization/cloudforce-2a87,,"Cloud Computing, Information Technology, Software",https://www.gocloudforce.com,"National, Maryland, United States","Cloudforce is an IT firm that creates, migrates and maintains custom cloud solutions for businesses.","237,471","3,775","2,975.33",820.73%,-32.45%,672,4.54,354.3%,0%,0%,"3,829,693","-4,068,110",-51.51%,"East Coast, Southern US",Active,2010-01-01,year,,11-50,,,,,,
WebMobi,https://www.crunchbase.com/organization/webmobi,"webMOBI is a new generation AI-powered all-in-one event management software.  webMOBI provides a suite of event management software tools that includes event apps, website, registration, live polls, survey, lead generation services & attendee engagement. Our cutting-edge software is trusted by 100 brands worldwide for corporate events, exhibitions, conferences, trade shows, internal/external meetings & more. 1. Mobile event apps give sponsors a smarter way to promote their brand 2. Attendee networking 3. Instant Chat enables hassle-free communication. 4. Business Card Scanning & Exchanging creates more business opportunities 5. Meeting Scheduler avoids back-and-forth messaging or emailing 5. Chatbots 6.  With IoT Beacons technology & mobile apps, the onsite registration can go from long lines and waiting periods to secure in-and-out experiences.","Apps, Artificial Intelligence, Cloud Computing, Events, Machine Learning, Mobile, Web Hosting",http://www.webmobi.com,"Sunnyvale, California, United States",webMOBI is a new generation AI-powered all-in-one event tech software and provides a suite of engagement tools for enterprises,"233,379","3,674","3,939",227.16%,"3,050%",63,1.18,-16.85%,91.06%,53.77%,"3,885,161","-2,826,551",-42.11%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2011-01-01,year,2,11-50,"Robert Chiang, Sachin Anand",180,"8,300",,,
MAVENTRI,https://www.crunchbase.com/organization/maventri,"MAVENTRI is a dynamic, full-service digital firm that supports and enhances small to mid-sized companies with their Bookkeeping, Marketing, and Administrative needs. By implementing current cloud-based solutions, MAVENTRI improves and streamlines your business processes. Our customized approach to your company keeps you relevant and moving forward. ","B2B, Cloud Computing, Employee Benefits, Human Resources, Marketing, Recruiting, SEO, Web Design, Web Development, Web Hosting",https://www.maventri.com,"Ashburn, Virginia, United States","A full-service digital firm. Bookkeeping. Digital Design & Marketing, Administrative Support, HR & Payroll","569,985","3,644",,-76.5%,,0,1,-60.97%,100%,258.29%,"3,896,633","2,187,849",128.04%,"Washington DC Metro Area, East Coast, Southern US",Active,2009-01-01,year,2,1-10,"Veronica Duckett, Wanda Medina",,,,,
UnifyCloud,https://www.crunchbase.com/organization/unifycloud,"UnifyCloud develops a suite of cloud migration tools for PaaS that assist enterprises through the application lifecycle. Its tools can help its users access the cloud quicker, secure, and in compliance. It provides insight into the user’s legacy systems and provide them with a cloud strategy to migrate their selected applications to the cloud. The company offers products such as CloudRecon, CloudPilot, CloudSupervisor, and CloudOrigin. UnifyCloud was founded by Mr. Vivek Bhatnagar and Marc Pinotti in 2009 and is headquartered in Redmond, Washington.","Cloud Computing, Enterprise Software, IaaS, Information Technology, PaaS, SaaS",https://www.unifycloud.com,"Redmond, Washington, United States","UnifyCloud ensures customers successfully migrate to the Cloud while maintaining Cost Control, Compliance and Cybersecurity.","147,629","3,488","1,531",131.45%,-33.33%,0,1,-0.13%,100%,0.07%,"3,977,236","-1,942,378",-32.81%,"Greater Seattle Area, West Coast, Western US",Active,2009-11-12,day,2,101-250,"Marc Pinotti, Vivek Bhatnagar",,,90694,USD,90694
Qwilt,https://www.crunchbase.com/organization/qwilt,"Qwilt’s mission is to deliver connected experiences at the quality they were imagined. Its model is built on partnerships with service providers and content publishers, globally, to create a fabric that powers high-performance delivery of media and applications at the very edge of neighborhoods, big and small. Qwilt’s open architecture and inclusive business model make local edge delivery more accessible than ever before, unlocking more reliable, higher quality-of-experience at greater scale than previously possible. A growing number of the world’s leading content publishers and cable, telco, and mobile service providers rely on Qwilt for Edge Cloud services, including BT, Telecom Argentina, Telecom Italia, and Verizon. Founded in 2010, Qwilt is a leader of the Open Caching movement and a founding member of the Streaming Video Technology Alliance. Qwilt is backed by Accel Partners, Bessemer Venture Partners, Cisco Ventures, Disruptive, Innovation Endeavors, Marker, and Redpoint Ventures. For more information, visit www.qwilt.com.","Cloud Computing, Content Delivery Network, Software, Telecommunications, Video Streaming",http://www.qwilt.com,"Redwood City, California, United States",Qwilt develops pioneering video delivery technology to power the online entertainment revolution.,"7,296","3,322","17,734.83",-88.84%,-79.94%,386,1.47,-70.31%,89.52%,263.75%,"4,064,352","2,900,983",249.36%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2010-01-01,year,2,101-250,"Alon Maor, Dan Sahar",,,679110,USD,679110
Veeya,https://www.crunchbase.com/organization/veeya,,"Cloud Computing, Computer, Internet, Wireless",https://www.theveeya.com,"Tempe, Arizona, United States","Veeya provides VoIP, networking, wireless, structured cabling, device security, internet connectivity and cloud computing services.","826,957","3,211",,-42.08%,,54,2.36,135.63%,32.19%,-67.81%,"4,162,050","1,053,554",33.89%,"Greater Phoenix Area, Western US",Active,2009-01-01,year,,11-50,,,,111459,USD,111459
RiverMeadow,https://www.crunchbase.com/organization/rivermeadow-software,"RiverMeadow provides an integrated, end-to-end multi-cloud migration platform and services to dramatically reduce the time, cost and risk associated with moving physical, virtual and cloud-based workloads into and between public, private and hybrid clouds.  From Discovery and Assessment through Cloud Migration and Optimization, RiverMeadow accelerates your journey to the cloud, ensuring a successful outcome regardless of scale or complexity. RiverMeadow’s deep expertise and comprehensive cloud transformation Platform and Services have been selected by many leading global brands, partners and service providers as their trusted solution for their cloud journey needs.","Cloud Computing, Data Center Automation, SaaS, Virtualization",http://www.rivermeadow.com,"San Jose, California, United States",RiverMeadow is a Multi-cloud migration platform and services for moving physical virtual and cloud-based workloads.,"26,841","3,127","2,598.67",61.35%,-20.78%,61,1.04,-8.8%,95.83%,11.74%,"4,144,660","-621,155",-13.03%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2009-10-01,day,1,51-100,Sanjay Mazumder,,,57976,USD,57976
vConstruct,https://www.crunchbase.com/organization/vconstruct,"vConstruct aims to make switching business applications as simple as changing socks.  They make moving to the cloud easier.  They achieve this by providing both business tools and services that are painless, repeatable and secure. Their new flagship product, MigrationPath, shortens the time to move from one system to another. Itâ€™s perfect for companies looking to upgrade to Salesforce.com or jump onto NetSuite. And because itâ€™s web-based, it can be used wherever and whenever by everyone. They are a small company of 8, meaning they don't treat their clients as just another number. They are able to give them the attention they deserve. To date, they've assisted companies ranging from tech to non-profit, helping them implement and use a variety of cloud-based solutions. Their mission is to create happy technology users. Better technology leads to happier technology users. As a team, their goal is not simply to build a great company, but also propel a movement thatâ€™s transforming the way business gets done.","Cloud Computing, Information Technology, Internet, Small and Medium Businesses, Software",http://www.vconstruct.com,"Austin, Texas, United States",vConstruct is a provider of tools and services designed to speed up transition of companies into popular cloud services.,"324,307","3,120","5,417.17",31.98%,-94.89%,0,1,-26.08%,100%,18.25%,"4,228,698","-479,765",-10.19%,Southern US,Active,2010-01-01,year,,11-50,,,,,,
DBSync,https://www.crunchbase.com/organization/dbsync,"DBSync is a leading provider for integration services for both cloud/SaaS based on-demand applications and on-premise applications. It was incubated by Salesforce.com as a part of Avankia, a leading cloud consulting provider before getting spunned off as a seperate company. DBSync provides both SaaS based or Hosted integration and also standalone integration offering at a competitive pricing, often fraction of the cost of its competitors. Some of the popular integration offerings include Salesforce to QuickBooks Integration, and provides one of the most cusomizable integration application for the QuickBooks marketplace.  For more information about DBSync, visit www.mydbsync.com.","Cloud Computing, Data Integration, Hardware, SaaS, Sales Automation, Software",http://www.mydbsync.com,"Brentwood, Tennessee, United States","DBSync: complete on-demand integration & replication provider that empowers companies to connect SaaS, cloud and on-prem apps with no coding","151,531","3,056","190,449",-56.53%,625%,0,1,-59.51%,100%,123.51%,"4,274,178","1,618,070",60.92%,Southern US,Active,2009-06-01,day,1,11-50,Rajeev Gupta,,,720304,USD,720304
TruQC,https://www.crunchbase.com/organization/truqc,"TruQC is cloud-based industrial painting job-site documentation for the iPad. Carefully developed to conform with industry standards and required reports, TruQC brings objectivity and efficiency back to the job-site. TruQC offers several job-site documentation report types for the iPad including Timesheet Report, Expense Report, Daily Inspection Report, Toolbox Talk Report, Weekly Environmental Report, Incident Report and Take 5 Report.","Apps, Cloud Computing, Data Storage, Industrial, Software",http://www.truqcapp.com,"Missouri City, Missouri, United States",TruQC is a cloud-based industrial painting quality control and documentation application for the iPad.,"56,935","2,842","7,252.5",-81.66%,73.27%,0,1,-10.87%,100%,13.88%,"4,421,920","2,712,845",158.73%,Midwestern US,Active,2011-01-01,year,2,11-50,"Benjamin Chute, Ross Boyd",1,,,,
VivSoft Technologies,https://www.crunchbase.com/organization/vivsoft-technologies,,"Artificial Intelligence, Blockchain, Cloud Computing",https://www.vivsoft.io/,"Ashburn, Virginia, United States","VivSoft Technologies is an IT firm that provides cloud migrations, artificial intelligence, blockchain & cutting edge technology solutions.","280,457","2,807",,91.08%,,41,1.46,45.78%,54.24%,-45.76%,"4,350,575","-1,357,487",-23.78%,"Washington DC Metro Area, East Coast, Southern US",Active,2011-01-01,year,1,11-50,Navin Gunalan,,,,,
Frontdesk Anywhere,https://www.crunchbase.com/organization/frontdesk-anywhere,"Frontdesk Anywhere is a Hotel Management System (Web Based Hospitality PMS Software) to manage reservations, online booking and TripAdvisor integration for hotels, motels, suites and resorts. The company's focus is a B2B SaaS Hotel Management Platform that enables small to mid-sized hotels and their hotel management group enterprises to better manage the sales and guest interaction processes. The back office system includes comprehensive business rules that enable global business to manage with a single system. The Frontdesk Anywhere Hotel Management Platform is fully customizable with an easy to use interface for hotel employees and management. The included sales channel management enables hotels to easily sell their room inventory online, through online travel agencies and directly to travel agents. Its clients are hotel management companies as well as independent hotels, motels, inns, B&Bs and accommodation properties of all types.","Cloud Computing, Hospitality, Property Management, SaaS, Software",http://www.frontdeskanywhere.com,"San Francisco, California, United States",Frontdesk Anywhere provides hotel reservation and booking management software solutions for small to mid-sized hotels and hotel groups.,"177,374","2,804","1,775.67",-12.95%,-99.09%,4,1.25,-49.1%,75%,57.89%,"4,352,130","432,045",11.02%,"San Francisco Bay Area, West Coast, Western US",Active,2009-01-01,year,2,11-50,"Joseph Kiernan, Thomas Lyle",,,144885,USD,144885
Techgardens,https://www.crunchbase.com/organization/techgardens,,"Cloud Computing, Information Technology, Management Information Systems, Network Security",https://techgardens.com/,"New York, New York, United States","Techgardens specializes in IT Solutions, networking, password management, disaster recovery, security, storage and much more.","748,291","2,799",,,,0,1,,100%,,"4,452,154",,,"Greater New York Area, East Coast, Northeastern US",Active,2009-01-01,year,,1-10,,,,152318,USD,152318
Salesforce Ventures,https://www.crunchbase.com/organization/salesforce-ventures,"Salesforce Ventures helps enterprising founders build companies that reinvent the way the world works. Since 2009, we’ve invested in and partnered with more than 400 of the world's most tenacious enterprise software companies from seed to IPO, including Airtable, Databricks, DocuSign, Guild Education, Hopin, monday.com, nCino, Snowflake, Snyk, Stripe, Tanium, and Zoom. Salesforce Ventures leverages our decades of expertise in the cloud and our long-term relationships with key decision-makers at thousands of businesses around the world to give our portfolio companies an unfair advantage, help them build credibility, and accelerate growth.","Cloud Computing, Enterprise Software, SaaS, Software, Venture Capital",https://www.salesforceventures.com,"San Francisco, California, United States",Salesforce Ventures invests in the next gen of enterprise tech to help companies connect with their customers in entirely new ways.,"59,731","2,759",,-51.17%,333.33%,78,1.9,25.98%,52.97%,-38.26%,"4,380,872","1,513,489",52.78%,"San Francisco Bay Area, West Coast, Western US",Active,2009-01-01,year,3,11-50,"Halsey Minor, Marc Benioff, Parker Harris",,,,,
MedTel.com,https://www.crunchbase.com/organization/medtel-com,"Medtel offers cloud-based coordination of surgical workflow. Currently, there is a gap within a typical hospital’s IT systems where the coordination of surgical procedures is handled via paper and telephone leading to costly consequences such as delayed cases or not having the appropriate implants available. Medtel facilitates cost savings and coordination in the surgical suite, connecting all key parties efficiently in real-time Medtel.com Inc. is a privately held healthcare startup based in New York City.","Cloud Computing, Digital Signage, Health Care, Search Engine",http://www.medtel.com,"New York, New York, United States",Medtel improves surgical workflow by providing an automated surgical dashboard and vendor relationship management technology.,"44,733","2,679","2,926.83",2.92%,712.55%,674,3,200%,50%,-50%,"4,445,647","90,090",2.07%,"Greater New York Area, East Coast, Northeastern US",Active,2011-01-01,year,2,101-250,"Dan Brodsky, Harold Mondschein",,,,,
Light Street Capital,https://www.crunchbase.com/organization/light-street-capital-management-llc,"Light Street Capital Management is an investment management firm located in Menlo Park, California. The firm invests globally in public and private equity markets with a focus on technology and media sectors. Core areas of investment focus are social media, cloud computing, e-commerce, and sharing economy companies.","Cloud Computing, Cloud Security, E-Commerce, Finance, Mobile, Sharing Economy, Social Media, Venture Capital",http://www.lightstreet.com,"Palo Alto, California, United States",Light Street Capital invests globally in public and private equities with a focus on technology and media sectors.,"76,742","2,675",,,,0,1,,100%,,"4,448,321",,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2010-05-01,month,1,11-50,Glen Kacher,,,,,
ThreatSTOP,https://www.crunchbase.com/organization/threatstop,"ThreatSTOP was started in 2009 with a mission: Give organizations of any size the same cybersecurity protection that Fortune 1000 companies have. Few companies have the resources to curate threat intelligence feeds into machine readable enforcement policies. Fewer still have the resources to update their network devices with those policies. ThreatSTOP addresses protection gaps for both inbound and outbound network traffic with cloud-based automated threat intelligence and Protective DNS, converting the latest threat data into enforcement policies, updating devices to stop attacks before they become breaches. The team has more than 120 years’ combined experience in security research.","Cloud Computing, Cloud Data Services, Cyber Security, Network Security",http://www.threatstop.com,"Carlsbad, California, United States",ThreatSTOP is a pioneer in Protective DNS security with a mission to provide actionable Threat Intelligence for everyone.,"44,455","2,590","4,284.33",-66.26%,200%,10,1.38,38.11%,94.56%,-5.44%,"4,521,082","2,131,884",89.23%,"Greater San Diego Area, West Coast, Western US",Active,2009-08-25,day,1,11-50,Tomas Byrnes,,,90623,USD,90623
Alpha Omega Integration,https://www.crunchbase.com/organization/alpha-omega-integration,,"Analytics, Cloud Computing, Information Services, Information Technology",http://www.alphaomegaintegration.com/,"Vienna, Virginia, United States","Alpha Omega Integration is an IT company provides Digital Services, Big Data & Analytics, Emerging Technologies, Cloud Solutions & more.","182,916","2,562","2,732.5",46.74%,577.78%,183,3.67,120%,33.33%,-50.01%,"4,634,365","-572,268",-10.99%,"Washington DC Metro Area, East Coast, Southern US",Active,2010-01-01,day,,101-250,,,,981966,USD,981966
Urolime,https://www.crunchbase.com/organization/urolime,,"Cloud Computing, Electronic Design Automation (EDA), Information Technology, Software Engineering",https://urolime.com/,"Dallas, Texas, United States","Urolime deals with DevOps consulting as well as solutions in cloud migration, automation, disaster recovery and managed services.","434,254","2,514","2,571.67",-17.71%,-97.44%,7,1.03,-22.57%,98.41%,46.1%,"4,580,813","553,956",13.76%,"Dallas/Fort Worth Metroplex, Southern US",Active,2011-01-01,year,,101-250,,,,,,
Shibumi,https://www.crunchbase.com/organization/shibumi,"Shibumi is a cloud-based enterprise application that provides the work management, collaboration, and performance measurement necessary to deliver successful business initiatives and optimize results. The company is focused on what customers need to execute business activity ranging from a single key initiative to an enterprise business improvement program. It reduces the need for time-consuming manual effort compiling status, impact, and results and helps get teams back to their most important job executing. Shibumi helps teams stop spending the majority of their week in meetings and accelerate their actions with a focus on measurable results.  The application is easy to use, intuitive interface, that requires little or no training means that any user can focus on getting work done rather than endless stakeholder reporting. It was founded in 2011 and is headquartered in Norwalk, Connecticut, United States.","B2B, Cloud Computing, Collaboration, Enterprise Software, Mobile, Social Media, Software, Web Development",http://www.shibumi.com,"Norwalk, Connecticut, United States","Shibumi is a cloud-based enterprise app providing work management, collaboration and performance measurement services for businesses.","14,979","2,479","3,607.83",-31.27%,-93.88%,0,1,-9.62%,100%,11.92%,"4,698,349","808,296",20.78%,"East Coast, New England, Northeastern US",Active,2011-01-01,year,4,51-100,"Jason Bobby, Ken Pellegrino, Mark DiGirolamo, Robert Nahmias",,,152454,USD,152454
OneView Commerce,https://www.crunchbase.com/organization/oneview-commerce,"OneView Digital Store is the retail-as-a-service platform that gives retailers a robust transaction engine and headless architecture to build and own their unique customer experiences for any touchpoint. Unlike legacy store systems, OneView puts customers and innovation at the center of the retailer universe instead of lanes or hardware. With a dynamic platform ecosystem including platform consumers and contributors, OneView has empowered leading innovators to build loyalty and mindshare with customers.  OneView Commerce's feature-as-a-service commerce engine includes store operations management with a function-rich point of sale services to enable efficient, relevant engagement, everywhere. It also provides a cloud-native Digital Store Platform to replace current in-store software and enable a modern and engaging shopping experience.","Cloud Computing, E-Commerce, PaaS, Point of Sale, Retail Technology, SaaS, Software",http://www.oneviewcommerce.com,"Boston, Massachusetts, United States",OneView Commerce is a retail-as-a-service platform that offers point of sale and store system suites solutions.,"48,376","2,370",,,,0,1,,100%,,"4,704,502",,,"Greater Boston Area, East Coast, New England",Active,2010-01-01,day,2,51-100,"Linda Palanza, Stuart Mitchell",,,,,
PushMon,https://www.crunchbase.com/organization/pushmon,"Cloud-based monitoring service for scripts, jobs, apps and batches. PushMon is a new kind of cloud-based monitoring system. Instead of checking public facing servers on a regular basis, PushMon will wait for pings from the objects being monitored. These objects are usually batch jobs, scheduled/cron scripts, backups, or test scripts, but really are anything that has access to the internet and can call a URL on a regular basis. If PushMon does not receive the URL ""ping"" by the specified schedule (like every hour, or every day or even by 5:00 PM every Fri), it will send an alert (email, IM, SMS, Twitter and/or phone call). It can monitor your database backups, your cron scripts, your background tests, your internet connectivity, your batch jobs, and a lot more. It also has an advanced but easy to use scheduling feature to alert you of problems as soon as possible.","Cloud Computing, Information Technology, Mobile Apps, Software",http://www.pushmon.com,"Seymour, Connecticut, United States",PushMon provides cloud-based software monitoring services for business customers.,"1,360,756","2,330",707.33,700.69%,,371,7.5,650%,50%,-50%,"4,830,551","-4,342,891",-47.34%,"East Coast, New England, Northeastern US",Active,2011-01-01,year,,11-50,,,,,,
Principle InfoTech,https://www.crunchbase.com/organization/principle-infotech,,"Big Data, Cloud Computing, Cyber Security, Enterprise Resource Planning (ERP), Information Technology, Project Management",https://principleinfotech.com/,"Houston, Texas, United States",Principle InfoTech offers services in implementing out-of-box BI packages such as Oracle Business Intelligence Applications (OBIA).,"493,520","2,284",,928.83%,,0,1.01,1.27%,98.73%,-1.27%,"4,863,988","-4,683,142",-49.05%,"Greater Houston Area, Southern US",Active,2009-01-01,day,,11-50,,,,135805,USD,135805
Cloudwalks,https://www.crunchbase.com/organization/cloudwalk-hosting-solution,"Cloudwalks is a leading QuickBooks Hosting provider in more than 10 countries. We have gained very rich experience in Hosted Tax and Accounting applications in a cloud environment. Cloudwalks hosts all popular accounting software, such as QuickBooks, Peachtree, Sage accounting software, etc. We at Cloudwalks host all versions of QuickBooks accounting software including Pro, Premier, Enterprise, QuickBooks Canada, and all industry-specific versions from the year 2010 onwards in a multi-user environment.","Cloud Computing, Cloud Infrastructure, Cloud Storage, Private Cloud, Web Hosting",https://www.cloudwalks.com,"New York, New York, United States",Cloudwalks is a QuickBooks hosting provider offering customized virtual office solutions.,"363,063","2,184",,,,171,1.25,,74.91%,,"4,929,231",,,"Greater New York Area, East Coast, Northeastern US",Active,2010-09-18,day,1,11-50,Michael Goldfine,,,,,
Azuqua,https://www.crunchbase.com/organization/azuqua,"Azuqua helps the world’s leading companies integrate their SaaS applications and automate time-consuming, repetitive work so they can deliver better employee and customer experiences and redefine productivity across the organization. Azuqua's platform is intuitive, powerful, and resilient. The visual drag and drop interface without the need for code makes this platform usable for business and IT. Azuqua solves even the toughest problems with hundreds of comprehensive connectors and a rich library of business logic and data processing functions. Azuqua is resilient and will give the user ease-of-mind. You can trust your automations will run on-time, every time and that your data will be secured.","Cloud Computing, Cloud Management, Data Integration, Enterprise Software, Marketing Automation, SaaS, Software",http://www.azuqua.com,"Seattle, Washington, United States",Azuqua helps people integrate their SaaS applications and build powerful automations to save time and eliminate manual work.,"34,711","2,182","2,436.33",223.74%,-22.22%,0,1,0%,100%,0%,"4,930,667","-2,731,583",-35.65%,"Greater Seattle Area, West Coast, Western US",Active,2011-01-01,year,2,51-100,"Craig Unger, Nikhil Hasija",,,,,
Illuminate Ventures,https://www.crunchbase.com/organization/illuminate-ventures,"Illuminate’s focus is on finding, funding and accelerating great founders in the B2B/Enterprise cloud and mobile computing space. They focus on companies building SaaS applications as well as solutions that leverage data and mobility to improve business results. They seek innovative ideas led by talented teams – frequently bringing together diverse perspectives that marry “creative destruction” with new technologies to solve old problems in new ways. Illuminate is typically a startup’s first institutional investor, but can also be a fit for an established company seeking its first equity financing. Their sweet spot is Series Seed rounds – filling the gap between angel capital and larger funding rounds of traditional VCs. When the timing is right, they collaborate with the best large-scale firms for the next round of financing, but they love lean start-ups that preserve flexibility in their early years. With three funds under management, Illuminate has been an early investor and board member in deep technology platforms like BrightEdge Technologies (SEO market leader), SaaS applications like Xactly Corporation (NYSE: XTLY) and early market innovators like Influitive (customer advocacy).","Big Data, Cloud Computing, Enterprise Software, Mobile, SaaS",http://www.illuminate.com,"Oakland, California, United States",Illuminate Ventures invests in early-stage high-tech companies delivering B2B/enterprise cloud and mobile solutions,"76,765","2,178","14,320.67",-23.04%,-20%,4,1.19,-20.93%,81.4%,62.8%,"4,932,732","595,964",13.74%,"San Francisco Bay Area, West Coast, Western US",Active,2010-01-01,year,1,1-10,Cindy Padnos,,,,,
