Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
TrueVault,https://www.crunchbase.com/organization/truevault,"TrueVault is the first data security company entirely focused on protecting Personally Identifiable Information (PII). TrueVault decouples consumer identity from consumer behavior to eliminate data security risks and compliance liabilities, giving companies only the data they need. As organizations collect and store more data to drive their businesses forward, they are simultaneously increasing their risk and liability. TrueVault removes 100 percent of that liability and ensures compliance with regulations such as HIPAA, GDPR, and the California Privacy Act.","Cloud Computing, Enterprise Software, mHealth, Security",https://www.truevault.com,"Palo Alto, California, United States",TrueVault is the first data security company focusing on protecting Personally Identifiable Information,"35,369","26,836","371,229.83",-57.95%,-28.21%,855,1.71,5.49%,71.91%,10.56%,"1,240,193","568,288",84.58%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-01-01,year,2,1-10,"Jason Wang, Trey Swann",,,,,
Amplifi.io,https://www.crunchbase.com/organization/amplifi-io,digital asset management (DAM) and product information management (PIM) platform.,"Cloud Computing, Digital Marketing, Information Technology, Marketing, SaaS, Software",http://amplifi.io,"Irvine, California, United States",Amplifi.io is a digital asset management (DAM) and product information management (PIM) platform.,"63,432","26,543","23,899.33",-4.95%,45.87%,671,2.29,72.93%,39.19%,-51.85%,"1,248,643","108,055",9.47%,"Greater Los Angeles Area, West Coast, Western US",Active,2015-01-01,year,1,11-50,Kenneth Garff,,,23447,USD,23447
EserveCloud,https://www.crunchbase.com/organization/eservecloud,,"Cloud Computing, Information Technology, Mobile Apps, Software, Unified Communications",https://www.eservecloud.com,"Irvine, California, United States","EserveCloud is a software company that offers message exchange, communication, cloud applications, VoIP, and mobile apps solutions.","1,067,685","26,244","30,695",-39%,-73.4%,104,1.04,-5.03%,96.12%,6.07%,"1,258,028","386,437",44.34%,"Greater Los Angeles Area, West Coast, Western US",Active,2016-01-01,year,,1-10,,,,,,
Mezmo,https://www.crunchbase.com/organization/logdna,"Mezmo, formerly LogDNA, is an observability platform to manage and take action on your data.  It ingests, processes, and routes log data to fuel enterprise-level application development and delivery, security, and compliance use cases.","Cloud Computing, Enterprise Software, Infrastructure, Management Information Systems",https://mezmo.com,"San Jose, California, United States","Mezmo, formerly LogDNA, is an observability platform to manage and take action on your data.","3,248","26,011","974,423.33",-41.4%,-13.95%,74,1.44,7.58%,75.45%,0.83%,"1,309,667","401,344",44.19%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,2,101-250,"Chris Nguyen, Lee Liu",,,,,
NetBeez,https://www.crunchbase.com/organization/netbeez,"NetBeez is a SaaS company that has developed a real-time, distributed, performance monitoring solution that detects network and application problems before users do. The platform monitors LAN, WAN, and WiFi networks from the user perspective, measuring and reporting KPI of service quality. NetBeez enables enterprise organizations to cut costs and reduce downtime by allowing IT to quickly detect, troubleshoot, and repair network issues. The company helps enterprise organizations to cut costs and reduce downtime and time spent troubleshooting by allowing teams to quickly identify and fix network issues. NetBeez' agents simulate users' interaction with intranet/internet services delivering a view of the network previously unavailable. It was founded in 2013 and is headquartered in Pittsburgh, Pennsylvania, United States.","Application Performance Management, Cloud Computing, Computer, Enterprise Software, Software",http://netbeez.net,"Pittsburgh, Pennsylvania, United States","NetBeez, a network monitoring tool, reports end-user status and application availability for a network's remote users.","65,340","25,388","29,809.5",-27.32%,-99.32%,1,1,-10.43%,99.51%,8.4%,"1,332,074","276,562",26.2%,"Great Lakes, Northeastern US",Active,2013-04-01,day,3,11-50,"Panickos Neophytou, Panos Vouzis, Stefano Gridelli",,,48832,USD,48832
ResultStack,https://www.crunchbase.com/organization/resultstack,,"Cloud Computing, Information Technology, Software, Web Development",https://resultstack.com,"Knoxville, Tennessee, United States","ResultStack is a full-service digital solutions agency that provides custom solutions on the web, mobile, and cloud.","387,315","22,932",,"1,670.81%",,"1,161",1.57,57.14%,57.14%,-42.86%,"1,408,269","-5,025,999",-78.11%,Southern US,Active,2014-01-01,year,1,11-50,Ben Farmer,,,,,
Auxiom,https://www.crunchbase.com/organization/auxiom,,"Cloud Computing, Consulting, Cyber Security",http://www.auxiom.com,"Rochester, New York, United States","Auxiom is a consulting firm that offers cyber security solutions, cloud computing along with professional services.","521,183","21,256","15,843.83",-53.69%,-59.26%,275,6.53,-17.54%,33.33%,44.41%,"1,444,054","609,027",72.94%,"Great Lakes, East Coast, Northeastern US",Active,2014-01-01,year,,11-50,,,,,,
Zenlayer,https://www.crunchbase.com/organization/zenlayer,"Zenlayer operates as a software-defined network and services provider. It offers bare metal cloud, SD-WAN cloud connect, edge computing, and colocation in over 100 data centers on six continents. Enterprises utilizes Zenlayer’s SDx platforms to instantly enable worldwide connectivity and deliver the user experience. The company was founded in 2014 and is headquartered in Diamond Bar, California.","Cloud Computing, Information Technology, ISP, Optical Communication, Software, Telecommunications",https://www.zenlayer.com,"Diamond Bar, California, United States",Zenlayer operates as a software-defined network and services provider.,"5,999","20,913","15,099.67",95.63%,124.03%,867,1.82,38.9%,79.89%,-2.13%,"1,480,996","-629,565",-29.83%,"Greater Los Angeles Area, West Coast, Western US",Active,2014-01-01,year,1,251-500,Joe Zhu,,,11897422,USD,11897422
Flexe,https://www.crunchbase.com/organization/flexe,"Flexe delivers omnichannel logistics programs for eCommerce fulfillment, retail distribution, same-day delivery, and network capacity.The world's leading retailers and brands solve the most complex omnichannel logistics problems with Flexe. Integrating technology, open logistics networks, and elastic economic models allows Flexe customers to move fast, at scale, and with precision. Founded in 2013 and headquartered in Seattle, Flexe brings deep logistics expertise and enterprise-grade technology to deliver innovative eCommerce fulfillment, retail distribution, same-day delivery, and network capacity programs to the Fortune 500. Flexe. The intersection of logistics and technology.  Learn more at www.flexe.com","Cloud Computing, E-Commerce, Logistics, Supply Chain Management, Warehousing",https://www.flexe.com,"Seattle, Washington, United States","Flexe delivers omnichannel logistics programs for eCommerce fulfillment, retail distribution, same-day delivery, and network capacity.","1,626","20,362","17,098.33",-3.31%,106.28%,"1,019",1.93,0.5%,87.03%,64.86%,"1,477,900","109,533",8%,"Greater Seattle Area, West Coast, Western US",Active,2013-01-01,year,3,251-500,"Edmond Yue, Francis Duong, Karl Siebrecht",,,,,
iGamingCloud,https://www.crunchbase.com/organization/igamingcloud,"iGamingCloud offers cloud based services to enable and power the gaming operations for casino operators. It began operation in 2015, with its headquarters in Ta Xbiex in Malta as a subsidiary of Gaming Innovation Group.","Casual Games, Cloud Computing, Gamification, Gaming, Online Games",https://www.gig.com/,"Malta, Illinois, United States",iGamingCloud offers cloud based services to enable and power the gaming operations for casino operators.,"46,934","20,286","8,533",393.1%,-70.27%,22,1.67,9.81%,66.39%,-21.21%,"1,480,740","-2,067,068",-58.26%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2015-01-01,year,1,5001-10000,Frode Fagerli,,,,,
eCloudvalley,https://www.crunchbase.com/organization/ecloudvalley,"eCloudvalley Digital Technology is a fast-growing company, starting AWS business at the beginning of 2014 and obtained the status of AWS Managed Service Partner in 2016. In 2017, eCloudvalley became the very first AWS Premier Consulting Partner in the Greater China Region (GCR) and acquired certifications of ISO 27001 and ISO 27017. In the same year, we obtained the status of AWS Authorized Training Partner and started to provide a well-organized AWS learning path for our customers. Then, we also passed AWS DevOps Competency, AWS Security Competency, AWS SAP Competency, AWS Data & Analytics Competency, and AWS Mobile Competency, etc. With all these competencies audited by AWS, eCloudvalley cloud solutions are proved to be effective and reliable. Moreover, eCloudvalley is one of the notable vendors in the Asia Pacific Representative Vendors of Public Cloud MSP selected by Gartner in 2020. eCloudvalley has committed to digitalize with the cloud since the first day of business. We acquired certifications of ISO 9001 in 2020, providing services that meet customer needs with high-quality operational quality. eCloudvalley evolves our technology skills and keeps providing intelligent, automated managed services for our customers.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology, Internet of Things, Training",https://www.ecloudvalley.com,"Seattle, Washington, United States",eCloudvalley is a born-in-cloud company evolving the customers’ business with cloud technology.,"118,486","19,951","16,482.17",42.59%,26.43%,354,4.69,48.05%,66.23%,42.31%,"1,493,562","-220,308",-12.85%,"Greater Seattle Area, West Coast, Western US",Active,2013-09-13,day,1,251-500,MP Tsai,,,,,
ULTATEL,https://www.crunchbase.com/organization/ultatel,"ULTATEL helps the companies for unified communication and contact center services. They help in the installation and migration of the VoIP phone service for phone calls, audio meetings, video conferencing, online fax, team messaging, SMS, and business collaboration. They also provide biometric security system to fully protect the customer's mission-critical assets.","Cloud Computing, Telecommunications, VoIP",https://www.ultatel.com/,"Herndon, Virginia, United States",ULTATEL provides a reliable cloud-based phone system for the businesses to connect with the clients from anywhere using VOIP phone solution.,"194,955","19,696","14,458.5",14.91%,252.8%,"1,009",4.58,75.37%,56.56%,155.23%,"1,531,476","-89,799",-5.54%,"Washington DC Metro Area, East Coast, Southern US",Active,2016-01-01,year,1,51-100,Amr Ibrahim,,,,,
itopia,https://www.crunchbase.com/organization/itopia,"Itopia is a desktop-as-a-service solution for Google Cloud Platform, providing an end-to-end automated and orchestrated software. Its Cloud Automation Stack (CAS) technology is an enterprise IT life-cycle management solution purpose-built for Google Cloud Platform (GCP) environments. CAS enables enterprise IT departments and service providers to rapidly migrate and on-ramp enterprise workloads to GCP, including virtual desktops and applications, graphic workstations, hybrid Active Directory (AD) environments, AD-based disaster recovery, and Windows and Linux virtual machines. CAS drastically reduces the time and cost of managing GCP infrastructure and end-user computing environments all through an intuitive single pane of the glass management portal. itopia was founded in October 2013 by Ubaldo Don and Jonathan Lieberman. It is based in Miami, Florida.","Cloud Computing, Cloud Infrastructure, Information Services, Information Technology, SaaS, Software, Virtual Desktop",http://www.itopia.com,"Miami, Florida, United States","Itopia is a desktop-as-a-service solution for Google Cloud Platform, providing an end-to-end automated and orchestrated software.","16,416","18,804","17,043.17",-7.23%,298.67%,897,1.05,-20.51%,94.64%,1.92%,"1,570,652","89,333",6.03%,"Greater Miami Area, East Coast, Southern US",Active,2013-10-02,day,2,51-100,"Jonathan Lieberman, Ubaldo Don",,,52968,USD,52968
TraceAir,https://www.crunchbase.com/organization/traceair,"TraceAir is a construction site development acceleration platform providing software and services to land developers home builders and contractors. Their software helps measure, verify, and quantify the progress of construction during the site work stage, significantly reducing budget and timeline uncertainty for developers, contractors, and other parties involved in a project. With the power of drones, it is times faster, cheaper, and more convenient than traditional methods. It provides valuable insights, not just images or raw data.","Analytics, Cloud Computing, Construction, Drones, Software",http://traceair.net,"Redwood City, California, United States",TraceAir is a software solution that uses drone data to help construction teams streamline their building projects.,"26,487","18,336","4,464.33","2,453.76%",91.44%,"1,319",4.03,61.3%,25.23%,-52.76%,"1,562,740","-5,321,460",-77.3%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-03-01,day,1,11-50,Dmitry Korolev,,,,,
Lexbe,https://www.crunchbase.com/organization/lexbe,"Lexbe Inc. is a leading provider of cloud-based/SaaS eDiscovery software and services to U.S-based boutique law firms, and boutique practice groups in larger general service law firms.  eDiscovery is the legal discovery of electronic documents and other electronically stored information (“ESI”) as part of civil or criminal litigation.  eDiscovery involves a number of processes usually performed with specialized software, including the secure collection, transfer, processing, metadata extraction, OCR, search, tagging/coding, Bates-stamping, attorney privilege logging, confidential information/PII tagging and redaction, legal production, deposition preparation, timelining/case chronologies, motion practice, and trial preparation.  ESI used in connection with eDiscovery includes email, word processing, spreadsheet, presentation and other office files, social media and other web pages, computer databases, and virtually anything that can be stored on a computer and can be read only through the use of computers.  This data is the critical evidence used by attorneys in modern commercial litigation. Lexbe offers customers licensed use of the Lexbe eDiscovery Platform (LEP), which is cloud/SaaS-based eDiscovery software.  LEP features and functionality include electronically stored information DIY upload/ingestion, electronic file archive extraction, metadata extraction and fielding, processing, OCR of image files, text extraction of native files, search index construction and maintenance, search interface and saved searches, hard-coded and custom created coding fields, standard and customized reports, automatic and custom privilege log creation, PII and other confidential/proprietary information identification and coding, redaction editing, transcript management, legal fact & issues/chronology construction, briefcases, legal productions and other exports, end-to-end encryption and other security protocols, and prepopulated and custom litigation workflows. Lexbe’s market is boutique law firms and boutique practice areas in larger law firms (“Boutique Law”). Boutique Law customers usually prefer a DIY on-demand eDiscovery software solution, to allow law firm staff to handle most eDiscovery matters in-house themselves.  We believe that the Boutique Law market is growing at an above-average rate in the legal vertical and demands new innovative solutions to legal discovery. ","Cloud Computing, Ediscovery, Legal, SaaS, Software",http://www.lexbe.com/,"Austin, Texas, United States",Lexbe is a leading provider of cloud-based/SaaS eDiscovery software and services to U.S-based boutique law firms and practice groups.,"287,767","18,031","7,380.67",502.64%,226.79%,366,1.18,-30.1%,82.33%,-8.77%,"1,606,332","-2,617,305",-61.97%,Southern US,Active,2013-01-01,year,2,11-50,"Gene Albert, Karsten Weber",,,,,
Arterys,https://www.crunchbase.com/organization/arterys,"Arterys is the market leader and the world's first internet platform for medical imaging. Its objective is to transform healthcare by transforming radiology. The Arterys platform is 100% web-based, AI-powered, and FDA-cleared, unlocking simple clinical solutions.","Cloud Computing, Health Care, Health Diagnostics, Medical, Medical Device",https://www.arterys.com,"San Francisco, California, United States",Arterys is a medical imaging platform to deliver clinical AI products over the internet.,"38,894","17,671","14,494.33",-19.54%,118.92%,"2,071",3.45,46.66%,42.84%,25.41%,"1,594,777","265,188",19.95%,"San Francisco Bay Area, West Coast, Western US",Active,2013-01-01,year,4,101-250,"Albert Hsiao, Fabien Beckers, John Axerio-Cilies, Shreyas Vasanawala",,,,,
Zinier,https://www.crunchbase.com/organization/zinier,"Zinier’s low-code field service automation platform empowers field service organizations with the combined power of humans and technology to keep our world up and running. Powered by AI, Zinier transforms how teams coordinate and execute work, so they can solve problems faster, fix things before they break, and maintain an agile infrastructure that evolves with their needs. Enterprises around the world use Zinier to reach their full potential, delivering always-on service now, while future-proofing for the unexpected.  We are a global team headquartered in Silicon Valley with leading investors including Accel, ICONIQ Capital, Founders Fund, Newfund Capital, NGP Capital, Tiger Global Management and Qualcomm Ventures LLC.","Artificial Intelligence, Cloud Computing, Enterprise Applications, Enterprise Software, Field Support, Machine Learning, SaaS",https://www.zinier.com/,"San Mateo, California, United States",Zinier offers a low-code field service automation platform that provides a combined power of humans and technology.,"4,082","17,582","9,995.33",41.89%,392.2%,694,3.05,-11.34%,31.82%,-37.6%,"1,598,958","-227,025",-12.43%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,2,101-250,"Andrew Wolf, Arka Dhar",,,,,
IGTech365,https://www.crunchbase.com/organization/igtech365,"IGTech365 is a managed service provider company. It provides ongoing support for the information technology systems required to run the business on a day-to-day basis. It is information technology outsourcing that is changing the way businesses manage and operate their information systems. It is specialized in website design and development, it helpdesk support, voip business-class phone systems, cloud computing, and more.","Cloud Computing, Information Technology, IT Management, VoIP, Web Development",https://www.igtech365.com,"Tampa, Florida, United States","IGTech365 is a managed service provider company. It is specialized in website design and development, it helpdesk support, and more.","390,072","17,178",,,,"1,305",5.71,,42.86%,,"1,619,481",,,"Tampa Bay Area, East Coast, Southern US",Active,2014-01-01,year,,11-50,,,,40343,USD,40343
MeetingSift,https://www.crunchbase.com/organization/livesift,"MeetingSift delivers deep, actionable insights from meetings across the enterprise. By combining collaborative tools, artificial intelligence, and data analytics, MeetingSift offers an enterprise SaaS platform that empowers decision makers with deep insights directly from the front line, in real-time. MeetingSift has built in virality that delivers both single user utility and multi-user utility, in addition to enterprise utility.","Analytics, Artificial Intelligence, Cloud Computing, Collaboration, Enterprise Software, Meeting Software, SaaS",http://www.meetingsift.com,"San Francisco, California, United States","MeetingSift is a SaaS platform using AI and data analytics to deliver deep, actionable insights from meetings across the enterprise.","80,350","16,356","7,266.83",64.86%,-96.67%,7,2.26,-49.53%,16.43%,-51.95%,"1,694,875","-495,858",-22.63%,"San Francisco Bay Area, West Coast, Western US",Active,2013-01-01,year,3,11-50,"Aaron Rosa, Alex Bergo, PhD, Viil Lid, PhD",,,,,
boostr,https://www.crunchbase.com/organization/boostr,"boostr is a CRM management software that offers ad sales management services to its users.boostr features forecasting, delivery pacing, pipeline management, sales activity, revenue management, and client and contact management. Delivery pacing offers notifications regarding ad campaigns. Pipeline management offers automation services to its users. Sales activity offers client activity capture services.","Advertising, Cloud Computing, CRM, Digital Media, Enterprise Software, SaaS, Software",http://www.boostr.com,"New York, New York, United States",boostr is a CRM and order management platform designed for the media & advertising industry.,"17,517","16,041","25,780.33",-67.92%,113.63%,"2,634",1.29,-21.55%,82.63%,8.31%,"1,714,093","872,528",103.68%,"Greater New York Area, East Coast, Northeastern US",Active,2015-01-01,year,2,11-50,"Katie Schuele, Patrick O'Leary",1,,,,
Enact Systems,https://www.crunchbase.com/organization/enact-systems,"Enact’s Software platform is transforming how solar and energy storage projects are designed, deployed and managed, with thousands of users in 20+ countries. Enact’s platform enables sales teams to design, price and sell remotely, finalize contracts and track project execution. End-customers can also leverage Enact’s platform to manage their solar and energy storage transition and track financial outcomes.","Cloud Computing, Energy, Energy Storage, Real Estate, Solar",http://www.enact-systems.com/,"Pleasanton, California, United States","Enact’s platform enables remote design, sales proposals and project management for solar storage, as well as improve end-customer engagement","1,699","14,793","114,587.17",-22.3%,-2.37%,"1,316",1.59,-23.45%,40.66%,-8.87%,"1,750,527","298,569",20.56%,"San Francisco Bay Area, West Coast, Western US",Active,2014-04-01,day,1,11-50,Deep Chakraborty,,,155402,USD,155402
Metavine,https://www.crunchbase.com/organization/metavine,"Metavine is the Cloud App Server company. We enable businesses to meet 100% of their specific application needs without compromise. Metavine does this while exceeding the standards in security, scalability, data integrity and reliability, requirements that build consumer confidence in the business Behind the Metavine Cloud App Server is a team of professionals with significant experience in creating and operationalizing enterprise applications.","Cloud Computing, Computer, Software",http://www.metavine.com,"San Jose, California, United States",Metavine is a software development platform that transforms the way intelligent Cloud and IoT applications are designed and deployed.,"80,843","14,492","138,799.33",-93.89%,-49.82%,411,2.75,-13.32%,12.5%,106.27%,"1,768,461","1,489,592",534.15%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-01-01,year,1,11-50,Craig Sproule,,,49483,USD,49483
Beezy,https://www.crunchbase.com/organization/beezy,"Beezy, the Intelligent Workplace for Microsoft SharePoint and Office 365, is the premier enterprise collaboration solution, extending and improving the feature set for on-premises, cloud, and hybrid deployments. We are on a mission to transform the way people work and to help employees be more connected, innovative, and happy. Beezy is used across various industries and at a global scale by some of the world’s largest organizations, such as multi-nationals Vodafone and Transocean. Beezy is a privately held software company headquartered in Silicon Valley. Learn more at http://www.beezy.net or @FollowBeezy on Twitter","Blogging Platforms, Cloud Computing, Collaboration, Enterprise Software, Gamification, Knowledge Management, Q&A, SaaS, Software",http://beezy.net,"San Francisco, California, United States",Enterprise Collaboration for Office365 and SharePoint. On Enterprise Terms.,"25,077","14,399","6,560",730.39%,-97.1%,0,1,-14.24%,100%,4.33%,"1,825,057","-3,394,283",-65.03%,"San Francisco Bay Area, West Coast, Western US",Active,2013-04-14,day,2,11-50,"Jordi Plana, Ritse Klink",3,,38579,USD,38579
Openbridge,https://www.crunchbase.com/organization/openbridge,,"Business Intelligence, Cloud Computing, Data Storage, Information Technology",https://openbridge.com/,"Boston, Massachusetts, United States","Openbridge is a data logistics company that offers automated, code-free data migration and manual data flows for a cloud system.","382,644","14,158","15,856.67",10.29%,24.2%,117,1.69,69.36%,67.43%,-32.54%,"1,842,374","-45,952",-2.43%,"Greater Boston Area, East Coast, New England",Active,2014-01-01,year,1,1-10,Thomas Spicer,,,58311,USD,58311
JobBoardHQ.com,https://www.crunchbase.com/organization/jobboardhq-com-helps-you-launch-a-powerful-custom-mobile-ready-and-cloud-hosted-job-board,,"Cloud Computing, Enterprise Software, Human Resources, Recruiting",https://www.jobboardhq.com,"San Diego, California, United States","JobBoardHQ.com helps you launch a powerful, custom, mobile-ready, and cloud-hosted job board.","1,369,328","13,963","21,818.17",-25.97%,-83.92%,277,6.24,-33.82%,18.05%,-57.89%,"1,856,490","317,599",20.64%,"Greater San Diego Area, West Coast, Western US",Active,2015-01-05,day,,1-10,,,,,,
BC in the Cloud,https://www.crunchbase.com/organization/bc-in-the-cloud-3650,,"Cloud Computing, Information Technology, Risk Management",https://bcinthecloud.com,"Collegeville, Pennsylvania, United States",BC in the Cloud is an integrated cloud platform that provides services for disaster recovery and risk management programs.,"407,053","13,932","7,632.67",131.81%,221.38%,"1,308",8.33,241.05%,23.81%,-60.26%,"1,805,124","-918,846",-33.73%,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2013-01-01,day,1,1-10,Greg Snyder,2,,250423,USD,250423
Trilio,https://www.crunchbase.com/organization/trilio-data,"Trilio is a leader in cloud-native data protection for Kubernetes, OpenStack and Red Hat Virtualization environments. Our TrilioVault technology is trusted by cloud infrastructure operators and developers for backup and recovery, migration and application mobility. Customers in telecom, defense, automotive and financial services leverage TrilioVault to recover from disasters, migrate workloads, move workloads to new infrastructure and migrate to new software distributions.","Cloud Computing, Software",https://www.trilio.io,"Framingham, Massachusetts, United States","Cloud-Native Data Protection for Kubernetes, OpenStack and Virtualization","17,666","13,790","13,672.83",133.89%,-93.07%,56,1.19,4.61%,95.36%,10.36%,"1,869,376","-1,092,727",-36.89%,"Greater Boston Area, East Coast, New England",Active,2013-01-01,year,3,51-100,"Giri Basava, Murali Balcha, Sanjay Baronia",,,52705,USD,52705
CloudServus,https://www.crunchbase.com/organization/cloudservus,,"Cloud Computing, Cloud Data Services, Information Technology",https://www.cloudservus.com,"Austin, Texas, United States","CloudServus is an IT company that provides cloud platform services, Microsoft identity, and cloud security access services.","690,775","13,765","10,219",60.62%,-83.76%,132,1.71,23.88%,88.09%,4.08%,"1,871,133","-497,728",-21.01%,Southern US,Active,2014-01-01,year,,11-50,,,,,,
Ordr,https://www.crunchbase.com/organization/ordr-aec7,"Ordr develops an AI-based systems control engine for the hyper-connected enterprise. Ordr's control engine is a purpose-built solution to fully map the device flow genome at massive scale, using machine learning to continuously inspect, classify, and baseline the behavior of every device. Its software architecture is unique in its ability to process enormous quantities of data in real-time, using AI to provide closed loop security, generating policies for each class of device and implementing those policies through the organization’s existing multi-vendor network and security infrastructure. Ordr was founded on 2015 and is headquartered in Santa Clara, California.","Artificial Intelligence, Cloud Computing, Cyber Security, Machine Learning, Network Security",https://ordr.net,"Santa Clara, California, United States",Ordr is a connected device cybersecurity startup that develops an AI-based systems control engine for the hyper-connected enterprise.,"4,733","13,582","10,768.83",67.45%,"19,225%",773,1.43,32.38%,79.91%,-13.38%,"1,884,303","-555,719",-22.78%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,2,51-100,"Pandian Gnanaprakasam, Sheausong Yang",,,179458,USD,179458
LoopLabs,https://www.crunchbase.com/organization/looplabs,"Looplabs is not just any music production software, but created from the ground up to empower collaboration and making music together. Whether it's chatting with friends and music lovers across the planet or creating a private group to collaborate on a track you can simply drag and drop sounds and recordings back and forth to instantly, and simply make music together.","Cloud Computing, Internet, Music",https://www.looplabs.com,"Manhattan, New York, United States",LoopLabs is a free and easy to use cloud based music studio.,"75,274","13,130","10,746.67",43.42%,12.84%,123,1.26,-54.8%,90.12%,32.02%,"1,864,215","-305,407",-14.08%,"Greater New York Area, East Coast, Northeastern US",Active,2014-01-29,day,1,11-50,Craig Swann,,,,,
Zennify,https://www.crunchbase.com/organization/zennify,"Zennify is an award-winning Salesforce and nCino partner with decades of experience delivering top-tier consulting that gets you results.    Imagine a consulting partner who delivers solutions with the skills and quality of a large firm and the focused attention and reliability of a trusted friend. A partner who will solve your toughest business challenges by actively listening, strategically advising, and challenging assumptions to ensure success. One who deeply understands your industry and proactively shares ideas, while going above and beyond to deliver projects that exceed your expectations. One that can flexibly manage every aspect of your solution, from a new implementation and complex integrations to innovation strategy, training, or ongoing platform work. One who helps you give back by investing 1% of the time, money, and resources from every project to support the community and the planet. That partner is Zennify.   We’ve earned the trust of our customers and partners with our 4.8/5 Customer Satisfaction Rating. And thanks to that high level of trust and confidence in our solutions, we’re on Salesforce’s Partner Advisory Board and Salesforce Ventures is invested in our success. Our track record speaks to the commitment, vision, and skill we bring to every engagement. Across our team, we’ve launched digital portals for commercial banks, supported massive org merges, worked through complex data and systems architectures, trained global business units, and more. We stay inspired, keep our clients inspired—and deliver results that matter.","Advice, Cloud Computing, Consulting, CRM, Financial Services, Information Services, SaaS",https://www.zennify.com/,"Meridian, Idaho, United States","An award-winning tech consulting firm that delivers impeccable solutions for you, your customers, and the community.","19,854","13,047","8,879.33",66.1%,817.24%,"1,431",1.77,57.41%,41.85%,-52.36%,"1,871,192","-486,577",-20.64%,Western US,Active,2013-01-01,year,4,101-250,"Jesse Barker, Manvir Sandhu, Nathaniel Mueller, Tami Miller",,,,,
Fuel50,https://www.crunchbase.com/organization/fuel50,"Fuel50 is the AI-powered Talent Marketplace that delivers internal talent mobility and workforce reskilling.  With hyper-personalized AI and a deeply embedded commitment to diversity and inclusion, Fuel50 mobilizes your talent. Fuel50’s ethical AI matches your people to opportunities in real-time, automatically maps your workforce architecture, and provides deep data insights for predictive talent and workforce planning.  Over 70 organizations around the globe saw immediate impact since deploying Fuel50, with up to 65% increase in lateral movement, 35% increase in internal recruitment, and 60% reduction in employee churn.  Fuel50 powers the workforce of the future.","Artificial Intelligence, Career Planning, Cloud Computing, Employee Benefits, Employment, Human Resources, Marketplace, Recruiting, SaaS, Training",https://fuel50.com,"Laguna Niguel, California, United States",Fuel50 is the AI-powered Talent Marketplace that delivers internal talent mobility and workforce reskilling.,"6,177","12,703","9,016.33",12.22%,5.56%,19,1.13,-11.55%,94.28%,9.45%,"1,897,897","-22,841",-1.19%,"Greater Los Angeles Area, West Coast, Western US",Active,2013-01-01,year,2,51-100,"Anne Fulton, Jo Mills",,,,,
Conductor Technologies,https://www.crunchbase.com/organization/conductorio,"Conductor Technologies provides a cloud rendering platform for the media and entertainment industry to accommodate complex, custom, multi-site workflows of small to large sized studios. It is on a mission to lead the transition from on-premises infrastructure to cloud-based, infinitely scalable, and on-demand resources for rendering, simulation, and beyond. Conductor enables entire workflows of VFX and Animation facilities, whether they are using custom tools or off the shelf software to extend seamlessly into the cloud. The company was established in 2014 and is based in Oakland, California.","Cloud Computing, Information Technology, Media and Entertainment, Music, Software",http://www.conductortech.com,"Berkeley, California, United States",Conductor is a revolutionary cloud platform for the Media & Entertainment Industry.,"208,013","12,588","4,506.67","1,055.92%","19,700%",396,3.73,170.96%,65.46%,4.99%,"1,906,008","-4,460,886",-70.06%,"San Francisco Bay Area, West Coast, Western US",Active,2014-10-01,day,1,1-10,Kevin Baillie,,,,,
iVoyant,https://www.crunchbase.com/organization/ivoyant,,"Cloud Computing, Information Services, Information Technology",https://www.ivoyant.com/,"Sandy Springs, South Carolina, United States",iVoyant is a technology and digital solutions firm helping enterprises re-imagine & transform business to thrive in the current digital era.,"217,968","12,495",,618.52%,287.34%,306,3,137.68%,40%,-56.17%,"1,916,549","-3,022,404",-61.2%,"East Coast, Southern US",Active,2014-01-01,year,1,11-50,Rajanikanth Pandiri,,,,,
