Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Number of Employees,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth
Epiloge,https://www.crunchbase.com/organization/epiloge,2019-10-14,day,1-10,"We are a community for students, academics and professionals to connect and showcase projects, articles and ideas.  Users can connect and follow like-minded people in their field of interest and link projects & articles to an Epiloge page for a company, university, a start-up or other organization.  Epiloge is also a tool to show whether you are available for collaborations, connecting & networking, internship opportunities, jobs or social impact work.",https://www.epiloge.com,"Collaboration, Content, Content Marketing, Professional Networking, Social Media","Frankfort, Maine, United States","Epiloge is a community where professionals and students may interact, write, and be open to career and opportunity opportunities.","630,910",,,,,,,,,,,,
Riot,https://www.crunchbase.com/organization/riot-3,2019-10-01,day,1-10,"Riot offers an open, secure, and inter-operable communication platform for work and home. Riot (formerly known as Vector while it was running in Beta) is a new UK-borne app running on an underlying open-source platform. It is aiming to bring conversations and productivity tools together, across different apps, and providing users with the ability to tweak and host their own version by being open source, while also being secure. Riot is built on Matrix, an open standard for decentralized persistent communication. Riot lets teams share data and collaborate on projects across different communication apps and third party tools. It uses Matrix to bridge to external networks such as Slack, IRC, Twitter and Gitter. It also offers hosted integrations to third party apps like GitHub, Jira and Jenkins, and relies on Matrix for bots and other integrations development.",https://riot.im/,"Collaboration, Enterprise Software, Messaging, Real Time","London, England, United Kingdom","Riot offers an open, secure, and inter-operable communication platform for work and home.","65,068","161,276","128,957.17",120.62%,181.4%,121,1.04,-5.37%,95.93%,4.5%,"397,501","-255,803",-39.16%
MuchSkills,https://www.crunchbase.com/organization/muchskills,2019-10-01,month,1-10,"MuchSkills is a skills and strengths visualization tool that helps individuals and teams look into their skills in a new way to improve productivity, engagement and job satisfaction by matching the right person for the right project. At the core of MuchSkills is the belief that every individual strives to work with what they love doing. MuchSkills allows people to showcase exactly that to the world.",https://www.muchskills.com,"Collaboration, Enterprise Software, Human Resources, SaaS, Skill Assessment, Software","Gothenburg, Vastra Gotaland, Sweden","MuchSkills is a skills visualization and management software for individuals, teams and organizations.","191,028","10,400","9,847.17",19.33%,809.52%,764,2.29,67.2%,75.43%,3.48%,"2,187,761","-160,530",-6.84%
epekworks,https://www.crunchbase.com/organization/epek-app,2019-10-01,day,1-10,"epek helps you and your team create great plans and reach your goals. epek's way of planning and task management is designed to foster focus, clarity, and collaboration. You open epekworks.com and you see your next goal, and how it connects all the way to your long term goal. You team knows exactly what they need to do to reach the business goals.",https://epekworks.com,"Collaboration, Information Technology, Product Management, Productivity Tools, Project Management, Software","Berlin, Berlin, Germany","epek is a roadmap planning software, designed to foster focus, clarity, and collaboration.","245,241",184,,-93.63%,,0,1,0%,100%,0%,"9,840,744","5,537,801",128.7%
MEDTalk Lifesize TeleMedicine.,https://www.crunchbase.com/organization/iridescent-imaging,2019-09-04,day,1-10,Lifesize Face to Face Tele-Medicine Systems,https://mitchdowney.wixsite.com/medtalk,Collaboration,"Orlando, Florida, United States",Face to Face Tele-Collaboration Systems Medical Collaboration,"1,979,143",,,,,,,,,,,,
Weavy,https://www.crunchbase.com/organization/weavy,2019-09-01,day,11-50,"Weavy is a Collaboration SDK & API addressing a $20b market enabling app developers to go to market faster, with high ROI and low risk, by adding comprehensive pre-built collaboration features to their apps.",https://www.weavy.com,"Collaboration, Developer APIs, Messaging, Software","El Segundo, California, United States","Weavy is a software tool that offers in-app collaboration API and SDK for chat, activity feeds, and document collaboration.","166,134","6,817","7,789",173.34%,17.39%,54,1.76,-22.91%,57.77%,60.61%,"2,844,838","-1,751,051",-38.1%
Weavr Inc.,https://www.crunchbase.com/organization/weavr-ai,2019-09-01,day,1-10,"Weavr is a community-driven knowledge exchange network that brings developers, tech professionals and companies on the same platform - for mutual benefits.",https://weavr.ai,"Collaboration, Communities, Developer Platform, Marketing Automation, Natural Language Processing","San Jose, California, United States","Weavr is a community-driven knowledge exchange network that brings developers, tech professionals and companies on the same platform.","184,257","1,638",,,,0,1,,100%,,"5,602,075",,
Pixly,https://www.crunchbase.com/organization/anno,2019-08-15,day,1-10,"Pixly is an easy-to-use mobile and desktop tool for collaborating on your project photos and other visual media. It saves you and your team enormous amounts of time, energy, and money, allowing you to focus on what matters – getting the job done.",https://pixly.ai,"Architecture, Artificial Intelligence, Civil Engineering, Collaboration, Construction, Enterprise Software, Photo Sharing, SaaS, Software","Encinitas, California, United States","Pixly is SaaS for photo & video collaboration. We make it easy to snap, tag, share & collaborate in real time with data & AI","77,586","1,434",,763.86%,,16,1.91,91%,9%,-91%,"6,308,864","-3,463,766",-35.44%
Reasonal,https://www.crunchbase.com/organization/reasonal,2019-08-12,day,1-10,"Reasonal is your next-generation file & content management tool bringing back confidence and efficiency into your workflows. An intuitive UI, powerful AI, and our integrations make sure you always find what you're looking for, that nothing is lost across channels, and that your files and your team are always in sync. We also hear you. With our Slack, GDrive, MS Teams, Sharepoint, and browser integrations, you can get started with no setup and keep going with no maintenance.",https://reason.al,"Artificial Intelligence, Collaboration, Knowledge Management, Machine Learning, Productivity Tools, SaaS, Software","Berlin, Berlin, Germany","File & content management reinvented. Simple, safe, and incredibly smart, making sure your online collaboration is efficient.","245,627","1,543",,4.4%,,0,1,0%,100%,0%,"6,106,989","132,284",2.21%
Reverb,https://www.crunchbase.com/organization/reverb-7528,2019-08-06,day,1-10,"Reverb is a platform that lets educators communicate with students through audio and video messages. Record and receive multimedia messages for assignments, questions, and classes. Messages can be shared within Reverb or standalone on other platforms. Speak to a student one-on-one, or your entire class in real-time. Enable screen sharing to provide in-depth lessons. Trial Education >> reverb.chat • Record Now >> record.reverb.chat",https://reverb.chat,"Collaboration, E-Learning, EdTech, Education, Internet, Messaging, Music, Software, Video","New York, New York, United States",Reverb provides a platform that lets educators communicate with students through audio and video messages.,"297,478","85,214","88,970.83",-5.38%,156.46%,695,4.94,206.58%,49%,-30.13%,"609,753","40,544",7.12%
Qatalog,https://www.crunchbase.com/organization/qatalog,2019-08-01,day,11-50,"Qatalog eliminates your work chaos. No more constant pings, no more trivial meetings, and no more scouring for the latest doc. Our work hub connects the tools of modern collaboration — wikis, project management, team chat, and more — and lets you use them in concert with each other. It connects people and teams in the same way, so they can be in sync when they're not in the same place. It’s the new way of work. Qatalog is a Salesforce Ventures company and a 2021 Gartner Cool Vendor.",https://qatalog.com/,"Collaboration, Communications Infrastructure, Enterprise Software, IaaS, Internet, Productivity Tools, SaaS, Software, Unified Communications, Virtual Workforce","London, England, United Kingdom",The work hub for modern teams and knowledge workers.,"7,777","9,739","16,899.83",-53.67%,-93.44%,83,1.25,12.98%,74.71%,-16.16%,"2,263,456","810,941",55.83%
Kinnect,https://www.crunchbase.com/organization/kinnect-2f30,2019-08-01,day,11-50,,http://kinnect.us,"Collaboration, Family, Insurance, Software","New York, New York, United States",Kinnect is a consumer software platform that allows families of all sizes to connect and communicate effectively.,"170,224",184,,,,18,2,,0%,,"9,798,091",,
Helpwise,https://www.crunchbase.com/organization/helpwise,2019-08-01,day,11-50,"Sharing email account login among team members is not scalable. Helpwise is an easy to use shared inbox for your team email accounts like help@, sales@, jobs@, etc. As a business grows, it becomes a struggle to manage customer, sales or internal emails(billing, hiring) across the company. And, then we make a blunder by sharing email logins among team members. We understand the chaos that it creates because we have been through the same pain during our previous gigs & businesses. So, this is exactly why we built Helpwise - the shared inbox that really works!",https://helpwise.io,"Collaboration, CRM, Internet, SaaS, Software","Palo Alto, California, United States",Helpwise offers a shared inbox for team email accounts and live chat services.,"196,183","450,014","449,229.33",-48.35%,119.71%,"3,612",8.38,99.28%,33.86%,-1.4%,"195,710","78,372",66.79%
Kahana,https://www.crunchbase.com/organization/kahana-df68,2019-07-16,day,1-10,Kahana is a SaaS platform that helps people monetize and share their knowledge. Our goal is to empower seamless self-education through a collaborative network of content and information contributed by experts and creators.,https://kahana.co/,"Collaboration, Consulting, Content Creators, Content Discovery, Knowledge Management, Legal, Market Research, Productivity Tools, Software","Chicago, Illinois, United States",Kahana is a SaaS platform that helps people monetize and share their knowledge.,"53,329","2,061","2,117.33",649.45%,-98.39%,13,1.7,70.45%,29.55%,-70.45%,"5,028,012","-4,245,897",-45.78%
REPCARDz,https://www.crunchbase.com/organization/repcardz,2019-07-11,day,1-10,"REPCARDz is the leading cloud-based Vendor Relationship Management platform for healthcare. Easily keep pace, connect, schedule, and securely collaborate with all your vendors on patient care.",https://repcardz.com,"B2B, B2C, Collaboration, Health Care, Life Science, Medical Device, Pharmaceutical, Scheduling, Unified Communications, Video Chat","Austin, Texas, United States","REPCARDz is the leading VRM platform for healthcare. Keep pace, connect, schedule and securely collaborate with vendors on patient care.","629,052",,,,,,,,,,,,
HolaPlace,https://www.crunchbase.com/organization/holaplace,2019-07-01,day,11-50,"HolaPlace offers unique spaces (venues, rooftops, terraces, villas, co-workings, etc.) on an hourly basis for corporate events and private celebrations, with a self-serve automated vertical for services, including catering and entertainment, all from a single point of sale.",https://holaplace.com/,"Collaboration, Event Management, Events, Location Based Services, Rental, Rental Property, Reservations","Madrid, Madrid, Spain",HolaPlace is on a mission to enrich human interaction by enabling events to be personalised through a unique selection of spaces & services,"101,417","1,417",,,,0,1,,100%,,"6,350,114",,
Pembio,https://www.crunchbase.com/organization/pembio,2019-06-12,day,1-10,"We are building the most effective Saas platform to get distributed teams working towards the same goals, which boosts engagement and productivity.",https://pembio.com/,"B2B, Collaboration, Information Technology, Internet, Productivity Tools, SaaS, Software","Lund, Skane Lan, Sweden","Our SaaS app is here to improve human productivity forever, using the power of goal-setting, execution, follow-up & constant fine-tuning.","364,551",,,,,,,,,,,,
Ayoa - The all-in-one online whiteboard,https://www.crunchbase.com/organization/ayoa,2019-06-10,day,11-50,"Ayoa - The smarter way to work. Ayoa is an all-in-one online whiteboard where you can brainstorm ideas, work together and get things done. Ayoa takes online collaborative whiteboards to new heights. By seamlessly blending idea generation, task management and team collaboration features, Ayoa goes beyond convention and provides a platform for teams to work together and cultivate knowledge that can be used to drive success.  The Ayoa way of working gives users the speed and fluidity to capture and grow great ideas, instantly action them and develop better working practices. Our flexible features allow teams of any size to do it all, whether it’s planning a project, conducting effective meetings, or anything in between.",https://www.ayoa.com,"Collaboration, Productivity Tools, Project Management, SaaS, Software, Task Management","Cardiff, Cardiff, United Kingdom","Ayoa is an all-in-one online whiteboard where you can brainstorm ideas, work together and get things done. Discover the smarter way to work.","57,941","75,504","89,079.33",-39.18%,-28.75%,394,2.36,-18.43%,61.69%,13.32%,"659,824","202,011",44.13%
RillaMarks,https://www.crunchbase.com/organization/rillamarks,2019-05-31,day,1-10,"RillaMarks is a technology platform that aims to redefine the creative process by delivering creator-focused solutions to empower the creative community. As a company of creatives and for creatives, we want to provide and facilitate the development and sharing of artistic content and knowledge in a way that is captivating, incentivizing, valuable, and personal for the creative audience.",https://rillamarks.com,"Apps, Cloud Computing, Collaboration, Content Creators, Information Technology, Media and Entertainment, Professional Networking, Social Media, Social Network","Austin, Texas, United States",RillaMarks redefines the creative process by delivering creator-focused solutions to empower the creative community.,"1,714,415",,,,,,,,,,,,
Advocat,https://www.crunchbase.com/organization/advocat,2019-05-10,day,11-50,"Harness the power and efficiency of an enterprise-level deal desk team by using Advocat’s virtual deal desk platform. Multiply the efficiency of cross-functional teams, create alignment, and shorten the time from your customer’s decision to deal approval up to 10X faster. Every month that goes by, revenue slips due to manual contracting and delayed approval. Advocat's AI-driven platform helps businesses close contracts faster so you can meet your quarterly earnings. Using our AI-powered contracting, give your sales team the tools to cut out repetitive work, reduce risk and automatically generate more accurate contracts. No more back and forth emails. Save time by allowing all internal stakeholders to easily communicate real-time, share documents, redline and negotiate in our secure deal desk.",https://www.advocat.ai/,"Artificial Intelligence, Collaboration, Contact Management, Document Management, Information Technology, Legal Tech, SaaS, Sales Automation, Software","Bellevue, Washington, United States",A virtual deal desk with AI-guided contracting that shortens the time from customer decision to signature 10X faster.,"21,654",213,,-85.82%,,0,1,-66.67%,100%,100%,"9,656,850","4,002,180",96.25%
Towards AI,https://www.crunchbase.com/organization/towards-ai,2019-05-01,month,1-10,"Since 2019 Towards AI has provided an open platform for sharing information, educational content and research on AI.  It has more than 2,000 authors and benefits from hundreds of thousands of followers in the AI community. The platform is a leading educational resource and community for AI leaders, practitioners and students. Towards AI strives to publish unbiased AI and technology-related articles and to work only with sponsors on highly relevant content and in a transparent manner. Towards AI offers a unique space to service AI and technology clients with their marketing and distribution efforts and has worked with leading corporate and institutional sponsors, including Amazon Science, Carnegie Mellon University, Snorkel AI, Lambda Labs, Superb AI, and Gather AI.",https://towardsai.net/,"Artificial Intelligence, Big Data, Collaboration, Enterprise Applications, Enterprise Software, Machine Learning, Natural Language Processing, Predictive Analytics, Publishing, Social Media","New York, New York, United States",Towards AI is the leading AI community and content platform focused on making AI accessible to all.,"254,126","356,498","284,119.5",1.01%,-26.34%,411,1.14,-5.37%,87.55%,0.21%,"230,616","6,746",3.01%
MeeroDrop,https://www.crunchbase.com/organization/meerodrop,2019-05-01,day,1-10,"MeeroDrop is a file sharing platform launched by Meero. Much more than basic transfers, create collaborative sharing spaces in a flash: enjoy beautiful previews, continuously access and update your space, collaborate and interact with others freely.",https://www.meerodrop.com/,"Collaboration, File Sharing","Paris, Ile-de-France, France",Open access collaborative file sharing platform,"346,996","949,062","401,019.5",-16.14%,-37.28%,249,1.95,-21.36%,25.83%,-20.38%,"114,166","17,221",17.76%
Nayego,https://www.crunchbase.com/organization/nayego,2019-04-11,day,1-10,"Nayego is an innovative Team Chat, or Enterprise Instant Messaging software. Fully open source and open standards, it is fully compatible and interoperable with the XMPP/Jabber worldwide open public network. Next generation innovations allow you to save time and money.",https://www.nayego.net/,"Apps, Collaboration, Communications Infrastructure, Communities, Enterprise Applications, Enterprise Software, File Sharing, Messaging, Open Source, Software","Paris, Ile-de-France, France","Nayego is an innovative Team Chat, or Enterprise Instant Messaging software","1,894,529",,,,,,,,,,,,
RaeNotes - Video Assessment & Transcription Platform,https://www.crunchbase.com/organization/rae-a61e,2019-04-04,day,1-10,"RaeNotes is a Video Transcription + Online Assessment tool for therapists, supervisors, psychologists, coaches that adapts performance-based courses for online evaluation to increase practice and save time while improving the learners’ journey. RaeNotes covers entire assessment workflow in one platform and simplifies the assessment routine, cut review cycles with a single tool for transcribing, listening, assessing, sharing and providing feedback on video assignments. Headquartered in Boston, MA.",https://raenotes.com/,"Collaboration, Skill Assessment, Speech Recognition","Boston, Massachusetts, United States",#1 platform designed to transcribe and share audio and video recordings and deliver powerful feedback for your competency-based programs.,"1,153,235","66,928","25,180.67",94.32%,-68.97%,216,1.56,-30.26%,56.25%,31.95%,"714,763","-350,237",-32.89%
Queue,https://www.crunchbase.com/organization/queue-gg,2019-04-01,day,1-10,"Queue is a SAAS enabled marketplace that lets designers to build an online business and get hired easily. Over 50,000 designers trust Queues platform to collaborate with clients, showcase their work, and find new leads for their business. Startups trusts Queues marketplace for hiring designers because of a strict vetting system and a collaborative experience working with the designers.",https://usequeue.com,"B2B, Collaboration, Consumer, Internet, Marketplace, SaaS, Software","San Francisco, California, United States",Platform for creatives building an online business and finding new clients.,"18,887","6,207",,73.04%,123.75%,0,1,-32.7%,100%,25.42%,"3,120,814","-776,017",-19.91%
Atom,https://www.crunchbase.com/organization/atom-chat,2019-04-01,day,51-100,"What makes us different from the rest is that while Zendesk, Freshdesk, and others treat customers like tickets by connecting to inboxes, WE are focusing on helping teams sell 12x more via our Predictive Sales engine. More than 12MM+ customers have used our platform to purchase products and connect to the brands they love. We currently work with more than 50 enterprise companies; brands like Toyota, Hyundai, and GNC.",https://atomchat.io/,"Collaboration, E-Commerce Platforms, Messaging, Software, Unified Communications","Simpsonville, South Carolina, United States",Atom helps marketing and sales teams 10x their conversion by Automating the customer journey via Messaging,"25,901","115,612","75,728.33",138.55%,-24.01%,"1,465",1.4,12.67%,73.38%,-9.97%,"497,404","-361,344",-42.08%
Inventhub,https://www.crunchbase.com/organization/inventhub,2019-04-01,day,1-10,"Inventhub, a platform for securely managing and collaborating on electronics design data. It offers set of tools which provide an improved way for hardware companies to manage their electronics projects and allow early collaboration on the data of those projects, leading faster to commercialization.",https://inventhub.io,"CAD, Collaboration, Communities, Developer Tools, Hardware, Product Management, Project Management","San Mateo, California, United States",Inventhub is an electronics design collaboration and data management platform that helps maximize product quality.,"212,309",,,,,,,,,,,,
Treelab,https://www.crunchbase.com/organization/treelab-18b4,2019-03-01,month,1-10,Treelab gives individuals and organizations the power to create their own software.,https://www.treelab.com.cn,"Collaboration, Enterprise Software, Information Technology","San Francisco, California, United States",Treelab combines the flexibility of a spreadsheet with the power of a database to enable any organization to create their own workflow.,"25,174",,,,,,,,,,,,
Yac,https://www.crunchbase.com/organization/yac,2019-02-22,day,1-10,"Yac is an asynchronous messaging platform for remote teams. On Yac, short-form voice messages from your teammates let you stay in sync without being derailed by a meeting. No links, scheduling or timezone management needed.",https://www.yac.com/,"Audio, Collaboration, Messaging, Software","Kissimmee, Florida, United States",Yac is an asynchronous voice messaging platform for remote teams.,"67,841","13,069","18,018.5",-62.87%,-34.87%,564,2.86,73.71%,60.57%,-16%,"1,924,454","874,411",83.27%
chartOk,https://www.crunchbase.com/organization/chartok,2019-01-30,day,1-10,"Since 2019 chartOk has developed a Teamwork & Collaboration tool for the Hospitality Industry empowered by automation, supporting professionals in centralizing information & knowledge, tracking daily workflows, connecting to and monitoring their 3rd party apps and sales channel activities.",https://chartok.com,"Collaboration, Hospitality, Service Industry","Barcelona, Catalonia, Spain",Teamwork & Collaboration tool for the Hospitality Industry,"433,132",30,,,,5,2,,0%,,"10,743,076",,
goflou.com,https://www.crunchbase.com/organization/mousee,2019-01-03,day,1-10,"goflou.com is a tech company, developed by mousee.com",https://goflou.com/,"Collaboration, Content Marketing, Digital Marketing, Marketing Automation, SaaS, Software","Madrid, Madrid, Spain",goflou.com is a SaaS designed to enjoy planning & serving marketing / for agencies & companies marketing area,"103,160",437,"1,149.17",-81.05%,"43,266.67%",0,1,-20.95%,100%,36.05%,"6,860,397","3,741,630",119.97%
AgilityPortal,https://www.crunchbase.com/organization/agilityportal,2019-01-02,day,1-10,"Build an intelligent workplace where remote teams connect, communicate, and collaborate at any time, securely and productively from home, the office, or on the road.  Join over 1000 happy companies witnessing a significant drop in operational costs, seamless collaboration across locations, and enhanced productivity with AgilityPortal's digital workplace software.",https://agilityportal.io,"Collaboration, Communications Infrastructure, Communities, Enterprise Software, Internet, SaaS, Software, Virtual Workforce","London, England, United Kingdom","AgilityPortal is a social intranet enterprise software that helps teams connect, communicate, and collaborate.","375,496","8,027","104,267",-92.07%,-90.75%,327,2.16,-89.69%,69.4%,277.38%,"2,539,394","2,014,306",383.61%
Minerva,https://www.crunchbase.com/organization/minerva-fd2b,2019-01-01,year,11-50,"Minerva is a developer of a process sharing platform used to help capture and share dynamic workflows for any website. Its product allows users to create clickable instructions on properties they don't own and also supports native experiences through their software development kit (SDK) and browser extension that enable businesses to create documentation easily and efficiently. Minerva was founded in 2019 and is based in Brooklyn, New York.",https://www.minervaknows.com,"Collaboration, Information Technology, Internet, Productivity Tools, SaaS, Software","Brooklyn, New York, United States",Minerva is a platform enabling anyone to create and sharing clickable instructions for anything on the internet.,"5,089","168,909","171,817.17",49.51%,-3.48%,499,2.69,3.08%,43.11%,11.54%,"385,502","-102,738",-21.04%
Almanac,https://www.crunchbase.com/organization/almanac-ce13,2019-01-01,day,11-50,"Almanac is the most powerful platform for async collaboration. A modern doc editor with version control to manage changes across docs and automated workflows for reviews, revisions, and suggestions. Built to give innovative companies, distributed teams, and the world's most ambitious people power, organization, and transparency—so they can can collaborate with focus and speed. Join us in a world with less meetings and messages!",https://almanac.io/,"Collaboration, Knowledge Management, Productivity Tools, Software","San Francisco, California, United States",Almanac is the most powerful platform for async collaboration.,"5,175","64,602","96,414.5",-8.64%,-29.73%,371,2.18,15.14%,59.44%,7.9%,"732,481","64,100",9.59%
LaunchNotes,https://www.crunchbase.com/organization/launchnotes,2019-01-01,year,11-50,"LaunchNotes is the personalized, automated, and secure way to connect their teams and users to their product development lifecycle. The company enables entire organizations to move at the same speed as their dev teams, no matter how fast those teams may be shipping software. It provides the right updates to the right people at the right time so that no one, internally or externally, is ever surprised by product changes.",https://www.launchnotes.com,"Collaboration, Developer Tools, Software","Walnut, California, United States","The Product Success Platform. Advancing and accelerating the product teams of today, so they can build the great technologies of tomorrow.","9,942","20,439","13,795.83",76.96%,898.51%,669,2.58,7.96%,57.79%,2.54%,"1,498,943","-509,440",-25.37%
Jamm,https://www.crunchbase.com/organization/jamm,2019-01-01,year,1-10,"Jamm is a lightweight, spontaneous voice and video collaboration app for remote teams. The app enables day-to-day interactions through video so teams can brainstorm, spontaneously huddle, and provide team updates no matter where they are.",https://jamm.app,"Collaboration, Unified Communications, Video, Video Chat, Video Conferencing","San Francisco, California, United States","Jamm is a lightweight, spontaneous voice and video collaboration app for remote teams.","30,591",,,,,,,,,,,,
ditto,https://www.crunchbase.com/organization/ditto-8d66,2019-01-01,year,1-10,"Ditto allows teams to collaborate on a consistent and effective copy. With Ditto, teams can see edit history and status on individual pieces of text, sync duplicate text, search copy across all designs by text or metadata, and collaborate within and across teams. It is used by non-technical and technical people at numerous companies ranging from small startups to large tech corporations across industry verticals.",http://dittowords.com,"Collaboration, Product Design, Software, UX Design","San Francisco, California, United States",Ditto allows teams to collaborate on consistent and effective copy.,"31,625","10,618","8,877",-8.96%,247.24%,"1,132",5.7,254.05%,57.53%,-6.88%,"2,166,570","170,016",8.52%
AllSpice,https://www.crunchbase.com/organization/allspice,2019-01-01,year,1-10,"Allspice is a collaboration platform for hardware developers, inspired by software principles. The company was founded in 2019 and is headquartered in Boston, Massachusetts, United States.",https://www.allspice.io,"Collaboration, Software","Boston, Massachusetts, United States",AllSpice is a hardware collaboration platform inspired by software development principles.,"32,750","1,844","1,454.5",-66.73%,30.77%,34,1.1,-44.98%,97.99%,95.98%,"5,216,385","2,106,793",67.75%
Omnidoc,https://www.crunchbase.com/organization/omnidoc,2019-01-01,year,1-10,Omnidoc is a tele-expertise platform for healthcare professionals to exchange medical opinions.,https://omnidoc.fr/,"Collaboration, Health Care, Medical","Paris, Ile-de-France, France",Omnidoc is a tele-expertise platform for healthcare professionals to exchange medical opinions.,"53,052","9,433","12,593.67",27.91%,6.53%,457,1.5,13.46%,65.55%,-23.82%,"2,308,640","-252,830",-9.87%
Docflow,https://www.crunchbase.com/organization/docflow,2019-01-01,year,11-50,,https://docflow.co/,"Collaboration, Document Management, Document Preparation, Online Portals","Amsterdam, Noord-Holland, The Netherlands","Docflow offers templates designs and structures for document management, preparation, and collaboration.","53,183","19,734","8,876.83",110.2%,-5.52%,171,1.66,-4.22%,50.64%,4.71%,"1,529,969","-723,616",-32.11%
Pietra,https://www.crunchbase.com/organization/pietra,2019-01-01,year,1-10,"Everything you need to turn your passion into a creative business, in one place. Connect with suppliers, design your products, and set up your e-commerce website. Pietra also provides warehousing and logistics for Creators to give them an end-to-end solution for their business.",https://www.pietrastudio.com,"Collaboration, E-Commerce, Internet, Jewelry","New York, New York, United States",Pietra is a business-in-a-box platform that provides Creators all the tools they need to build a business.,"53,585","285,064","349,233.83",-49.66%,-44.8%,313,2.65,35.52%,43.18%,-23.06%,"269,312","108,897",67.88%
Remotion,https://www.crunchbase.com/organization/remotion,2019-01-01,year,1-10,Remotion is a video calling platform designed for remote teams to collaborate through live video chats. Remotion allows users to talk live instead of typing or scheduling meetings. Remotion permits users to collaborate and build rapport with the face-to-face conversation that feels and looks like natural and working together.,https://www.remotion.com/,"Collaboration, Productivity Tools, Software, Video Chat","San Francisco, California, United States",Remotion is a video calling platform designed for remote teams to collaborate through live video chats.,"67,355","4,024","7,208.83",-41.99%,67.47%,139,1.5,-11.66%,50%,-32.28%,"3,751,383","1,080,798",40.47%
MRGD,https://www.crunchbase.com/organization/merged-software,2019-01-01,day,1-10,"Cloud-based Document Collaboration, Signing, and Security solutions are attached to a task engine and workflow platform that simplifies the sales process, internal process, payment, and ongoing client engagement.  Additionally, the platform is industry agnostic and can serve multiple industry verticals - ie. Hospitals - Departmental Process Improvement and Training, Patient Registration, Senior Healthcare - Instance Management and Record-Keeping, Real Estate Transaction Management and Consumer Marketplace, and more.",https://mergedsoftware.com/,"Blockchain, Collaboration, E-Signature, Health Care, InsurTech, Legal Tech, Payments, Real Estate, SaaS, Software","Alpharetta, Georgia, United States","SaaS, eSignature, Blockchain, Marketplace, Collaboration, Distributed Finance","81,723",,,,,,,,,,,,
Sidekick,https://www.crunchbase.com/organization/sidekick-c880,2019-01-01,year,1-10,Sidekick is a new device that runs a background video call to make it feel like you're sitting in the same room as your team. Teams set up co-working hours on Monday Wednesday and Friday from 2-5pm to build team camaraderie and to make remote work less lonely.,https://sidekick.video/,"Collaboration, Communication Hardware, Hardware","Palo Alto, California, United States",Video device that brings your remote team closer,"82,784",,,,,,,,,,,,
Co.act Detroit,https://www.crunchbase.com/organization/co-act-detroit,2019-01-01,year,1-10,Co.act Detroit is a nonprofit hub dedicated to accelerating collaborative action.Co.act Detroit has paired national best practice research with local insights and context to develop a nimble and coordinated approach to realizing impact in our region.,https://coactdetroit.org/,Collaboration,"Detroit, Michigan, United States",Co.act Detroit is a nonprofit hub dedicated to accelerating collaborative action.,"130,752",,,,,,,,,,,,
Vimbel,https://www.crunchbase.com/organization/vimbel,2019-01-01,year,11-50,"Vimbel Technologies provides an all-in-one toolbox utilizing machine learning through productivity and collaboration tools; reforming collaboration by combining a multitude of essential collaboration tools in a single interconnected platform; while cutting cost using fewer third-party integrations. We provide all tools needed for teams to get work done in one place without the hassle of having to integrate multiple software, from messaging, video conferencing, tasks, projects, calendars, note-taking to file storage, and more. Our algorithm 'Vixel' helps automate tasks, projects, messages, and workflows while balancing workloads & enhancing your team's collaboration and productivity needs.",https://www.vimbel.com,"Collaboration, Enterprise Software, File Sharing, Machine Learning, Messaging, Productivity Tools, Project Management, SaaS, Scheduling, Video Conferencing","Atlanta, Georgia, United States",Vimbel is an all-in-one toolbox utilizing machine learning through productivity and collaboration tools.,"131,551",,,,,,,,,,,,
Moderne,https://www.crunchbase.com/organization/moderne-2ce8,2019-01-01,year,1-10,Moderne is a platform for advertising agencies and in-house creative teams that provides tons of highly tailored creative ad ideas and insights to feed creative minds as well as offers a digital workspace to make brainstorms more effective.,https://moderne.st,"Advertising, Collaboration, Consulting, Digital Marketing","Milan, Lombardia, Italy","Moderne is an insight and collaboration platform that provides creative ideas, insights, trends, and innovations.","173,903",,,,,,,,,,,,
ADEx Document Intelligence,https://www.crunchbase.com/organization/adexai,2019-01-01,year,11-50,"More deals, less paperwork. Power business growth and improve profitability with ADEx’s better document automation and searchability. Whether you’re in real estate, lending, insurance, investment or portfolio management, ADEx’s deep industry expertise, pre-trained libraries, tools and calculators enable more deals in less time without increasing costs or headcount. Designed to deliver more comprehensive results, accelerating time-to-value and delivering better, faster ROI. Seamlessly plugs into your end-to-end enterprise systems via APIs that automatically consume your documents and push structured data to your enterprise software, replacing manual processes end-to-end.",https://www.adex.ai,"Collaboration, Document Management, Enterprise Software, Natural Language Processing, Productivity Tools, Software, Virtual Workforce","San Francisco, California, United States",Purpose-Built Document Automation for Real Estate Industry,"192,267",,,,,,,,,,,,
