Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Net Access,https://www.crunchbase.com/organization/net-access,"Net Access provides colocation, cloud, and hosting solutions. Net Access' data centers allow its customers to focus on their core strengths, without the need to operate the underlying infrastructure, providing technology solutions for small businesses and global enterprises alike.","Cloud Computing, Web Hosting",http://www.nac.net,"Cedar Knolls, New Jersey, United States","Net Access offers cloud, colocation, hosting, and technology solutions to small businesses and international markets.","572,890","15,927",348.33,9.37%,168.25%,"1,698",1.08,2.31%,96%,1.65%,"946,320","-50,426",-5.06%,"Greater New York Area, East Coast, Northeastern US",Active,1995-01-01,year,,51-100,,,,,,
Computer Design & Integration,https://www.crunchbase.com/organization/computer-design-integration,"CDI is recognized for its data center excellence and its cloud and managed services portfolio, which includes hybrid cloud management, a complete integrated suite of business continuity solutions, as-a-service offerings, digital transformation and its proprietary Hybrid Cloud Automation Framework (HCAF) and Zero Touch Operations (ZTO).","Cloud Computing, Computer, Consulting, Data Center, Information Services, Information Technology, Legal",https://www.cdillc.com/,"New York, New York, United States",Computer Design & Integration providers offerings clients and businesses of all sizes the most upto date hybrid IT technology solutions.,"142,360","15,311","32,270",-29.48%,-36.82%,127,1.69,5.07%,39.02%,-48.83%,"1,719,588","378,645",28.24%,"Greater New York Area, East Coast, Northeastern US",Active,1995-01-01,year,2,251-500,"Eric Bakker, Trish Bakker",,,420507,USD,420507
Aera Technology,https://www.crunchbase.com/organization/fusionops,"Aera Technology is the Cognitive Automation company that makes business agility happen. it deliver the first scalable digital platform that integrates with your existing systems to make and execute business decisions in real time. In the era of digital acceleration, Aera helps enterprises around the world transform they respond to the ever-changing environment.","Artificial Intelligence, Business Intelligence, Cloud Computing, Developer Platform, Enterprise Software, Information Technology, IT Management, Software, Supply Chain Management",http://www.aeratechnology.com/,"Mountain View, California, United States",Aera Technology develops cognitive technology solutions that automate self-driving supply chain operations.,"2,363","14,980","15,279.67",-13.24%,937.5%,118,1.13,12.95%,86.58%,-13.05%,"1,783,511","168,755",10.45%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,1999-01-01,year,3,251-500,"Frederic Laluyaux, Ram Mohan, Shariq Mansoor",,35,1214292,USD,1214292
Azavea,https://www.crunchbase.com/organization/azavea,"Azavea believes in the power of geospatial technology to improve communities and the planet.  From the simple to the complex, the firm’s talented staff brings together the strengths of both open source and commercial tools to build solutions that support better decision-making through the access and visualization of geographic data.","Analytics, Cloud Computing, Commercial, Geospatial, Government, Mapping Services, Non Profit, Predictive Analytics, Software",http://www.azavea.com,"Philadelphia, Pennsylvania, United States",Azavea creates civic geospatial software.,"96,726","14,933","22,310.5",-44.01%,-77.78%,14,1.02,-15.12%,98.32%,15.1%,"1,786,939","542,129",43.55%,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2000-01-01,year,1,11-50,Robert Cheetham,4,,694547,USD,694547
Oshean,https://www.crunchbase.com/organization/oshean,,"Cloud Computing, Internet, Non Profit, Telecommunications",https://www.oshean.org,"North Kingstown, Rhode Island, United States","Oshean renders internet, virtual private cloud and transport fiber solutions to various organizations.","663,760","14,820",,176.6%,"2,185.71%",480,2.56,119.04%,44.44%,-46.67%,"1,749,015","-1,276,936",-42.2%,"East Coast, New England, Northeastern US",Active,1999-01-01,year,,11-50,,,,,,
"iCompass, a Diligent Brand",https://www.crunchbase.com/organization/icompass-technologies,"Running a local government is complex. We’re here to make it simpler, easier and more organized. iCompass' agenda and meeting management software helps people in local government with limited resources and time excel at serving citizens. Known and trusted as the local government experts, iCompass is an agent for intelligent innovation. Wee believe that finding the right solution, setting it up and using it to improve your workplace shouldn’t be so much work. Our friendly customer success team is one of the best in the industry with expert, in-person service 24 hours a day, 7 days a week, 365 days a year. No matter where you are or what you need our help with, we’re here.","Cloud Computing, Collaboration, Document Management, GovTech, Software, Video Streaming",http://www.icompasstech.com,"New York, New York, United States",Meeting and Agenda Management Built to Drive Good Governance with a Modern Approach,"389,446","14,559","16,506",75.11%,-81.72%,17,1.63,-24.78%,41.11%,-36.57%,"1,764,432","-513,743",-22.55%,"Greater New York Area, East Coast, Northeastern US",Active,1998-01-01,year,,1001-5000,,3,,,,
Dataprise,https://www.crunchbase.com/organization/dataprise,"Dataprise, Inc. is a provider of managed services and IT support for hundreds of small and mid-sized businesses throughout the Mid-Atlantic region.","B2B, Cloud Computing, Consulting, Information Services, Information Technology, IT Management",http://www.dataprise.com,"Rockville, Maryland, United States",Dataprise is an IT company that helps businesses with IT advice and support.,"157,574","14,468","21,099.33",12.93%,725%,66,1.22,6.28%,86.93%,-4.28%,"1,769,965","-24,564",-1.37%,"Washington DC Metro Area, East Coast, Southern US",Active,1995-01-01,year,1,251-500,David Eisner,,,2824026,USD,2824026
LA Networks,https://www.crunchbase.com/organization/la-networks,,"Cloud Computing, Data Center, Information Technology, Network Security, Security",https://la-networks.com/,"Sherman Oaks, California, United States","LA Networks is an IT firm that offers network security, data center, cloud computing, mobility, consulting and managed IT services.","390,615","14,148","119,582.5",-86.92%,-4.38%,"1,333",3.36,49.73%,23.18%,-48.29%,"1,790,823","1,317,706",278.52%,"Greater Los Angeles Area, West Coast, Western US",Active,1997-01-01,year,,11-50,,,,352740,USD,352740
ClubVPS,https://www.crunchbase.com/organization/clubvps,,"Cloud Computing, Information Technology, Software, Web Hosting",https://www.clubvps.com/,"Brooklyn, New York, United States",ClubVPS is a global cloud computing service provider with worldwide data centers.,"465,743","14,014","6,121.67",81.25%,353.96%,"1,203",5.04,148.24%,40.12%,-31.82%,"1,852,717","-640,818",-25.7%,"Greater New York Area, East Coast, Northeastern US",Active,1999-01-01,day,,1-10,,,,,,
WebTitan,https://www.crunchbase.com/organization/webtitan,,"Cloud Computing, Cloud Security, Internet",https://www.webtitan.com/,"Tampa, Florida, United States","WebTitan provides IT solutions such as cybersecurity, malware blocking, cloud and wifi services to various industries.","377,018","13,332","16,114",-63.84%,-76.23%,217,1.2,-29.58%,88.19%,15.27%,"1,846,255","887,956",92.66%,"Tampa Bay Area, East Coast, Southern US",Active,1999-01-01,year,,,,,,,,
PanTerra Networks,https://www.crunchbase.com/organization/panterra-networks,"PanTerra Networks is a unified cloud service provider, delivering WorldSmart, its family of secure, ultra-reliable, future-proof unified cloud services. WorldSmart includes SmartBox, the world’s first file sharing service that communicates. It also includes CloudUC, a complete unified communications service that can upgrade and replace an enterprise's existing communications infrastructure with a next-generation cloud-based communications service. The Company's WorldSmart solution is delivered from the cloud through a 100% browser-based UC client, eliminating any premise-deployed hardware or software.","Cloud Computing, Cloud Data Services, File Sharing, Flash Storage, Information Technology, Internet, SaaS, Software, Telecommunications",http://www.panterranetworks.com,"Santa Clara, California, United States",PanTerra Networks provides cloud-based unified communication solutions for small and medium-sized enterprises.,"43,954","13,246","5,791",263.9%,-77.27%,5,1.19,-15.67%,84.28%,5.92%,"1,911,068","-1,967,183",-50.72%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2001-01-01,year,1,101-250,Azzam Cheema,,,124609,USD,124609
Cetrom Information Technology,https://www.crunchbase.com/organization/cetrom-information-technology,,"Cloud Computing, Information Technology",https://www.cetrom.net/,"Vienna, Virginia, United States",Cetrom Information Technology provides cloud computing solutions and technology services.,"830,655","12,987",,535.37%,,13,1.47,47.13%,52.86%,-47.14%,"1,934,660","-2,999,318",-60.79%,"Washington DC Metro Area, East Coast, Southern US",Active,2001-01-01,day,,11-50,,,,,,
BioTeam,https://www.crunchbase.com/organization/bioteam,,"Biotechnology, Cloud Computing, Consulting",https://bioteam.net/,"Middleton, Massachusetts, United States",BioTeam is a biotechnology company that offers technology-based consulting services for organizations and enterprises.,"645,349","12,473","12,953",2.8%,102.62%,"2,628",12.75,-17.06%,60.49%,50.85%,"1,991,455","42,179",2.16%,"Greater Boston Area, East Coast, New England",Active,2001-01-01,day,1,11-50,Stan Gloss,,,399885,USD,399885
FilmTrack,https://www.crunchbase.com/organization/filmtrack,"FilmTrack provides content and rights management solutions for the media and entertainment industries worldwide. The company offers a SaaS-based integrated solution suite that streamlines the intellectual property management lifecycle from project inception to distribution and provides a view into critical data supporting rights, availabilities, contracts, invoicing, licensing, revenue recognition, royalties, and workflow management. Its SaaS-based suite includes StarCM, a content management system that stores critical metadata fields ensuring that data integrity is maintained for content lifecycle from inception to distribution; Avails, a rights manager that provides real-time view of contractual data, including detailed rights-in and rights-out information as well as enables teams to identify and exploit revenue opportunities; Biz Affairs, a contract manager which manages production, underlying rights, and other non-distribution-based contracts as well as creates documents based on business requirements with a document creation tool; InvenTrack, an inventory manager that provides visibility into the location, status, and technical attributes of project-related assets as well as automates production workflow processes; and Extranet, a delivery manager which powers real-time cloud-based distribution of digital assets. The company also offers websites and portals, and executive dashboard services; professional services and consulting, including implementation and configuration, end-user training, custom report generation, third-party accounting package integration, and website development; and customer service and technical support solutions. It serves film and television studios, post-production houses, distributors, consumer brands and licensing companies, digital media agencies, and the education industry. FilmTrack was founded in 1996 and is based in Studio City, California.","Cloud Computing, Content Delivery Network, Intellectual Property, Media and Entertainment, SaaS, Software",http://filmtrack.com,"Studio City, California, United States",FilmTrack is a software company that provides content and rights management solutions for the media and entertainment industries worldwide.,"20,619","12,452","4,624.33",572.72%,-94.9%,96,2.23,122.98%,47.77%,-52.23%,"1,920,175","-2,919,256",-60.32%,"Greater Los Angeles Area, West Coast, Western US",Active,1996-01-01,year,2,51-100,"Jason Kassin, Stephen Kassin",,,,,
Bluewolf,https://www.crunchbase.com/organization/bluewolf,"Bluewolf is a global consulting agency that builds digital solutions designed to create results. The company specializes in leading cloud technologies like Salesforce, but their clients come to Bluewolf for so much more than our technical expertise. They serve a community of future-focused industry leaders dedicated to building the next generation of digital experiences. The way they see it when business is done in real-time on the cutting edge, it’s always now.  They're proven Salesforce strategic partner for a reason their technology-driven method combines their team’s years of experience with cloud solutions that continually connect their clients with their customers. The company reduces deployment time and get results faster with less risk for customers worldwide, such as T-Mobile, Mercedes-Benz, and AmerisourceBergen. They enable companies of any size and industry to deliver deeper, personalized customer moments with Augmented Intelligence (AI) as a competitive advantage–now.  Blueworf was founded in 2000 and is headquartered in New York, USA.","Cloud Computing, Consulting, CRM, SaaS, Software",https://www.ibm.com,"New York, New York, United States",Bluewolf is a global consulting agency that builds digital solutions designed to create results.,"168,713","12,430","13,255.17",-9.89%,40%,21,1.23,-7.75%,76.69%,4.97%,"1,086,923","59,159",5.76%,"Greater New York Area, East Coast, Northeastern US",Active,2000-01-01,year,2,1001-5000,"Eric Berridge, Michael Kirven",1,,,,
Applied Innovations,https://www.crunchbase.com/organization/applied-innovations,,"Cloud Computing, Information Technology, Web Hosting",http://appliedi.net,"Boca Raton, Florida, United States",Applied Innovations is a web hosting company which solve technology problems for businesses.,"855,046","12,259","21,125.67",-38.67%,718.6%,352,1.21,11.06%,79.42%,-14.43%,"1,936,259","522,496",36.96%,"Greater Miami Area, East Coast, Southern US",Active,1999-01-01,day,1,11-50,Jess Coburn,,,261398,USD,261398
Cluster Resources,https://www.crunchbase.com/organization/cluster-resources,,"Cloud Computing, Database, Information Technology, Software, Virtual Workforce",https://clusterresources.com/,"Provo, Utah, United States",Cluster Resources provides workload &resource-management software services for data center & cloud computing environments.,"1,334,228","12,226",,"5,382.51%",,3,1.3,29.68%,70.32%,-29.68%,"1,938,917","-7,087,579",-78.52%,Western US,Active,2001-01-01,year,,51-100,,,,,,
Tap Series,https://www.crunchbase.com/organization/tap-series,,"Apps, Cloud Computing, Training",https://www.tapseries.com,"Westlake Village, California, United States","Tap Series provides cloud-based solutions, applications, training and tools.","1,102,599","11,981",,7.35%,,0,1,0%,100%,0%,"1,963,260","25,085",1.29%,"Greater Los Angeles Area, West Coast, Western US",Active,1999-01-01,year,,11-50,,,,,,
TriCore Solutions,https://www.crunchbase.com/organization/tricore-solutions,"TriCore has helped more than 250 enterprise organizations unlock the business value from their IT investments. We specialize in Oracle Managed Services, Oracle EBS Managed Services, database managed services, cloud services, business analytics, and business intelligence. We provide a full suite of scalable and reliable managed application, cloud, infrastructure hosting, and consulting services to reduce costs, raise service levels, improve the customer experience, increase business agility, and accelerate innovation -- all delivered with the TriCore Trusted Promise.","Analytics, Big Data, Cloud Computing, Consulting, Information Technology, Software",http://www.tricoresolutions.com/,"Norwell, Massachusetts, United States","A Norwell, Mass.-based provider of application and infrastructure managed services","276,564","11,370",,"2,268.75%",-97.37%,28,2.33,-22.22%,50%,,"2,090,129","-6,227,249",-74.87%,"Greater Boston Area, East Coast, New England",Active,1999-01-01,year,1,251-500,Robert Forman,,,,,
Connectria Hosting,https://www.crunchbase.com/organization/connectria,"Connectria provides award-winning cloud hosting, cloud managed services, cloud security, and cloud management software.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Web Hosting",http://www.connectria.com,"Saint Louis, Missouri, United States","Connectria is a provider of cloud computing, web hosting, custom hosting, cloud migration and management solutions.","143,347","11,361","8,648.33",20.87%,118.44%,"1,249",1.6,59.96%,74.3%,-25.7%,"2,029,461","-111,983",-5.23%,Midwestern US,Active,1998-01-01,year,1,101-250,Rich Waidmann,,,4765040,USD,4765040
Teraquant,https://www.crunchbase.com/organization/teraquant,"Teraquant provides communications and intelligent edge solutions. They engage in voice quality monitoring and help their customers troubleshoot problems with ease and prioritize performance. They offer, on-premise and in-cloud, products and services for real-time communications systems. They provide Cloud-Based Testing and Analytics Services.","Analytics, Cloud Computing, Consulting, Telecommunications",https://teraquant.com,"Boulder, Colorado, United States",Teraquant is a communications and network edge technology company that offers voice quality monitoring services.,"754,203","11,224","4,373.33",494.18%,,0,1,0%,100%,0%,"2,104,948","-2,941,699",-58.29%,"Greater Denver Area, Western US",Active,2001-01-01,year,,1-10,,,,,,
Executive Computer Management Solutions,https://www.crunchbase.com/organization/executive-computer-management-solutions,,"Cloud Computing, Information Technology, IT Management, Security",https://www.ecmsi.com/,"Struthers, Ohio, United States","Executive Computer Management Solutions offers cloud, security, and IT management services.","503,700","10,632",,10.98%,,0,1,0%,100%,0%,"2,164,757","-65,478",-2.94%,"Great Lakes, Midwestern US",Active,1999-01-01,year,1,11-50,Ralph Blanco,,,136397,USD,136397
One Stop Systems,https://www.crunchbase.com/organization/one-stop-systems,"One Stop Systems designs and manufactures ultra-dense high-performance computing (HPC) systems for deep learning, oil and gas exploration, financial trading, media and entertainment, defense and traditional HPC applications requiring the fastest and most efficient data processing. By utilizing the power of the latest GPU accelerators and NVMe flash cards, our systems stay on the cutting edge of the latest technologies. We have a reputation as an innovator in hyper-converged and composable infrastructure solutions using the latest technology and design equipment to operate with the highest efficiency. We offer these exceptional systems to customers for lease or purchase. ","Cloud Computing, Electronics, Manufacturing",http://www.onestopsystems.com/,"Escondido, California, United States",One Stop Systems (OSS) designs and manufactures high performance computing systems that revolutionize the data center .,"222,915","10,434","7,231.17",33.63%,-96.53%,5,1.78,-18.72%,22.68%,-68.71%,"2,136,664","-232,530",-9.81%,"Greater San Diego Area, West Coast, Western US",Active,1998-01-01,year,,11-50,,,,3921152,USD,3921152
Central Point Networks,https://www.crunchbase.com/organization/central-point-networks,,"Cloud Computing, Cloud Storage, Network Security",https://www.cpnllc.com,"Bakersfield, California, United States","Central Point Networks is an IT firm that renders data recovery, conferencing, network security, cloud storage and cloud computing services.","999,769","10,024",,44.77%,837.7%,"4,576",3.25,8.33%,75%,125.02%,"2,179,131","-362,405",-14.26%,"West Coast, Western US",Active,2000-01-01,year,,1-10,,,,,,
LINBIT,https://www.crunchbase.com/organization/linbit,"LINBIT keeps Linux systems running. As the developer of the DRBD® software (http://docs.linbit.com/), LINBIT has been a leader in high availability since 2001. Since 2017 LINBIT has been mixing up the cloud storage community with the fastest DRBD4Cloud product. With DRBD and LINSTOR® LINBIT has the best open-source SDS software on the market. DRBD itself has been included in the Linux kernel since version 2.6.33 (2009), is used on all major Linux distributions and is fully compatible with systems, applications, devices and services.  With LINBIT SDS; LINBIT creates a high performing Software-Defined Storage (SDS) solution using Linux OS for shared block storage which integrates with the relevant cloud and virtualization systems. With the LINBIT SDS solution, common-off-the-shelf hardware is turned into blazingly fast, reliable block storage. LINSTOR and DRBD is integrated into OpenStack, OpenNebula, Docker and Kubernetes. LINBIT Disaster Recovery provides real-time data replication across geographically separated data-centers. This can be a private location nearby or into a public cloud thousands of miles away.  LINBIT’s global team is made up of International Open Source experts. LINBIT has offices in Europe and the US and partnerships across 5 continents. LINBIT provides additional products and services maximizing the performance of the DRBD, ensuring its seamless implementation and maintenance.","Cloud Computing, Cloud Data Services, Data Storage, Flash Storage, Information Technology, Linux, Open Source, Software",http://www.linbit.com,"Beaverton, Oregon, United States",LINBIT is an open source partner for block storage.,"232,919","9,835","21,549",-45.93%,-97.3%,15,1.25,-19.96%,87.1%,98.54%,"2,250,564","680,418",43.33%,"West Coast, Western US",Active,2001-11-06,day,2,11-50,"Gerhard Sternath, Philipp Reisner",,,79370,USD,79370
Prolydian,https://www.crunchbase.com/organization/prolydian,"Prolydian, a cloud-based test assessment provider offering an all-in-one collaboration platform for integrated,  item banking, and exam delivery has integrated with ProctorU to provide comprehensive remote proctoring services.","Association, Cloud Computing, Information Technology, Language Learning, Psychology",https://www.prolydian.com,"Tallahassee, Florida, United States",Prolydian helps publishers and administrators improve the testing experience from design to delivery using technology.,"328,677","9,794","9,941",-45.37%,39.69%,366,4.64,-29.99%,52.07%,-26.4%,"2,205,769","707,346",47.21%,"East Coast, Southern US",Active,2002-01-01,year,,1-10,,,,,,
GoForHosting LTD,https://www.crunchbase.com/organization/goforhosting-ltd,"Go4hosting offers flexible and customized web hosting services with redundant IT infrastructure along with highly secured network to host your servers in tier III data centers located in India & US. Our featured web hosting services includes Dedicated Server Hosting, VPS Hosting, Server Colocation Hosting, Cloud Hosting and Email Server Hosting.",Cloud Computing,http://www.go4hosting.com/,"Houston, Texas, United States",Go4hosting offers customized web hosting services with secured network to host your servers in tier 3 data centers located in India & U.S,"430,558","9,434","97,722.33",-72.73%,-83.54%,793,2.2,-89.38%,60.42%,182.07%,"2,308,537","1,246,768",117.42%,"Greater Houston Area, Southern US",Active,2000-06-14,day,,11-50,,,,,,
BellesLink,https://www.crunchbase.com/organization/belleslink,BellesLink offers telecommunications technologies for small businesses.,"Cloud Computing, Enterprise Software, Information Technology, Software",https://www.belleslink.com,"Eagle, Colorado, United States",BellesLink provides cloud software services.,"1,301,771","9,351","7,520.5",-10.08%,94.52%,675,3.03,11.26%,34.34%,-32.15%,"2,318,689","178,357",8.33%,Western US,Active,2002-01-01,year,,1-10,,,,36692,USD,36692
ServiceSource,https://www.crunchbase.com/organization/servicesource,"ServiceSource International, Inc. (NASDAQ: SREV) is the global leader in recurring revenue management.   By leveraging big data to give companies a complete view of their customers, ServiceSource’s cloud application Renew OnDemand and managed services offerings drive higher subscription, maintenance, and support revenue, improved customer retention, and increased business predictability. By integrating cloud services, managed services and renewal-ready data, ServiceSource provides end-to-end management and optimization of the recurring revenue process, including data management, quoting, selling, and business intelligence.  As of December 31, 2013, ServiceSource managed over 145 engagements across more than 70 customers, representing over $11 billion in recurring revenue opportunity under management.  On average, ServiceSource customers increase renewal rates by 15 points and increase sales efficiency by 20%.","Cloud Computing, SaaS, Software",http://www.servicesource.com,"San Francisco, California, United States",ServiceSource offers cloud-based apps that facilitate management and optimization of the service contract renewals process.,"128,021","9,066","19,196.17",-47.9%,144.44%,132,1.16,-31.29%,92.86%,174.49%,"2,300,555","777,461",51.04%,"San Francisco Bay Area, West Coast, Western US",Active,1999-12-08,day,1,1001-5000,Darren Morris,,,,,
Atomica Corp. (formerly IMT),https://www.crunchbase.com/organization/imt,"Atomica Corp. (formerly Innovative Micro Technology) unleashes the power of Micro Electro-Mechanical Systems (MEMS) to help solve the great problems of our time. Utilizing a uniquely collaborative approach to development and manufacturing, it partners with innovative companies to deliver breakthrough MEMS-based solutions in cloud computing, autonomous vehicles, cell therapy, molecular diagnostics, genomics, 5G, the Internet of Things (IoT), and more. Atomica is the largest MEMS foundry in the USA, serving customers from its 130,000 ft2 manufacturing campus (including a 30,000 ft2 class 100 cleanroom) in Santa Barbara, California. The company is ISO 9001 certified and ITAR registered. Its extensive experience spans the full spectrum of MEMS, including photonics, sensors, microfluidic biochips, and other micro components.","Autonomous Vehicles, Biotechnology, Cloud Computing, Genetics, Medical, Optical Communication, Semiconductor, Sensor, Therapeutics",http://www.atomica.com,"Santa Barbara, California, United States","Atomica is the largest US MEMS foundry supporting the full spectrum of MEMS, including photonics, sensors and microfluidic biochips.","118,613","8,852","74,903.83",96.97%,185.71%,20,1.4,38.72%,80.15%,-19.28%,"2,387,278","-1,183,967",-33.15%,"West Coast, Western US",Active,2000-04-01,day,2,101-250,"Eric Sigler, Peter Altavilla",3,,,,
Alta3 Research,https://www.crunchbase.com/organization/alta3-research,"Alta3 Research takes the advanced technologies required for IT professionals, breaks them down and builds proven training courses. They develop and perform technical training through live classroom, virtual classroom and self-paced learning videos.","Cloud Computing, Corporate Training, E-Learning, Information Technology, Training",https://alta3.com,"Harrisburg, Pennsylvania, United States","Alta3 Research is a provider of cloud, devops and IT training services.","700,297","8,544","9,429.83",62.65%,-98.66%,68,1.54,-64.54%,86.38%,56.34%,"2,371,929","-700,591",-22.8%,"Great Lakes, Northeastern US",Active,1997-01-01,year,,11-50,,,,,,
Saama,https://www.crunchbase.com/organization/saama-technologies,"Saama is the #1 AI-driven Intelligent Clinical Cloud company, enabling the life sciences industry to conduct faster and safer clinical development and regulatory programs. Today, over 50 biotech companies use Saama’s award-winning Life Science Analytics Cloud (LSAC) platform on more than 1,500 studies, including many of the top 20 pharmaceutical companies. LSAC’s rich applications facilitate an unprecedented, authoritative oversight of comprehensive clinical research data, enabling companies to file New Drug Applications (NDAs) more efficiently and bring drugs to market faster. Discover more at www.saama.com and follow Saama @SaamaTechInc.","Analytics, Artificial Intelligence, Clinical Trials, Cloud Computing, Information Technology, Life Science, Machine Learning, Pharmaceutical, Predictive Analytics, Software",http://www.saama.com,"Campbell, California, United States",Saama is the number one AI-powered clinical analytics cloud platform company delivering actionable business insights for life sciences.,"5,226","8,461","6,771.83",36.34%,-15.76%,139,1.69,39.04%,77.74%,-7.45%,"2,461,747","-352,638",-12.53%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,1997-01-01,year,1,1001-5000,Suresh Katta,,,4531799,USD,4531799
HS GovTech,https://www.crunchbase.com/organization/hs-govtech,HS GovTech is a provider of SaaS applications for the government and a provider of environmental health data management solutions. HS GovTech is the provider of web-based and mobile solutions for health and safety regulatory agencies.,"Cloud Computing, SaaS, Software",https://hsgovtech.com,"Charlotte, North Carolina, United States",HS GovTech provides environmental health data management solutions.,"228,423","8,188",,10.68%,,0,1,-16.07%,100%,23.67%,"2,509,139","-45,899",-1.8%,"East Coast, Southern US",Active,1998-01-01,year,,11-50,,,,,,
ACTnowHPC,https://www.crunchbase.com/organization/actnowhpc,,"Cloud Computing, Computer, Hardware",https://www.actnowhpc.com,"Kansas City, Missouri, United States",ACTnowHPC offers high-performance computing as a service.,"1,419,160","7,645",,,,0,1,,100%,,"2,616,876",,,Midwestern US,Active,2001-01-01,year,,11-50,,,,,,
Mindcore,https://www.crunchbase.com/organization/mindcore-641f,,"Cloud Computing, Cyber Security, Information Services, Information Technology",https://mind-core.com,"Fairfield, New Jersey, United States","Mindcore offers IT consulting, cybersecurity, cloud computing, and managed services.","368,469","7,562","3,088.17","2,659.85%",190.32%,0,1,0%,100%,0%,"2,519,734","-6,125,019",-70.85%,"Greater New York Area, East Coast, Northeastern US",Active,1999-01-01,year,,11-50,,,,,,
SansWrite,https://www.crunchbase.com/organization/sanswrite,,"Cloud Computing, Identity Management, Management Consulting, Software",https://sanswrite.com,"Cincinnati, Ohio, United States",SansWrite offers compliance monitoring software that automates inspections and corrections to various industries.,"1,424,618","7,304",,,,0,1,,100%,,"2,708,714",,,"Great Lakes, Midwestern US",Active,1996-01-01,year,,,,,,,,
Project Insight,https://www.crunchbase.com/organization/project-insight,"We are a project and portfolio management software. We help project teams collaborate and share project schedules, documents, reports and budgets in real-time.","Cloud Computing, Information Technology, Project Management, SaaS, Software",https://projectinsight.com,"Irvine, California, United States",We are a project and portfolio management software.,"205,924","7,282","306,282",176.57%,-11.11%,159,2.15,115.33%,24.4%,-75.6%,"2,715,424","-1,773,052",-39.5%,"Greater Los Angeles Area, West Coast, Western US",Active,1996-01-01,year,2,51-100,"Steve West, Wes Kliewer",,,,,
The Garam,https://www.crunchbase.com/organization/the-garam,"The Garam provides technology consulting, support for cloud solutions, data backups, disaster recovery, security, compliance, HIPAA Compliance, server, and workstation monitoring, and help desk support. They provide a cloud-hosted VoIP phone system that improves their business communications.","Cloud Computing, Communications Infrastructure, Consulting, Cyber Security, Facilities Support Services, Information Technology, Service Industry, VoIP",https://garamgroup.com,"Fayetteville, Arkansas, United States",The Garam provides IT solutions.,"349,399","7,246",,389.59%,,0,1,-90.91%,100%,0%,"2,725,800","-3,243,426",-54.34%,Southern US,Active,2002-01-01,year,,11-50,,,,,,
Eleven,https://www.crunchbase.com/organization/eleven-wireless,"Eleven is a leading enterprise Wi-Fi management software company. Since 2002, Eleven has been making guest Wi-Fi made simpler, smarter, and more secure. Today, thousands of companies in more than 10 countries rely on the ElevenOS smart Wi-Fi platform to deliver seamless and powerful guest connectivity with ease. At its core, ElevenOS is a central authentication platform and authenticates over 100 million guest sessions each month. Other key features include cloud network management, captive portals with tiered access, enterprise device management, and real-time analytics. Learn more at www.elevensoftware.com.","Cloud Computing, Hospitality, Internet, SaaS, Software, Wireless",http://www.elevensoftware.com,"Portland, Oregon, United States","Seamless, Powerful Guest Wi-Fi Made Simple","179,802","7,205","3,964.83",324.32%,-98.38%,23,1.2,-59.64%,80.09%,"5,348.3%","2,737,507","-2,522,193",-47.95%,"West Coast, Western US",Active,2002-01-01,year,3,51-100,"Andrew Yorra, Josh Friedman, Joshua Blank",,,,,
Concord Technologies,https://www.crunchbase.com/organization/concord-technologies,"With over eighteen years in the business, their company has established itself as one of the leading providers of online fax solutions. Started as a spinoff of Delrina (WinFax Pro) in 1996, Concord was one of the first companies making technological advancements in Cloud Fax services. From the beginning, they had a clear vision to build a company with a focus on reliability, development, and outstanding people. In its early years, Concord focused on the delivery of internet-based fax and messaging solutions for small business. In the mid-2000s they decided to reconfigure its business after they recognized an emerging need for enterprise-grade reliability and integration capabilities for large businesses who were making the transition from on-premise fax servers to a cloud-based solution. To serve these highly regulated businesses, they decided to re-architect their network to provide the highest available standard of reliability and security. Knowing that any outages or network issues could result in significant losses to their customers, they committed to building a network with 2-layers of redundancy in an active-active architecture, between dual data centers. This has resulted in an industry leading uptime index.","Cloud Computing, Enterprise Software, Information Technology, Internet, Software",http://concordfax.com/,"Seattle, Washington, United States","Concord Technologies is a communications software development firm, featuring secure fax solutions.","168,556","6,959","14,764.67",-42.97%,-58.79%,239,5.35,-11.92%,35.29%,-23.53%,"2,667,002","825,234",44.81%,"Greater Seattle Area, West Coast, Western US",Active,2000-03-06,day,1,11-50,Chris Moore,,,3943378,USD,3943378
