Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
BiQ,https://www.crunchbase.com/organization/biq-d167,,"Cloud Data Services, Database, Real Estate",http://www.biq.dk,"Copenhagen, Hovedstaden, Denmark",BiQ provides access to people and property data using OIS system.,"483,097","8,247","5,033.5",118.29%,368.28%,679,12.5,81.82%,10%,-20%,"2,500,372","-1,328,434",-34.7%,"European Union (EU), Nordic Countries, Scandinavia",Active,2000-01-01,day,,11-50,,,,4414598,USD,4414598
Auranext,https://www.crunchbase.com/organization/auranext,,"Cloud Data Services, Network Security, Telecommunications",https://www.auranext.com/,"Clichy, Ile-de-France, France","Auranextis an IT firm that provides technological solutions in telecommunications, virtualization of servers, workstations and storage.","1,141,573","8,189","2,312.67","11,273.61%",-98.27%,15,1.09,-45.69%,95.7%,85.63%,"2,509,097","-7,692,631",-75.41%,European Union (EU),Active,1996-01-01,year,,101-250,,,,,,
Criticalcase,https://www.crunchbase.com/organization/criticalcase,,"Cloud Data Services, Data Center, Information Technology, Outsourcing",https://www.criticalcase.com,"Torino, Piemonte, Italy","Criticalcase provides consulting, virtual data centers and cloud services.","503,951","7,597","25,692.83",188.2%,"1,377.78%",21,1.09,8.66%,91.34%,-8.66%,"2,628,364","-1,857,652",-41.41%,European Union (EU),Active,1999-01-01,year,,11-50,,,,12692133,USD,12692133
Sirportly,https://www.crunchbase.com/organization/sirportly,Sirportly is a web-based support tool for businesses of all sizes.,"Cloud Data Services, E-Commerce, Software",http://www.sirportly.com,"Poole, Dorset, United Kingdom",Sirportly is a web-based support tool for businesses of all sizes.,"665,887","7,123",,-20.2%,600%,7,1.1,5.48%,96.56%,1.21%,"2,634,258","436,384",19.85%,,Active,2005-01-01,day,,,,,,,,
Teknograd,https://www.crunchbase.com/organization/teknograd,,"Cloud Data Services, Consulting, Information Technology, IT Management",https://teknograd.no/,"Oslo, Oslo, Norway","Teknograd provides IT, backup, cloud and colocation solutions to SMEs within various industries.","468,631","7,095",,-25.92%,,760,2.41,141.11%,59.08%,-40.92%,"2,768,030","537,480",24.1%,"Nordic Countries, Scandinavia",Active,2002-01-01,year,,11-50,,,,4350884,USD,4350884
Fœderis,https://www.crunchbase.com/organization/foederis,"For an easy implementation of your HRIS solution,they manage for you not only the technical aspects of the project: servers, licenses ... but also the component concerning Computer Security. Their teams of experts realize the implementation operations and are guarantors of the success of your project.","Cloud Data Services, Computer, Information Technology, Software",http://www.foederis.fr/,"Dardilly, Rhone-Alpes, France",French publisher of Cloud solutions for Talent Management.,"78,514","6,899","9,980.33",-49.59%,-69.47%,109,1.11,-9.09%,89.58%,6.43%,"2,676,136","942,848",54.4%,European Union (EU),Active,1998-01-01,year,1,51-100,Estelle Peltier,,,,,
Luminis Technologies,https://www.crunchbase.com/organization/luminis-technologies,"Luminis Technologies is a software and technology company. Luminis Technologies is focusing on upcoming technologies. Its current product portfolio consists of InformationGrid (Data-as-a-service platform), Summar.io (leaning platform) and rFactor 2 (racing simulator and esports solution).","Cloud Data Services, Cloud Infrastructure, Cloud Storage, E-Learning, Education, eSports, Internet of Things, Pharmaceutical, Software",https://www.luminis.eu/,"Apeldoorn, Gelderland, The Netherlands",Luminis Technologies develops new technologies that solve tomorrow's problems,"323,482","6,881","10,128.17",-23.56%,-89.67%,44,1.29,-27.21%,91.75%,73.97%,"2,679,159","490,388",22.4%,European Union (EU),Active,2002-01-01,year,1,51-100,Sander Pagie,7,,,,
ROPARDO SRL,https://www.crunchbase.com/organization/ropardo-srl,"ROPARDO is an independent leading software engineering company providing customers with key competitive advantages - Innovation, Quality, Timely delivery, since 1994. With the latest tools and agile methods, we create beautiful highly performing products and platforms as well as user-friendly mobile, cloud or web applications.  Ropardo custom software development services cover the complete development life cycle to build a solution from the ground, migrate an existent product to a new platform or re-engineer an existing solution using modern technology. We master Cloud, big-data, web & mobile apps, Agile and DevOps to build commercially efficient software that enables users to transform your vision into actions. Our top solutions are mainly based on technologies such as:  • Java and J2EE  • Microsoft (C++, C#, ASP.NET, MVC)  • PHP • JavaScript frameworks (i.e. AngularJS, KendoUI)  • Mobile (iOS, Android, Windows Phone, Hybrid)  • Liferay  Ropardo uses agile methods to increase speed-to-market and deliver more frequent releases. Well-grounded in the Agile state of mind, our engineers are flexible in responding to any challenge. Yet, we have been here and successful before the Agile era, so trust us for classic approaches. Today’s world is changing fast so innovation is part of our culture and the key competitive advantage we provide our customers with in terms of skilled people, current technology trends, strong procedures, and R&D passion.  With a deep understanding of industry’s needs, our team of consultants, developers and QA have accommodated specific requirements in, but not limited to Manufacturing, Healthcare, Tourism, e-Commerce, Public Administration, Automotive, Logistic, Financial Services and Banking. Future-proof software engineering is ensured by the natural intertwine of intuitive thorough UI/UX and robust, scalable technology platforms for today’s users to stay connected to their environment.","Business Information Systems, Cloud Computing, Cloud Data Services, Enterprise Applications, Enterprise Software, Human Computer Interaction, Industrial Automation, Management Information Systems, Software, Software Engineering",http://ropardo.ro/,"Sibiu, Sibiu, Romania",Software engineering company,"362,553","6,624","9,792.5",320.04%,532%,158,1.49,-27.62%,51.16%,8.44%,"2,892,773","-2,881,820",-49.91%,European Union (EU),Active,1994-01-01,year,,51-100,,8,,,,
LimonHost,https://www.crunchbase.com/organization/limonhost,,"Cloud Computing, Cloud Data Services, Data Center, Information Technology, Linux, Software, Web Hosting",https://www.limonhost.net/,"Besiktas, Istanbul, Turkey","LimonHost is an IT company that provides cloud service, web hosting, AWS, and related services.","727,535","6,615","18,716.5",-77.25%,22.16%,656,3.4,94.5%,66.44%,-24.7%,"2,894,809","1,714,867",145.33%,,Active,2009-07-14,day,1,11-50,Hakkı İbrahim Ünyeli,,,,,
IT-Haus,https://www.crunchbase.com/organization/it-haus,,"Cloud Data Services, Information Technology, Software",http://www.it-haus.com,"Föhren, Rheinland-Pfalz, Germany","IT-Haus is an IT solutions and service provider that comprises infrastructure solutions, software, cloud, and related services.","662,260","6,593","3,442.83",161.32%,66.07%,93,2.39,19.74%,61.96%,116.84%,"2,900,637","-1,671,461",-36.56%,European Union (EU),Active,1998-01-01,day,,251-500,,,,4007845,USD,4007845
TicTac,https://www.crunchbase.com/organization/tictac,"TicTac deals exclusively with data recovery from hard drives and all storage media. Hard disk data recovery, recovery of deleted files, recovery of files from USB flash, memory card, SSD disk, data recovery from the mobile phone, etc. Cyber ​​Security is a process in which they begin to take an interest in digital threats, learn to recognize them, and prevent them.","Cloud Data Services, Cyber Security, Data Center",https://tictac.gr,"Dáfni, Kerkira, Greece",TicTac is a data recovery company that recovers data from damaged storage media and restores deleted data.,"514,283","6,523","22,411.67",-93.1%,-95.07%,93,1.56,-11.74%,59.66%,29.89%,"2,917,592","2,355,629",419.18%,European Union (EU),Active,1999-01-01,year,,11-50,,,,,,
THG Hosting,https://www.crunchbase.com/organization/thg-hosting,,"Cloud Data Services, Network Security, Web Hosting",https://www.thghosting.com/,"Manchester, Manchester, United Kingdom",THG Hosting provides enterprise-grade networking and web hosting solutions that facilitate global transactions safely and reliably.,"250,328","6,503","55,261.67",-95.28%,-71.18%,228,2.33,-33.34%,23.36%,771.64%,"3,032,495","2,605,439",610.09%,,Active,2008-01-01,year,,1001-5000,,,,,,
Pixel X,https://www.crunchbase.com/organization/pixel-x,,"Cloud Data Services, IT Infrastructure, Web Hosting",http://www.pixelx.de,"Braunschweig, Niedersachsen, Germany","Pixel X offers optimal IT solutions ranging from web hosting, cloud servers, and other internet services.","773,413","6,329","3,972.33",157.7%,-76.28%,0,1.01,-45.6%,99.68%,74.91%,"3,080,917","-1,545,599",-33.41%,European Union (EU),Active,1999-01-01,day,,11-50,,,,,,
CT Global,https://www.crunchbase.com/organization/ct-global,"CTGlobal is a consultancy and development company focused on cloud, data center, security, and enterprise client management CTGlobal is Microsoft Gold Partner in Windows and Devices; Cloud Platform; Cloud Productivity; and Datacenter, and our experts speak and teach at leading international seminars and conferences. The company is based in Denmark with offices in the Nordics, Baltics and North America.","Cloud Data Services, Consulting",http://www.ctglobalservices.com,"Herlev, Hovedstaden, Denmark","CTGlobal is a consultancy and development company focused on cloud, data center, security and enterprise client management.","525,355","6,320","89,412",-38.61%,-92.59%,2,1.21,3.37%,97.33%,17.41%,"2,777,229","736,042",36.06%,"European Union (EU), Nordic Countries, Scandinavia",Active,1999-01-01,year,1,11-50,Kent Agerlund,,,,,
ACA Group,https://www.crunchbase.com/organization/aca-it-solutions,,"Artificial Intelligence, Cloud Data Services, E-Commerce, Information Technology, Training",https://www.acagroup.be/,"Hasselt, Limburg, Belgium","ACA Group offers artificial intelligence, cloud hosting, e-commerce platform creation, and training services.","163,942","6,207","6,263.33",46.6%,"2,780%",706,1.23,22.81%,77.19%,-22.81%,"2,814,226","-690,888",-19.71%,European Union (EU),Active,1998-01-01,year,,251-500,,1,,,,
Quersystem,https://www.crunchbase.com/organization/quersystem,"Quersystem integrates IT consulting with the business and provides added value through consulting services. They create computer infrastructures completely customized to the needs of their clients. Their services are cloud, desktop, and virtualization. They provide solutions in the field of unified communications, desktop virtualization, storage, and enterprise collaboration.","Cloud Data Services, Data Storage, Information Technology, Unified Communications, Virtualization",https://quersystem.com,"Chirivella, Comunidad Valenciana, Spain",Quersystem is a business IT consultancy.,"1,642,732","6,170",,,,"2,253",3,,50%,,"3,133,949",,,European Union (EU),Active,2000-01-01,year,,1-10,,,,,,
*instinctools,https://www.crunchbase.com/organization/instinctools,,"B2B, Big Data, Blockchain, Business Intelligence, Cloud Data Services, Cryptocurrency, Enterprise Software, Information Technology, Software Engineering",https://www.instinctools.com,"Stuttgart, Baden-Wurttemberg, Germany",*instinctools is a technology company that focuses on digital transformation.,"180,355","6,046","4,548",98.49%,-88.24%,6,1.12,-22.16%,91.36%,11.71%,"2,896,063","-1,134,861",-28.15%,European Union (EU),Active,2000-01-01,year,1,251-500,Alexey Spas,,,4075906,USD,4075906
Moresi.com,https://www.crunchbase.com/organization/moresi-com,,"Cloud Data Services, Data Center, Information Technology",https://moresi.com,"Melano, Ticino, Switzerland","Moresi.Com offers strategic consulting, design, and management services in the IT field.","599,107","5,986","5,951.5",158.24%,14.48%,"2,246",7.78,4.96%,20.55%,-15.54%,"2,920,575","-1,619,558",-35.67%,,Active,1998-01-01,year,,11-50,,,,,,
Grupo Solitium,https://www.crunchbase.com/organization/grupo-solitium,,"Cloud Data Services, Computer, Information Technology",https://www.solitium.es,"Zaragoza, Aragon, Spain","Grupo Solitium offers printing equipment maintenance, IT & content management to cloud services.","427,596","5,412","8,350.33",-23.36%,840%,188,2.34,-12.92%,23.21%,125.78%,"3,276,302","780,905",31.29%,European Union (EU),Active,2005-01-01,year,,251-500,,,,,,
procilon,https://www.crunchbase.com/organization/procilon,"procilon is using cloud-based security components, procilon can provide various options of electronic signatures and services. That includes eIDAS-compliant qualified remote signatures, end-to-end data encryption and secure Identity- & Access-Management. Thus, procilon cloud services complement industry-specific applications and customer portals with cryptographic elements for a security-driven user experience.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Software",https://www.procilon.de/en/,"Taucha, Sachsen, Germany","procilon is specialized in the development of cryptographic security-software.and has developed cryptographic software modules in-house,","675,217","5,402","4,044.17",34.18%,-96.65%,35,1.67,4.66%,54.24%,-32.2%,"3,279,030","-304,339",-8.49%,European Union (EU),Active,2001-01-01,year,,1-10,,,,,,
ChartWorld,https://www.crunchbase.com/organization/chartworld,,"Cloud Data Services, Navigation, Shipping, Software",http://www.chartworld.com,"Hamburg, Hamburg, Germany","ChartWorld offers navigation, data solutions, and emergency services to the shipping industries.","582,086","5,061","3,387.5",-31.57%,-92.8%,54,1.94,-9.45%,88.76%,109.29%,"3,388,724","957,071",39.36%,European Union (EU),Active,1999-01-01,day,,51-100,,,,,,
Green Energy Options,https://www.crunchbase.com/organization/green-energy-options,"Green Energy Options designs and produces in-home energy displays, online energy services, and mobile applications. It focuses on the energy element of the smart home and aims to make energy smarter and help customers save money on energy bills. It operates with a wide range of business customer from utility companies to retail partners, bringing smarter energy innovations to homes. Since 2006, the company have developed more than 25 products, sold upwards of 4 million energy monitoring systems. The innovations have earned the company a 2017 Queen’s Award for Enterprise and ranked at no. 60 in the 2017 Sunday Times Hiscox Tech Track 100 (2016, no. 39). Green Energy Options was founded on 2006 and is based in Cambridge, United Kingdom.","Clean Energy, Cloud Data Services, Energy, GreenTech, Mobile Apps, Renewable Energy, Smart Home",http://www.geotogether.com,"Cambridge, Cambridgeshire, United Kingdom","Green Energy Options designs and produces in-home energy displays, online energy services, and mobile applications.","43,723","5,017","9,279.33",204.61%,-93%,7,1.15,-67.49%,85.47%,437.21%,"3,400,870","-1,635,558",-32.47%,,Active,2006-01-01,year,1,51-100,Simon Anderson,8,3,7735056,USD,7735056
Data H Q,https://www.crunchbase.com/organization/data-h-q,,"Cloud Data Services, Database, Internet of Things",https://datahq.co.uk/,"Chelmsford, Essex, United Kingdom",Data H Q is a source data responsibly and develop a technology solution company.,"391,589","4,743","3,788.83",50%,-96.68%,10,1.53,-7.1%,64.52%,-9.65%,"3,520,867","-607,968",-14.72%,,Active,2001-04-04,day,,11-50,,,,4784938,USD,4784938
Brainloop,https://www.crunchbase.com/organization/brainloop,"Brainloop is the provider of highly secure data room solutions for secure collaboration on confidential documents. Their data room solutions support efficient, digital and highly secure collaboration both internally and with external business partners. Starting with the day-to-day business with sensitive information on highly security-relevant processes in the management board and supervisory board communication to strictly confidential M & A activities.   Brainloop is the only solution provider that stores data exclusively in local data centers in Germany, Austria, Switzerland and other European countries - including administrator and provider shielding!","Cloud Data Services, Collaboration, Document Management, File Sharing, Security",http://www.brainloop.com,"München, Bayern, Germany",Brainloop is the provider of highly secure data room solutions for secure collaboration on confidential documents.,"44,946","4,708",,,,26,2.14,,56.8%,,"3,494,083",,,European Union (EU),Active,2000-01-01,year,5,101-250,"Christian Ehl, Hans Strack-Zimmermann, Markus Seyfried, Oliver Gajek, Uli Mittermaier",17,17,,,
Acutec,https://www.crunchbase.com/organization/acutec,,"Cloud Data Services, Computer, Information Technology, Software",https://www.acutec.co.uk/,"Birmingham, Birmingham, United Kingdom",Acutec is an IT support services company in Birmingham.,"406,971","4,665","6,297.5",-37.4%,-48.89%,46,1.15,-10.57%,85.25%,0.52%,"3,542,154","1,002,249",39.46%,,Active,1995-09-13,day,,11-50,,,,,,
Actio Processes & Technology,https://www.crunchbase.com/organization/actio-processes-technology,,"Cloud Data Services, Information Technology, IT Management, Software",https://www.actiobp.com/,"Madrid, Madrid, Spain","Actio Processes & Technology provides ERP and cloud solutions, customized software tools, remote backup, related training, and services.","821,317","4,526",,191.06%,,0,1,0%,100%,0%,"3,583,673","-2,223,594",-38.29%,European Union (EU),Active,2010-01-01,year,,101-250,,,,,,
b.telligent,https://www.crunchbase.com/organization/b-telligent-gmbh-co-kg-2,"b.telligent is a management consultancy specializing in the introduction and development of business intelligence, customer relationship management, DWH and Big Data for businesses operating in mass markets.","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Cloud Computing, Cloud Data Services, Consulting, Data Integration, Data Mining, Data Visualization, Digital Marketing, Direct Marketing, Email Marketing, Marketing Automation, Predictive Analytics",http://www.btelligent.com/,"München, Bayern, Germany","Specialised in Big Data, Analytics, Data Integration, Data Science, AI","205,102","4,475","21,340",-50.04%,"7,043.24%","2,643",6.33,329.23%,72.23%,-12.77%,"3,601,690","1,287,214",55.62%,European Union (EU),Active,2004-07-01,day,2,101-250,"Klaus Blaschek, Sebastian Amtage",,,4084258,USD,4084258
Polcom,https://www.crunchbase.com/organization/polcom,,"Cloud Computing, Cloud Data Services, Data Center, Information Technology",https://polcom.com.pl,"Skawina, Malopolskie, Poland",Polcom is a data processing and data storage centres in Poland.,"301,458","4,358",,741.31%,33.42%,0,1,0%,100%,0%,"3,638,031","-4,476,297",-55.17%,European Union (EU),Active,1995-01-01,year,,101-250,,,,4506190,USD,4506190
peakmarks,https://www.crunchbase.com/organization/peakmarks,"peakmarks benchmark software is used by cloud service providers and consumers to monitor service quality periodically. It provides performance indicators for quality assurance, platform evaluation, capacity planning, and license cost optimization to Oracle databases for transactions, data warehouses, and data analytics users.","Cloud Data Services, Database, Software",https://peakmarks.com,"Thalwil, Zurich, Switzerland",peakmarks is a vendor-independent company that offers services and software for benchmarking Oracle Database Services.,"1,480,967","4,354",,,,"1,685",8,,0%,,"3,639,228",,,,Active,2009-01-01,year,,1-10,,,,,,
LINKBYNET,https://www.crunchbase.com/organization/linkbynet,"Founded in 2000 by Patrick and Stéphane Aisenberg, LINKBYNET aims to meet the needs and expectations of its Customers via IT managed services and hosting, along with tailor-made, adaptable, and hi-tech services.  Via its management of 24/7 e-commerce sites, LINKBYNET has always been e-business market oriented. The warranty of all internet oriented applications availability is in the heart of their expertise. The entire company is designed to deliver flexible, agile and customer oriented services.","Cloud Data Services, Information Services, Information Technology, PaaS",http://www.linkbynet.com,"Saint-denis, Languedoc-Roussillon, France","LINKBYNET offers business outsourcing, cloud services, web electronic business and information systems.","26,924","4,314","5,047",-41.97%,-90.51%,0,1,-3.11%,100%,3.32%,"3,630,679","1,205,195",49.69%,European Union (EU),Active,2000-04-14,day,2,501-1000,"Patrick Aisenberg, Stéphane Aisenberg",,,,,
EASYTEAM,https://www.crunchbase.com/organization/easyteam,,"Cloud Data Services, Information Technology",https://easyteam.fr/,"La Garenne-colombes, Ile-de-France, France","EASYTEAM is specializing in digital transformation, the cloud and managed services.","385,584","4,261","6,635.33",-58.37%,25.93%,0,1,-9.72%,100%,12.07%,"3,673,668","1,516,400",70.29%,European Union (EU),Active,2005-02-07,day,,101-250,,,,,,
Ubilabs,https://www.crunchbase.com/organization/ubilabs,"As a Consultancy for Data and Location Technology, we have been supporting data-driven companies for 14 years. We offer comprehensive support for data analytics and location intelligence, training and consulting around Looker, Google Cloud and Google Maps and develop customized interactive map applications for our customers. Ubilabs was founded in 2007 and is headquartered in Hamburg, Germany with an office in Munich, Germany and San Francisco, California.","Analytics, Apps, Business Intelligence, Cloud Computing, Cloud Data Services, Data Visualization, Geospatial, Mapping Services, Software, Web Development",https://ubilabs.com,"Hamburg, Hamburg, Germany","As a Data and Location Technology Consultancy, Ubilabs offers comprehensive consulting and development around Google Cloud and Google Maps.","374,154","4,218","4,558.67",-15.25%,784.38%,0,1,-67.25%,100%,345.63%,"3,664,830","380,441",11.58%,European Union (EU),Active,2007-03-22,day,3,11-50,"Jens Wille, Martin Kleppe, Michael Pletziger",,,,,
brightsolid,https://www.crunchbase.com/organization/brightsolid,"brightsolid began life in 1995 as Scotland Online. brightsolid has two divisions, online publishing and online technology.  brightsolid's online publishing division publishes a number of websites based around people and places on the internet. brightsolid owns family history websites FindMyPast, Genes Reunited, 1911census.co.uk, ancestorsonboard and operates scotlandspeople.gov.uk on behalf of the Scottish Government. brightsolid is the largest operator of family history websites in the UK and one of the largest globally. brightsolid also owns the UK's original social network Friends Reunited and it's sister site Friends Reunited Dating. brightsolid's online technology division is a leading UK provider of Utility and Cloud Computing Services. brightsolid provides business critical Managed Hosting, high speed Connectivity, robust Disaster Recovery and Business Continuity services from its State-of-the-Art Data Centre. brightsolid utilises the latest virtualisation technologies and is the trusted technology partner for a broad range of businesses and government organisations across the UK.","Cloud Data Services, Data Center, Database",http://www.brightsolid.com,"Dundee, Dundee City, United Kingdom",Brightsolid is a data center expert specializing in cloud delivered business applications.,"217,540","4,153",,70.27%,"2,200%",0,1,-50%,100%,100%,"3,711,642","-925,602",-19.96%,,Active,1995-11-01,day,,101-250,,8,62,,,
ONEPOINT Projects,https://www.crunchbase.com/organization/onepoint-projects,"ONEPOINT Projects is a vendor of hybrid project and portfolio management solutions on top of Jira. Based on its bidirectional integration with Jira, ONEPOINT Projects offers strategic portfolio management, traditional project scheduling with milestones and dependencies, resource utilization and demand planning, as well as advanced status reporting. The company provides cloud-based, SaaS, and on-premise installations with a strategic focus on making PM systems easy to deploy by building on open standards and technologies. ONEPOINT redefines ROI for project management solutions. ONEPOINT Projects was founded on 2005 and is headquartered in Austria.","Cloud Data Services, Information Technology, Project Management, SaaS, Software",http://www.onepoint-projects.com,"Raaba, Steiermark, Austria",ONEPOINT Projects is a provider of hybrid project and portfolio management solutions for modern project organizations.,"391,571","4,101","2,914.67",260.05%,-62.84%,191,2.19,75.92%,70.13%,-6.79%,"3,716,126","-2,606,208",-41.22%,European Union (EU),Active,2005-01-01,year,1,11-50,Gerald Aquila,,,13872689,USD,13872689
Rtone,https://www.crunchbase.com/organization/rtone,,"Cloud Data Services, Embedded Software, Mobile Apps, Software",https://rtone.fr/,"Lyon, Rhone-Alpes, France",Rtone develops and integrates onboard electronics and software solutions with expertise in connected product engineering.,"875,976","3,854","1,427",147.05%,-72.73%,0,1,-17.98%,100%,28.07%,"3,801,077","-1,365,300",-26.43%,European Union (EU),Active,2007-01-01,year,,11-50,,,,,,
TENIOS,https://www.crunchbase.com/organization/tenios,TENIOS is a cloud communication provider that delivers innovative ideas with custom platforms for real-time audio and video communication.,"Cloud Data Services, Telecommunications, VoIP",https://www.tenios.de/en/,"Cologne, Nordrhein-Westfalen, Germany",TENIOS is a cloud communication provider that delivers innovative ideas with custom platforms for real-time audio and video communication.,"451,980","3,714","6,731.83",-78.83%,42.5%,456,3.79,-1.02%,48.56%,27.72%,"3,853,147","2,336,867",154.12%,European Union (EU),Active,2001-01-01,day,,11-50,,,,4120335,USD,4120335
Selectel,https://www.crunchbase.com/organization/selectel,"Selectel offers a full range of hosting services out of its six Russian-based, Tier-III compliant commercial data centers.  From dedicated servers and rack rentals to cloud solutions, Selectel provides state-of-the-art infrastructure, competitive prices, and a 100% uptime SLA. To ensure customers have all the resources they need, additional services can be ordered such as increased network speeds, DDoS protection, content delivery network, remote maintenance, and even Selectel's own fiber-optic network.","Cloud Data Services, Cloud Infrastructure",https://selectel.com/,"Saint Petersburg, Saint Petersburg City, Russian Federation",Traditional and cloud-based data hosting solutions from Russia's premiere data center operator.,"81,643","3,702","6,281.33",-20.28%,0%,0,1,0%,100%,0%,"3,856,760","471,793",13.94%,,Active,2008-01-01,year,1,101-250,Lev Leviev,,,,,
Data Logistics Center,https://www.crunchbase.com/organization/data-logistics-center,"Data Logistics Center provides data transmission and collocation services. They provide data transmission, data storage, and wholesale cloud services for companies and telecommunications operators. They address inquiries through phone calls and emails.","Cloud Data Services, Data Center, Data Storage",https://www.datalogistics.lt,"Vilnius, Vilniaus Apskritis, Lithuania","Data Logistics Center provides wholesale cloud, data transmission, and storage services.","599,232","3,700","1,345.33",343.11%,60.58%,387,1.15,-45.67%,84.97%,142.29%,"3,876,202","-3,341,113",-46.29%,European Union (EU),Active,2010-01-01,year,,11-50,,,,,,
Innovation Cloud,https://www.crunchbase.com/organization/datastation,"Founded in 2007, Innovation Cloud is a company developing SaaS solutions in the field of innovation management for more than a decade. Since our beginnings, our main focus has been to support companies to collaborate on and develop ideas with the aim of achieving long-term growth and profitability through structured and sustainable innovation by providing our clients with efficient and productive software solutions. In the year 2015, we were the first company to develop a completely free and easy to use idea management software called Innovation Cloud Startup, perfectly suited for small teams and startups. And for those who want to level up their innovation efforts, we have designed the advanced ideation tool - Innovation Cloud PRO. Our services provide our clients with the agility required to stay on course and ahead. As the product and service cycles are continuously shortening and competition is quick to copy or replicate, we have developed specialized, end-to-end innovation management software - Innovation Cloud Enterprise, facilitating and accelerating the entire innovation processes, from idea-to-launch-to-market. This way, you will be able to quickly tap into the creative potential of your professional community, select and nourish the most promising ideas, diligently pushing them towards the market and adapting your course based on market feedback. We deeply understand that every company is unique in regard to its objectives, workforce, processes, products,  services, and industry. Our customers enjoy using our products as we always focus on the specific requirements of each and every customer. We at Innovation Cloud partner with our customers in order to provide end-to-end enterprise innovation management solutions consisting of SaaS, consultancy (expertise) and sharing best practices. With customers spanning in more than 40 countries, Innovation Cloud is a global vendor with a proven track record of delivering the highest level of quality technology, customer service and integration support. Since your success depends on the strategic integration of technology, information and business processes, our first and foremost priority is and always has been the security of your data. We want our customers to be able to use our software and services anywhere, from any device, at any time, with ease, confidence and trust. Our secure product strategy focuses on incorporating security features into our applications to minimize the risk of a security breach. This approach conforms to achieved and implemented ISO 27001 certification standard for information security management. Our products are developed to follow a structured approach to innovation and designed in such a way that no-end user training is required. All this allows companies a faster adoption of our solutions and accelerated development of new products and services with reduced risk and cost-savings through streamlined processes.","Cloud Data Services, Crowdsourcing, Information Technology, Innovation Management, Project Management, SaaS",https://innovationcloud.com/?utm_medium=social&utm_source=marketplace&utm_campaign=marketplace&utm_content=crunchbase,"Bertrange, Luxembourg, Luxembourg","End-to-end innovation management platform, compatible with all of your business processes and flexible to meet your organization's needs.","239,230","3,696","3,404.33",-57.31%,-58.54%,0,1,0%,100%,0%,"3,877,312","1,521,560",64.59%,European Union (EU),Active,2007-01-01,year,1,51-100,Hans Vermeulen,5,,,,
Evolve-IT Consulting,https://www.crunchbase.com/organization/evolve-consultants,"Founded in 2007, Evolve is a UK-based award-winning software house with R&D Centre in Kyiv, Ukraine.   We offer first-class bespoke software, web and mobile development services designed with your specific requirements in mind, enhancing the way you do business as well the user experience.   Our team extension and turnkey project solutions are ideal for any company that is determined to grow and is seeking the right technology solutions to make prosperity happen.","Big Data, Cloud Computing, Cloud Data Services, Cloud Security, Enterprise Software, Information Technology, Mobile, Software, Web Design",http://www.evolve-consultants.co.uk,"Leicester, Leicester, United Kingdom","Evolve provides bespoke software development solutions to improve business processes, user experience and loyalty, and top-line growth.","374,113","3,691",951.83,"40,911.11%",-97.52%,43,1.75,12.36%,85.04%,91.36%,"3,879,540","-6,562,068",-62.85%,,Active,2007-01-01,day,2,51-100,"Colette Wyatt, Leanne Bonner-Cooke",,,,,
Databarracks,https://www.crunchbase.com/organization/databarracks,"Databarracks provides secure, Infrastructure-as-a-Service, Backup-as-a-Service and Disaster Recovery-as-a-Service from UK-based, ex-military data centres. Databarracks is certified by the Cloud Industry Forum, ISO 27001 certified for Information Security and has been selected as a provider to the UK Government's G-Cloud framework. Databarracks is a private limited company owned by the directors.","Cloud Data Services, IaaS, Information Technology",http://www.databarracks.com,"London, England, United Kingdom","IaaS, Disaster Recovery as a Service and Managed Backup Provider","197,980","3,684","3,535.83",64.24%,,0,1,0%,100%,0%,"3,863,369","-715,938",-15.63%,,Active,2003-03-28,day,2,11-50,"Oliver Mather, Peter Groucutt",,,3460587,USD,3460587
Arancia Ict,https://www.crunchbase.com/organization/arancia-ict,,"Cloud Data Services, Consulting, IT Management",https://www.arancia-ict.it/,"Palermo, Sicilia, Italy",Arancia Ict is an independent company that offers services and technologies for the Digital Transformation of companies and public bodies.,"1,149,053","3,565","2,496.17",727.15%,"2,340%",122,1.75,-4.52%,75%,12.49%,"3,936,884","-4,642,836",-54.11%,European Union (EU),Active,2007-01-01,day,,51-100,,,,3915681,USD,3915681
