Name	Description	Location	Employees	Type	Website	Rank	Founded Date	Operating Status	Company Type	Contact Email	Headquarters Regions	Legal Name	Phone Number	Founders	Funding	Last Funding Type	Also Known As	Hiring	Stock Symbol	Sub-Organization of	Venture Info 1	Venture Info 2	Investor Type	Investment Stage	Related Hubs	Accelerator Program Type	Hub Tags	Industry 1	Industry 2	Industry 3	Industry 4	Industry 5	Industry 6	Industry 7	Industry 8	Industry 9	Industry 10	Industry 11	Industry 12	Industry 13	Industry 14	Industry 15	Industry 16	Industry 17	Industry 18	Industry 19	Industry 20	Industry 21	Industry 22	Industry 23	Industry 24	Industry 25	Industry 26	Industry 27	Industry 28	Industry 29	Industry 30	Industry 31	Industry 32	Industry 33	Industry 34	Industry 35	Industry 36	Industry 37	Link 1	Link 2	link_3	PP URL
ecologital	Ecologital is a specialist organization in Information Technology (IT) with a unique product and service offering.	Harrow, Harrow, United Kingdom	11-50	Private	ecologital.com	1,028,877	2007	Active																				Hardware	Information Technology	Mobile Apps	Software	Web Apps																																	https://facebook.com/ecologital	https://www.linkedin.com/company/ecologital/	https://www.twitter.com/ecologital	
ecomsoft	Ecomsoft develops software solutions for unions, associations, and local governments.	Limoges, Limousin, France	11-50	Private	www.ecomsoft.fr	771,730	2011	Active	For Profit	contact@ecomsoft.fr	European Union (EU)	Ecomsoft SARL	+33 09 72 170 310															Information Technology	Software	Web Apps	Web Hosting																																		https://www.facebook.com/Ecomsoft-France-	https://www.linkedin.com/company/ecomsoft/		
e-confirm	E-confirm renders software solutions and web applications for internet and online sales to the travel industry.	Berlin, Berlin, Germany	11-50	Private	www.e-confirm.de	868,520	Apr 6, 1990	Active	For Profit	info@e-confirm.de	European Union (EU)		49-3028-002800															Information Technology	Software	Web Apps																																			https://www.facebook.com/econfirm/	https://twitter.com/econfirm?lang=en		
eco-soft	Eco-Soft specializes in software development that develops web and mobile applications for the iOS and android operating systems.	Altenrhein, Sankt Gallen, Switzerland	1-10	Private	www.eco-soft.ch/	1,646,476	1991	Active	For Profit	contact@eco-soft.ch		Eco-Soft Economic Software GmbH	+41 71 850 00 88															Information Technology	Mobile Apps	Software	Web Apps																																		https://www.facebook.com/ecosoftch/?ref=page_internal	https://www.linkedin.com/company/eco-soft-gmbh/?originalSubdomain=ch		
e-dea-works	E- dea provides agile solutions and innovative services to their clients whether they are in USA, Canada, Germany, orBelgium	Bucharest, Bucuresti, Romania	11-50	Private	www.e-dea.ro/	1,220,313	2006	Active	For Profit	contact@e-dea.ro	European Union (EU)	E-dea Works	+40 723269333															Mobile Apps	Online Portals	Software	Web Apps																																		https://www.facebook.com/EdeaWorks/	https://www.linkedin.com/company/e-dea-works/		
edge-impact-consulting	Edge Impact Consulting is a Website Design Provider.	Reading, Reading, United Kingdom	1-10	Private	www.edgeimpact.co.uk/	1,407,549	2000	Active	For Profit	sales@edgeimpact.co.uk			+44 118 947 0927															Graphic Design	Social Media Marketing	Web Apps	Web Design	Web Development																																	https://www.facebook.com/EdgeImpactWebsites/	https://www.linkedin.com/company/edge-impact-consulting-ltd	https://twitter.com/edgewebsites	
edgeware	Edgeware was founded in Stockholm in 2004 with the mission to implement a new, ultra-efficient approach to video streaming.	Stockholm, Stockholms Lan, Sweden	101-250	Public	www.edgeware.tv	190,808	2004	Active	For Profit	sales@edgeware.tv	European Union (EU), Nordic Countries, Scandinavia	Edgeware AB	46 7 36 12 68 40	Joachim Roos, Kalle Henriksson, Lukas Holm	Post-IPO Equity	Post-IPO Equity			STO:EDGE									Internet	Software	Video	Web Apps																																		https://www.facebook.com/edgewaretv	https://www.linkedin.com/company/edgeware-ab/	http://twitter.com/edgewaretv	
edico-media	Edico Media offers digital marketing services & providing an industry-leading standard of work and outstanding support to its clients.	Bristol, Bristol, City of, United Kingdom	1-10	Private	edicomedia.com/	1,308,501	Jan 1, 2012	Active	For Profit	hello@edicomedia.com			44.117.325.1225															Digital Marketing	SEO	Web Apps																																						https://edicomedia.com/privacy-and-cookies-policy
edsi-tech-s%C3%A0rl	EDSI-Tech offers R&D web, mobile applications, hosting and consulting services.	Lausanne, Vaud, Switzerland	11-50	Private	www.edsi-tech.com/en/	953,667	2005	Active	For Profit	contact@edsi-tech.com			+410215661415	Jonathan Gander														Consulting	CRM	Information Technology	Internet	iOS	Mobile Apps	Software	Web Apps	Web Hosting																													https://www.facebook.com/EDSITech	https://www.linkedin.com/company/edsi-tech-s-rl	https://twitter.com/edsitech	
edulib-0157	EduLib is a software development company that offers mobile applications, digital signing, web applications, and technical support services.	Craiova, Dolj, Romania	1-10	Private	www.edulib.com	1,783,895	2011	Active	For Profit	office@edulib.ro	European Union (EU)	EduLib S.R.L	+40 351 420 970															Mobile Apps	Software	Technical Support	Web Apps																																		https://www.facebook.com/edu.Library	https://www.linkedin.com/company/edulib-s-r-l-/	https://twitter.com/EDUlib_ORG	https://www.edulib.com/privacy/
eduspot	Eduspot is an information technology and services company. It is a family of purpose-driven, cause-focused, market-leading technology.	Leicester, Leicester, United Kingdom	11-50	Private	eduspot.co.uk	434,671	2017	Active	For Profit			Eduspot																EdTech	Software	Web Apps																																			https://www.facebook.com/EduspotSolutions/	https://www.linkedin.com/company/eduspot/	https://twitter.com/Eduspot_UK	https://eduspot.co.uk/privacy-policy/
eeku-oy	Software development services (web services, mobile software, anything). Own product: eescreen.com digital signage monetization platform.	Oulu, Oulu, Finland	1-10	Private	eeku.fi	960,965	Dec 3, 2014	Active	For Profit	saku.huttunen@eeku.fi	European Union (EU), Nordic Countries, Scandinavia	Eeku Oy	+358 40 8032217	Henrik Erkkilä, Saku Huttunen			Eeku Inc., eeScreen, Eeku Games											Advertising Platforms	Digital Signage	Mobile Apps	Software	Software Engineering	Training	Web Apps	Web Development																														https://www.facebook.com/eekuoy	https://www.linkedin.com/company/eeku-oy	https://twitter.com/eekuoy	
eemland-software-internet	Eemland Software & Internet develops website, web applications, and software.	Amersfoort, Utrecht, The Netherlands	1-10	Private	www.eemlandinternet.nl/	1,974,282	Jun 10, 2003	Active	For Profit	info@eemlandinternet.nl	European Union (EU)		31-334519401															Software	Web Apps	Web Development																																			https://www.linkedin.com/company/eemland-software-&-internet/			
efabriek	eFabriek offers website development and maintenance, mobile and web applications, automation and online marketing services.	Huizen, Noord-Holland, The Netherlands	1-10	Private	efabriek.nl/	1,871,040	2016	Active	For Profit	info@efabriek.nl	European Union (EU)	eFabriek BV	+31 0 85 065 6350															Apps	Marketing	Mobile Apps	SEO	Web Apps																																	https://www.linkedin.com/company/efabriek/	https://www.linkedin.com/company/efabriek/		
effekt-etage	Effekt-Etage engages in consultation, data preparation, virtual shootings, web apps, and configurators with the latest technology.	Berlin, Berlin, Germany	11-50	Private	www.effekt-etage.de	1,962,797	Jan 1, 2003	Active	For Profit	hallo-berlin@effekt-etage.de	European Union (EU)		49-30-616 558 30															3D Technology	Consulting	Web Apps																																			https://www.facebook.com/EffektEtage/	https://www.linkedin.com/company/effekt-etage-gmbh/?originalSubdomain=de		
efigence	Efigence specializes in the design and development of UX/UI, web apps, concept design and digital strategies for the financial industry.	Warsaw, Mazowieckie, Poland	101-250	Private	www.efigence.com	681,652	1999	Active	For Profit	CONTACT@EFIGENCE.COM	European Union (EU)		+48 22 380 13 13															Information Technology	UX Design	Web Apps																																			https://www.facebook.com/efigence/	https://www.linkedin.com/company/efigence/	https://twitter.com/efigence	https://www.efigence.com/privacy-policy/
egebit	Egebit is a developing firm that offers services for mobile applications, web applications and social media contents.	Kocaeli, Kocaeli, Turkey	1-10	Private	egebit.com.tr	1,932,064	Jan 1, 2010	Active	For Profit	iletisim@egebit.com.tr			90-8503024893															Mobile Apps	Social Media Management	Software	Web Apps																																		https://facebook.com/egebit	https://twitter.com/egebitbilisim		
egotec	Egotec develops web applications, content management systems, time recording, and software solutions.	Mosbach, Thuringen, Germany	11-50	Private	www.egotec.com	1,597,171	Jan 1, 1999	Active	For Profit	sales@egotec.com	European Union (EU)		49-6261-846940															CMS	Software	Web Apps																																			https://www.facebook.com/egotec.gmbh	https://www.linkedin.com/company/egotec-gmbh/		
eisod-x	EISOD X is a quality management software.	Plzen, Plzensky kraj, Czech Republic	11-50	Private	www.eisod.com	988,600	Nov 14, 1993	Active	For Profit	obchod@ipm-plzen.cz	European Union (EU)	EISOD X	+420 736 612 172				Institut průmyslového managementu, spol. s r.o.											Enterprise Resource Planning (ERP)	Software	Web Apps																																			https://www.linkedin.com/company/eisodx/a	https://twitter.com/eisodx		
ejidosoft	EJIDOSOFT provides management solutions for the transportation sector.	El Ejido, Andalucia, Spain	1-10	Private	www.ejidosoft.es	1,596,087	Jan 1, 1997	Active	For Profit	info@ejidosoft.es	European Union (EU)		34-950487399															Software	Technical Support	Web Apps																																			https://www.linkedin.com/company/ejidosoft-s.l/			
ekara-by-ip-label	Ekara by ip-label is the non-intrusive platform of solutions.	La Garenne-colombes, Ile-de-France, France	101-250	Private	ekara.ip-label.com	1,159,784	2001	Active	For Profit		European Union (EU)	Ekara by ip-label																Enterprise Software	Mobile Apps	SaaS	Web Apps																																		https://www.linkedin.com/company/ip-label	https://twitter.com/iplabel		
ekaton	Ekaton is a provider of event communication services.	Montreuil, Ile-de-France, France	1-10	Private		1,996,743	2000	Active	For Profit	commercial@ekaton.fr	European Union (EU)	EKATON, SAS	+33 01 43 52 03 68															Event Management	Events	Web Apps																																			https://www.facebook.com/ekaton112/	https://twitter.com/Ekaton112		
ekoha	Ekoha is a startup studio that specializes in conceiving and developing web and mobile solutions.	Marseille, Provence-Alpes-Cote d'Azur, France	1-10	Private	www.ekoha.co/	1,373,890	2017	Active	For Profit		European Union (EU)																	Consulting	Internet	Web Apps																																			https://www.linkedin.com/company/ekoha/			
elastic-wings	Elastic Wings develops mobile and web applications for clients and does embedded hardware and software development for others.	Budapest, Budapest, Hungary		Private	elasticwings.com/	1,347,266	2010	Active			European Union (EU)						Elastic Wings Ltd.											Apps	Mobile	Mobile Apps	Software	Web Apps																																	https://www.linkedin.com/company/elasticwings/			
elatro	Elatro is an interactive web portal that specializes in communication between care providers and patients.	Arnhem, Gelderland, The Netherlands	1-10	Private	www.elatro.nl/	520,279	2007	Active	For Profit	info@elatro.nl	European Union (EU)		+31-888082500	Menno van Dam														Health Care	Management Information Systems	Medical	Web Apps																																					
elearniz	Elearniz develops self-training web platforms to learn accounting through interactive activities, summary sheets and quizzes.	Courbevoie, Ile-de-France, France	1-10	Private	elearniz.fr	1,820,376	Dec 15, 2017	Active	For Profit	contact@elearniz.fr	European Union (EU)		33 6 51 56 09 71															Software	Training	Web Apps																																						
elemento115	Elemento115 is a team of consultants who create web app, web development and designing with tailored services as per client specifications.	Madrid, Madrid, Spain	1-10	Private	elemento115.es	1,956,357	Jan 1, 2016	Active	For Profit	info@elemento115.es	European Union (EU)		91 056 41 42															Web Apps	Web Design	Web Development																																			https://www.linkedin.com/company/elemento115	https://twitter.com/Elemento115MC		
eleven-0945	Eleven is a digital production agency that expertise in the realization of websites, webshops and web applications.	Rijswijk, Zuid-Holland, The Netherlands	11-50	Private	www.eleven.nl	1,248,879	2009	Active	For Profit	info@eleven.nl	European Union (EU)		+31 88 - 488 4488															Software	Web Apps	Web Design																																			https://www.facebook.com/ElevenNL/	https://www.linkedin.com/company/elevennl/	https://twitter.com/ElevenNL	https://www.eleven.nl/privacy-cookies/
elfo-0553	ELFO is a software house specialized in the development of web applications, system integration, cloud computing, AI & BI activities.	Fiorenzuola D'arda, Emilia-Romagna, Italy	51-100	Private	www.elfo.net	1,289,022	1988	Active	For Profit		European Union (EU)		0523 98 58 11															Artificial Intelligence	Business Intelligence	Cloud Computing	Software	Web Apps																																	https://www.facebook.com/elfosrl/	https://www.linkedin.com/company/elfo/		https://www.elfo.net/informativa-privacy/
eli5	Turning your idea into a breakthrough software product starts here. We build solutions with Startups, F500, and SMEs.	Amsterdam, Noord-Holland, The Netherlands	11-50	Private	eli5.io	421,195	Jan 1, 2015	Active	For Profit	hello@eli5.io	European Union (EU)	Eli5 BV	+31 20 261 2527	Kishan Chamman, Wesley Botman														Apps	Information Technology	iOS	Software	Web Apps	Web Design																																https://www.facebook.com/eli5amsterdam	https://www.linkedin.com/company/eli5	https://twitter.com/eli5_digital	
elikosoft	Elikosoft is an application and software firm that offers services for banking and civil engineering.	Skopje, Karpos, Macedonia	11-50	Private	elikosoft.com.mk	1,400,384	1993	Active	For Profit	elikosoft@t-home.mk		Elikosoft	+389 2 321 6496															Consulting	Marketing	Software Engineering	Web Apps																																		https://www.facebook.com/elikosoft	https://www.linkedin.com/company/elikosoft	https://twitter.com/Elikosoft	https://www.elikosoft.com.mk/privacy-policy
elixsr	We create unique and beautiful products for the world to enjoy. Check out our apps or contact us for our Software Dev and Design services.	Belfast, Belfast, United Kingdom	1-10	Private	elix.sr	1,995,395	2016	Active	For Profit	contact@elix.sr		Elixsr Ltd																Android	iOS	Mobile Apps	Software	Web Apps	Web Design																																https://www.facebook.com/elixsrstudios/	https://www.linkedin.com/company/elixsr	https://www.twitter.com/elixsr	
elligense	IT solutions  and services company	Lviv, L'vivs'ka Oblast', Ukraine	11-50	Private	elligense.com/	822,579	Dec 1, 2017	Active	For Profit	hi@elligense.com		Elligense Inc.																E-Learning	EdTech	Information Technology	Outsourcing	Software	Web Apps	Web Development																															https://www.facebook.com/Elligense-2185370628388155/	https://www.linkedin.com/company/elligense/	https://twitter.com/elligense_com	
elvisolutions	ELVISOLUTIONS specializes in web app, cloud computing, artificial intelligence, and web development services.	Vilnius, Vilniaus Apskritis, Lithuania	11-50	Private	www.elvisolutions.com	1,486,947		Active	For Profit	hello@elvisolutions.com	European Union (EU)		370 609 39 394															Information Technology	Software	Web Apps	Web Development																																		https://www.facebook.com/elvisolutions	https://www.linkedin.com/company/elvisolutions		
emedia-group-inc	eMedia Group, Inc., is engaged in the business of selling its customers subscriptions for its software suite.	Aarhus, Midtjylland, Denmark		Public		1,583,180	2010	Active	For Profit		European Union (EU), Nordic Countries, Scandinavia								OTCBB:EMMD									Retail	Software	Web Apps																																						
emerge-it-support	Emerge IT Support provides web applications and IT services to the business.	Warszawa, Mazowieckie, Poland	11-50	Private	emergeitsupport.pl/en/homepage	1,715,727	2018	Active	For Profit	kontakt@emergeitsupport.pl	European Union (EU)	Emerge IT Support Sp. z o.o.	+48 506 142 556															Business Information Systems	Cloud Data Services	Consulting	Outsourcing	Web Apps																																	https://www.linkedin.com/company/emerge-it-support/			
emico-e-commerce	Emico is a full-service agency that develops, maintains, and renders consulting services on e-commerce solutions.	Rhenen, Utrecht, The Netherlands	11-50	Private	emico.nl	689,789	Jan 1, 2011	Active	For Profit	info@emico.nl	European Union (EU)		31 85 888 77 44															E-Commerce	Internet	Web Apps	Web Development																																		https://www.linkedin.com/company/emico-e-commerce	https://twitter.com/Emico_NL		https://tweakwise2-ce.de.emico.nl/privacy-policy-cookie-restriction-mode/
eminus-software	Eminus Software is providing innovative software solutions and eCommerce applications ​to clients.	Bucharest, Bucuresti, Romania	101-250	Private	www.eminus-software.com	1,057,152	2012	Active			European Union (EU)																	E-Commerce	Information Technology	Software	Web Apps																																		https://www.linkedin.com/company/eminus-software			
emsation	Emsation is a software engineering company.	Malmö, Skane Lan, Sweden	1-10	Private	www.emsation.se/	1,947,247	Jan 1, 2007	Active	For Profit	contact@emsation.se	European Union (EU), Nordic Countries, Scandinavia		46-708-520189															Mobile Apps	Software	Web Apps																																						
enacast-podcast-system	EnaCast Podcast System is specialized in the creation of web or mobile applications.	Sant Just Desvern, Catalonia, Spain	1-10	Private	www.enantena.net	1,932,680	Jan 1, 2001	Active	For Profit	ena@enantena.net	European Union (EU)		34-931 876 345															Mobile Apps	Web Apps																																							
end-prize-solutions	End Prize Solutions designs and develops persuasive websites and mobile apps.	Bucharest, Bucuresti, Romania	11-50	Private	www.endprizesolutions.com	1,031,416	2016	Active			European Union (EU)																	Information Technology	UX Design	Web Apps	Web Design	Web Development																																				
endurit	Endurit is a provider of web designing services.	Zürich, Zurich, Switzerland	1-10	Private		1,767,913	2004	Active	For Profit	info@endurit.com		Endurit gmbh	+41 044 250 47 25															Web Apps	Web Design	Web Hosting																																						
enfacade	Enfacade specializes in JEE web applications and develops web application generator tools.	London, England, United Kingdom		Private	www.enfacade.com	1,538,897		Active	For Profit	support@enfacade.com		Enfacade Ltd.	07725 135 524															Consumer Applications	Software	Web Apps																																						
enflow	Enflow is a digital solutions firm that offers web applications, mobile apps, web design and UX services.	Alphen Aan Den Rijn, Zuid-Holland, The Netherlands	1-10	Private	enflow.nl	401,185	2016	Active	For Profit	info@enflow.nl	European Union (EU)		+31-172700568	Michel Bardelmeijer, Ron Kesting														Mobile Apps	Web Apps	Web Design																																			https://www.facebook.com/enflowNL	https://www.linkedin.com/company/enflow		https://enflow.nl/privacy-policy
enhance-f3e9	Enhance is a web design and development company based in Dublin, Ireland.	Dublin, Dublin, Ireland	1-10	Private	www.enhance.ie/	1,001,538	Jan 1, 1996	Active		info@enhance.ie	European Union (EU)		+353 1 6337979	Sean Byrne														Digital Marketing	Professional Services	Social Media	Web Apps	Web Design	Web Development																																https://www.facebook.com/Enhance.ie	https://ie.linkedin.com/company/enhance-ie	https://twitter.com/enhanceDOTie	https://www.enhance.ie/privacy-policy/
enigma-soft-3dd8	Enigma Soft is a software company that specializes in web and mobile application development, API integration and database management.	London, England, United Kingdom	1-10	Private	www.enigmasoft.ltd.uk/	876,062	2016	Active	For Profit	info@enigmasoft.ltd.uk		Enigma Soft Limited																Database	Developer APIs	Mobile Apps	Software	Web Apps																																	https://www.facebook.com/enigmasoftltd/	https://www.linkedin.com/company/enigma-soft-limited/	https://twitter.com/enigmasoftltd	https://www.enigmasoft.ltd.uk/privacy-policy.html
enry-s-island-worldwide-distributed-platform-for-startup-incubation-acceleration	Enry's Island is the first Incubation & Acceleration Metaverse, with local companies in US, UK, Ireland, Africa, Spain and 30+ startups	Tremiti, Puglia, Italy	11-50		enrysisland.com	2,673	2013	Active		info@enrysisland.com	European Union (EU)	Enry's Island S.p.A. - Benefit Company	+39 085 42 24 345	Luigi Valerio Rinaldi		Private Equity					Accelerator, Incubator	Crowdfunding, Debt, Early Stage Venture, Private Equity, Seed	Accelerator, Incubator	Crowdfunding, Debt, Early Stage Venture, Private Equity, Seed	Enry's Island Portfolio Companies	Online		Blockchain	Cryptocurrency	Incubators	Internet of Things	Web Apps																																	https://it-it.facebook.com/EnrysIsland/	https://www.linkedin.com/company-beta/2865959/	https://twitter.com/EnrysIsland	https://www.enrysisland.com/privacy-policy/
enyosolutions	Enyosolutions is a multi skills digital studio specialized in web and mobile technologies.	Lisboa, Lisboa, Portugal	11-50	Private	www.enyosolutions.com/en	647,436	2016	Active	For Profit	hello@enyosolutions.com	European Union (EU)	Kenweego																Apps	Internet	Mobile Apps	Software	Web Apps	Web Development																																https://www.facebook.com/Enyosolutionstech/	https://fr.linkedin.com/company/enyosolutions		https://www.enyosolutions.com/en/privacy-policy
e-obs-technologies	E Obs Technologies specializes in the publishing of web applications, e-commerce and business management software.	Roanne, Rhone-Alpes, France	1-10	Private	www.eobs.fr	1,469,799	Jan 1, 2009	Active	For Profit	contact@eobs.fr	European Union (EU)																	E-Commerce	Publishing	Software	Web Apps																																		https://www.facebook.com/eobs.technologies/	https://www.linkedin.com/company/e-obs-technologies/	https://twitter.com/eobstechnologie?lang=en	
epionet	Epionet's proprietary technology enables the deployment and management of web services.	Dublin, Dublin, Ireland	11-50	Private	www.epionet.com/	1,267,543	1997	Active	For Profit		European Union (EU)		+35318339558		Series A	Series A												Internet	Service Industry	Software	Web Apps																																					
epoca	Epoca specializes in the design-re-design of services, digital transformation and the development of new business models.	Bologna, Emilia-Romagna, Italy	1-10	Private	www.epocaricerca.it	823,419	Jun 18, 2015	Active	For Profit	info@epocaricerca.it	European Union (EU)		39-051222869															Mobile Apps	UX Design	Web Apps																																			https://www.facebook.com/epocaricerca/	https://www.linkedin.com/company/epoca-s-r-l-/about/	https://twitter.com/epocaricerca	
epos-germany	Epos is a reliable partner that offers software, web apps, and industry solutions that help in safe hazardous substance management.	Hösbach, Bayern, Germany	11-50	Private	www.gefahrstoff.com	1,120,264	Jan 1, 1996	Active	For Profit	info@gefahrstoff.com	European Union (EU)		49-60-21 62 535 0															Chemical	Software	Web Apps																																			https://www.linkedin.com/company/epos-ag/			https://www.gefahrstoff.com/en/privacy-policy/
eprisma	Eprisma provides mobile apps, software development, web application, graphic design, training, and hardware solutions.	Partanna, Sicilia, Italy	1-10	Private	www.eprisma.it	1,136,471	Mar 15, 2018	Active	For Profit	amministrazione@eprisma.it	European Union (EU)	Eprisma soc. cop	+39 328 03 92 139															Mobile Apps	Software	Web Apps	Web Development																																					https://www.eprisma.it/privacy-policy/
epublic	EPublic provides graphic design, apps, and web solutions for public administration bodies, companies and professionals.	Novara, Piemonte, Italy	1-10	Private	www.epublic.it	575,379	Mar 7, 2003	Active	For Profit	info@epublic.it	European Union (EU)	EPublic s.r.l.	+39 0321 397395															Graphic Design	Information Technology	Internet	Web Apps	Web Design																																	https://www.facebook.com/ePublicsrl	https://www.linkedin.com/company/epublic/	https://twitter.com/ePublicsrl	https://www.epublic.it/soluzioni/comapp/privacy
e-ratio	e.RATIO is an IT company that provides CRM, ECM, E-Commerce, web applications.	Altamura, Puglia, Italy	1-10	Private	www.eratio.it	1,646,814	2008	Active	For Profit	info@eratio.it	European Union (EU)	e.RATIO srl	080.3147346															E-Commerce	Information Technology	Software	Web Apps																																		https://www.facebook.com/eratio.it	https://www.linkedin.com/company/e.ratio		https://www.eratio.it/en/privacy-policy/
erelia	Erelia develops computer applications manufacturers to digitize statistical weight checks.	Champlan, Ile-de-France, France	1-10	Private	www.erelia.fr	862,823	Jan 1, 1988	Active	For Profit	info@erelia.fr	European Union (EU)		33-169096129															Information Technology	Manufacturing	Web Apps																																			https://www.linkedin.com/company/erelia-llc	https://twitter.com/erelia_group		
erp-contact	ERP Contact is an IT company that provides software development, mainframe support, oracle, virtual reality, and web-based application.	Cluj-napoca, Cluj, Romania	11-50	Private	erpcontact.ro/	1,379,762	2007	Active	For Profit	office@erpcontact.ro	European Union (EU)	ERP Contact SRL	+40 364 800 170															Data Visualization	Information Technology	Software	Web Apps	Web Design																																	https://www.facebook.com/ERPcontact/	https://www.linkedin.com/company/erp-contact-srl/	https://twitter.com/erpcontact	
esb	ESB is an IT solutions provider for cloud, IT hardware, alarm, and video.	Hersbruck, Bayern, Germany	1-10	Private	www.esb-net.de	1,330,270	1989	Active	For Profit	info@esb-net.de	European Union (EU)	ESB IT-Services e. K.	+49 9151 60 95 888															Information Technology	IT Infrastructure	Web Apps	Web Development	Web Hosting																																	https://www.facebook.com/ESB.IT.Services			https://www.esb-net.de/privacy-policy/
esc-enterprise-software-consulting	ESC Enterprise Software Consulting is an IT firm that offers web apps, business intelligence, ERP, and data integration services.	Treviglio, Lombardia, Italy	1-10	Private	esconsulting.it	1,063,991	2003	Active	For Profit	info@esconsulting.it	European Union (EU)	ESC Enterprise Software Consulting srl	+39-036-330-2050															Consulting	Enterprise Resource Planning (ERP)	Software	Web Apps																																		https://www.facebook.com/esctreviglio	https://www.linkedin.com/company/esc-enterprise-software-consulting	https://twitter.com/esctreviglio	
escriptum	eScriptum is a platform that offers effective solutions in the areas of publishing, web applications, and software development services.	Berlin, Berlin, Germany	11-50	Private	www.escriptum.de	1,988,323		Active	For Profit	email@eScriptum.de	European Union (EU)		49-30-609 884 10															Publishing	Software	Web Apps																																						
esc-software	Esc Software develops and supplies management software such as desktop, mobile, and web applications along with offer 360-degree service.	Aci Sant'antonio, Sicilia, Italy	1-10	Private	www.escsoftware.it	1,252,828	Jan 11, 2012	Active	For Profit	info@escsoftware.it	European Union (EU)		39-95 809980															Desktop Apps	Mobile Apps	Software	Web Apps																																		https://www.facebook.com/escsoftwaresrl	https://www.linkedin.com/company/esc-software-srl/		https://www.escsoftware.it/privacy
esentia	Esentia provides IT consulting, web design, communication & networking, security, app development, hardware sale and installation services.	Benidorm, Comunidad Valenciana, Spain	1-10	Private	www.grupoesentia.com	613,752	2006	Active	For Profit	info@grupoesentia.com	European Union (EU)		+34-965-850-967				Grupo Esentia											Desktop Apps	Graphic Design	Mobile Apps	SEO	Web Apps	Web Design																																https://www.facebook.com/esentia.ti	https://www.linkedin.com/company/grupo-esentia/	https://twitter.com/GRUPOESENTIA	
esi-824e	ESI provides creation, distribution, and strategic document services.	Saint Priest, Limousin, France		Private	www.esi-groupe.com	1,565,045	1991	Active	For Profit	contact@esi-groupe.com	European Union (EU)	ESI	+33 0 4 37 25 23 30															Information Services	Paper Manufacturing	Web Apps																																						
esokia-webagency	Esokia Webagency is a multinational digital group specializing in web, mobile and web marketing websites.	Paris, Ile-de-France, France	51-100	Private	www.esokia.com/en	780,316	Jan 1, 2009	Active	For Profit	contact@esokia.com	European Union (EU)	Esokia Webagency	33 1 77 69 64 08															SEO	Web Apps	Web Design	Web Development																																		https://www.facebook.com/EsokiaWebagency/	https://www.linkedin.com/company/esokia-web-agency-limited/	https://twitter.com/Esokia_agency	
essentia-design	Essentia Design is a digital agency.	Brussels, Brussels Hoofdstedelijk Gewest, Belgium		Private	www.essentiadesign.be	1,638,892		Active	For Profit		European Union (EU)	Essentia Design	+32 0485 021 438															Advertising	Digital Marketing	E-Commerce	Web Apps																																					
esyst	Esyst provides ICT solutions for schools, healthcare institutions and companies.	Wanneperveen, Overijssel, The Netherlands	1-10	Private	www.esyst.nl/	1,552,805	Jan 1, 2006	Active	For Profit	support@esyst.nl	European Union (EU)		31 (0)6 41246118				ICT4Schools											Education	Health Care	Information and Communications Technology (ICT)	Information Technology	Web Apps																																	https://www.facebook.com/EsystNL/	https://www.linkedin.com/company/esyst/	https://www.twitter.com/EsystNL	
esz-consulting	ESZ Consulting is a digital development consultancy.	Chichester, West Sussex, United Kingdom	1-10	Private	www.eszconsulting.com	1,895,481	2009	Active	For Profit	sales@eszconsulting.com		ESZ Consulting Limited	+44 20 8123 6240															Developer APIs	Mobile Apps	Project Management	Software	Web Apps																																	https://www.facebook.com/ESZConsulting/	https://www.linkedin.com/company/esz-consulting/		
eta-beta-consulting	Eta Beta Consulting offers services such as cloud and web applications, document archiving, business Intelligence and advanced statistics.	Torino, Piemonte, Italy	1-10	Private	www.etabetaconsulting.net	1,873,063	Jan 29, 1993	Active	For Profit	info@etabetaconsulting.net	European Union (EU)		39-0113241409															Business Intelligence	Cloud Computing	Web Apps																																						
e-tailors	E-tailors is a digital agency providing professional open source software such as Magento, TYPO3, WordPress, the mobile app and the web app.	Weert, Limburg, The Netherlands	1-10	Private	www.e-tailors.com	1,428,784	Aug 31, 2017	Active	For Profit	info@e-tailors.com	European Union (EU)	e-tailors	495229986				e-tailors BV											Digital Marketing	Mobile Apps	Software	Web Apps																																		https://www.facebook.com/Etailors1			
etelenima	eTELENIMA is department responsible for adapting of TELENIMA contents to the electronic devices, smart TVs, mobiles, tablets, and so on.	Vitry-sur-seine, Ile-de-France, France	1-10	Private	www.etelenima.com	1,333,377	2017	Active	For Profit		European Union (EU)			Laetitea Halin			TELENIMA, Electronics Telenima			TELENIMA								Consumer Electronics	Digital Entertainment	Digital Media	Film Production	Internet	Media and Entertainment	Mobile Advertising	Mobile Devices	Web Apps																													https://www.facebook.com/eTELENIMA	https://www.linkedin.com/company/etelenima	https://twitter.com/etelenima	
etgi-group	ETGI Group offers products to corporates and educational market like video conferencing and e-learning.	Ankara, Ankara, Turkey		Private	www.etgigrup.com	1,036,165	2011	Active	For Profit	info@etgigrup.com		"ETGİ GROUP """	+90 312 344 88 83															E-Learning	EdTech	Software	Video	Web Apps																																	https://www.facebook.com/etgigrup	https://www.linkedin.com/company/etgigrup	https://twitter.com/etgi_grup	
