Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Everstream,https://www.crunchbase.com/organization/everstream-solutions,"Everstream is a Cleveland-based network service provider bringing fiber-based Ethernet, Internet, and data center solutions to businesses throughout Northeast Ohio. They focus on delivering best-in-class network solutions while providing an unrivaled commitment to customer service. With over 2,500 miles of fiber across 24 counties and comprehensive data center connectivity at 10 Gigabit speed, they provide the fastest, most reliable network in the region. Their 24/7 network operations center is staffed and operated by certified technical staff based in downtown Cleveland. Everstream was founded in 2014 and is based in Cleveland, Ohio.","Cloud Data Services, Data Center, Information Technology, Internet, Telecommunications",http://everstream.net,"Cleveland, Ohio, United States",Everstream is a telecom company that provides fiber internet services to mid-sized and large enterprises and businesses.,"13,226","34,752","41,668.83",23.29%,-96.22%,26,1.88,-24.54%,68.69%,-9.69%,"1,085,546","-116,941",-9.72%,"Great Lakes, Midwestern US",Active,2014-01-01,year,,251-500,,,,885146,USD,885146
RightForge,https://www.crunchbase.com/organization/rightforge,"RightForge is a technology infrastructure company that specializes in cloud hosting. The company was founded in 2021 by Aron Wagner, Sean Tario, and Martin Avila and is headquartered in the United States of America","Cloud Data Services, Data Center, Information Technology, Web Development, Web Hosting",https://rightforge.com,"Washington, District of Columbia, United States",RightForge is a technology infrastructure company that specializes in cloud hosting.,"117,518","32,540","10,115.5",465.62%,-95.37%,32,2.03,-65.75%,47.3%,38.18%,"1,104,158","-1,710,729",-60.77%,"Washington DC Metro Area, Southern US",Active,2021-01-01,year,3,11-50,"Aron Wagner, Martin Avila, Sean Tario",,,,,
Kensho,https://www.crunchbase.com/organization/kensho,"Kensho combines natural language search queries, graphical user interfaces, and secure cloud computing to create a new class of analytics tools for investment professionals. Addressing the three biggest challenges surrounding investment analysis on Wall Street today—speed, scale, and automation—Kensho's intelligent computer systems are capable of answering complex financial questions posed in plain English. Kensho is a data analytics and machine intelligence company.  Kensho deploys scalable machine learning and analytics systems across the most critical government and commercial institutions in the world to solve some of the hardest analytical problems of our time. Founded in the spring of 2013 out of MIT and Harvard, Kensho's senior team members come from veteran positions at Google, Apple, and the United States Federal Reserve. They are a diverse and spirited group of engineers, scientists, and financial professionals who are accomplished analytical thinkers and passionate problem solvers. Together, their multi-talented team includes Ph.D. physicists, a three-time International Olympiad in Informatics (IOI) world champion, Ph.D. economists, internationally competitive chess players, the author of Quantitative Finance for Physicists, a member of the original Apple iPhone engineering team, and one of the youngest ever entrants to Harvard College (age 15).","Analytics, Cloud Data Services, Machine Learning, Software",https://kensho.com/,"Cambridge, Massachusetts, United States","Kensho combines natural language search, graphical user interfaces, and secure cloud computing to create a new class of analytics tools.","5,917","32,249","14,004.17",86.24%,"1,870.59%",335,1.44,42.06%,65.77%,-33.13%,"1,109,919","-417,109",-27.32%,"Greater Boston Area, East Coast, New England",Active,2013-05-01,day,2,51-100,"Daniel Nadler, Pete Kruskall",,,,,
Onlizer,https://www.crunchbase.com/organization/onlizer,,"Cloud Computing, Cloud Data Services, Data Integration, Marketing Automation, Sales Automation, Software",https://onlizer.com,"Lewes, Delaware, United States",Onlizer creates a new experience of services integration and processes automation solutions for both automators and business clients.,"83,764","31,992","32,321.33",87.09%,103.81%,214,2.23,16.17%,51.01%,-25.7%,"1,114,878","-422,311",-27.47%,"East Coast, Southern US",Active,2016-02-01,month,1,11-50,Andriy Deren,,,,,
Arrikto,https://www.crunchbase.com/organization/arrikto,"Arrikto empowers you to rapidly turn data into actionable insights by democratizing machine learning and automating complex workflows. Our MLOps platform enable your data science and machine learning operations teams to collaborate together to continuously build, train, deploy, and serve machine learning models with DevOps efficiency. Simplify and accelerate your projects with code to pipeline automation, advanced data management, and global scale collaboration.  Extend many of the benefits across your data science ecosystem to your other critical Kubernetes based data rich applications.","Cloud Data Services, Computer, Machine Learning, Software",http://www.arrikto.com/,"San Mateo, California, United States","Democratizing Kubernetes Machine Learning with Kubeflow, simplified data automation, and accelerated collaboration","10,371","30,224","29,563.33",86.1%,-75.41%,75,2.85,7.01%,65.22%,17.43%,"1,153,418","-428,256",-27.08%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,2,51-100,"Constantinos Venetsanopoulos, Vangelis Koukis",,,,,
Kentik,https://www.crunchbase.com/organization/cloudhelix-inc,"Kentik is a network observability company. Its platform is a must-have for the network front line, whether digital business, corporate IT, or service provider. Network professionals turn to the Kentik Network Observability Cloud to plan, run, and fix any network, relying on our infinite granularity, AI-driven insights, and insanely fast search.","Cloud Data Services, Information Technology, Network Security",http://www.kentik.com,"San Francisco, California, United States","Kentik is a network management platform that provides visibility, performance, and security services to digital enterprises.","4,308","29,612","37,447",-27.68%,-60.44%,618,2.5,-3.93%,58.02%,-3.49%,"1,167,190","268,095",29.82%,"San Francisco Bay Area, West Coast, Western US",Active,2014-01-01,year,5,101-250,"Avi Freedman, Dan Ellis, Ian Applegate, Ian Pye, Justin Biegel",,,693396,USD,693396
Skycatch,https://www.crunchbase.com/organization/skycatch,"Skycatch builds technology to autonomously capture, process, and analyze 3D drone data to provide companies with an accurate visualization of the physical world. It is the leading industrial data collection and analytics company, focused on indexing and extracting critical information from the physical world. They use a combination of hardware, software, and artificial intelligence to deliver high precision data at unprecedented speed and ease of use. It was incorporated in 2013 and is based in San Francisco, California.","Artificial Intelligence, Cloud Data Services, Drones, Machine Learning, Robotics, Software",https://www.skycatch.com,"San Francisco, California, United States","Skycatch builds technology to autonomously capture, process, and analyze 3D drone data.","8,090","29,379","14,996",21.27%,8.05%,577,1.33,3.77%,76.25%,0.08%,"1,212,465","-115,334",-8.69%,"San Francisco Bay Area, West Coast, Western US",Active,2013-01-01,year,3,51-100,"Christian Sanz, Christopher Bumgardner, Mark Heynen",3,37,602197,USD,602197
Viakoo,https://www.crunchbase.com/organization/viakoo-inc,"Today’s enterprises have cyber vulnerabilities caused by thousands of unmanaged and IoT devices that keep their employees and facilities secure, patients alive, office temperatures just right, and perform dozens of other critical functions to ensure the business runs smoothly. If the security of those devices is compromised, the business itself is compromised. Viakoo Action Platform with firmware patching, certificate management, and password enforcement helps protect these device vulnerabilities.","Cloud Data Services, Cyber Security, Internet of Things, IT Infrastructure, Physical Security, SaaS",https://www.viakoo.com,"Mountain View, California, United States","Vulnerability management for unmanaged & IoT Devices; firmware patching, certificate management, password enforcement, and service assurance","18,938","29,176",,,,"1,152",5.55,,8.95%,,"1,218,090",,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2013-02-01,month,5,11-50,"Bart Nanni, Bud Broomhead, David Nelson-Gal, Manqing Liu, Mark McCourt",,,99957,USD,99957
ZEDEDA,https://www.crunchbase.com/organization/zededa,"ZEDEDA is a provider of distributed edge orchestration and virtualization software. It focused on edge virtualization to deliver visibility, control, and protection for distributed edge gateways, applications, and networks at the enterprise edge as a cloud-based service. It was founded in 2016 and is based in 	San Jose, California, United States.","Cloud Computing, Cloud Data Services, Open Source, Software",https://www.zededa.com/,"San Jose, California, United States",ZEDEDA is a provider of distributed edge orchestration and virtualization software.,"4,789","28,611","17,211",206.82%,-93.75%,1,1.03,-47.76%,99.33%,31.98%,"1,235,124","-1,031,089",-45.5%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2016-10-01,month,4,11-50,"Erik Nordmark, Roman Shaposhnik, Said Ouissal, Vijay Tapaskar",,,373423,USD,373423
Mito,https://www.crunchbase.com/organization/mito-23bf,,"Analytics, Cloud Data Services, Information Technology",https://www.trymito.io,"Philadelphia, Pennsylvania, United States",Mito is a cloud-based platform that provides python data analysis services.,"206,425","28,456","20,494.33",101.54%,-19.14%,131,1.1,-16.82%,91.98%,11.6%,"1,195,147","-510,296",-29.92%,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2020-01-01,year,2,1-10,"Aaron Diamond Reivich, Jacob Diamond Reivich",,,,,
Sequentum,https://www.crunchbase.com/organization/sequentum,"Sequentum intelligent agents are designed for institutions with a critical reliance on enterprise-grade web data collection, structure and enrichment.  By providing reliable quality data at scale and with governance, we insure the success of any data science operation. Our point and click interface automates 95% of what your data science teams would otherwise need to hand code, driving efficiency, accuracy and value.  Sequentum powers government agencies, large enterprise, sec governed institutions and startups looking to gain an edge from data.  We source, transform and deliver in any format to any endpoint and have easy APIs to integrate directly into your end to end data engineering pipeline.   Sequentum Inc. was set up as a US parent entity in 2017 with funding from Worldquant Ventures and the current SaaS business model and enterprise grade product was born of this new startup.","Big Data, Cloud Data Services, Consulting, Data Integration, Data Mining, Developer Platform, IT Management, SaaS, Software",http://www.sequentum.com,"New York, New York, United States","Reliable Data Pipelines at Enterprise Scale.  Data sourced, transformed, enriched, structured, and delivered.","213,744","28,074","120,538",6.46%,-50.4%,"3,017",25.12,-43.73%,14.53%,467.58%,"1,250,613","-3,133",-0.25%,"Greater New York Area, East Coast, Northeastern US",Active,2017-05-16,day,3,11-50,"Sarah McKenna, Soeren Mondrup, Tony Jaensch",,,,,
Chilliapps,https://www.crunchbase.com/organization/chilliapps,,"Cloud Data Services, Marketing Automation, Software",https://www.chilliapps.com,"Bonsall, California, United States",Chilliapps is a software development company that offers a Cloud-based platform to create marketing automation.,"1,337,127","27,955","97,669.67",-65.33%,4.94%,0,1,-77.63%,100%,143.07%,"1,208,592","632,523",109.8%,"Greater San Diego Area, West Coast, Western US",Active,2014-01-01,year,,11-50,,,,,,
Aisera,https://www.crunchbase.com/organization/aisera,"AISERA is an information technology company that offers solutions for IT, HR, customer service, facilities, and cloud operations of companies, businesses, and organizations. It specializes in artificial intelligence, NLP, and NLU. The company was founded in 2017 and headquartered in Palo Alto, California.","Artificial Intelligence, Cloud Data Services, Information Technology, Machine Learning, Sales Automation",https://www.aisera.com/,"Palo Alto, California, United States","Aisera provides AI-driven service solution that automates operations and support for IT, human resources, sales, and customer service.",522,"27,002","20,120.33",-17.18%,710.71%,908,4.21,144.15%,38.23%,-38.33%,"1,280,413","178,699",16.22%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2017-01-01,year,2,101-250,"Christos Tryfonas, Muddu Sudhakar",,,209897,USD,209897
HYCU,https://www.crunchbase.com/organization/hycu,"HYCU is the fastest-growing leader in the multi-cloud data protection as a service industry. By bringing true SaaS-based data backup and recovery to both on-premises and cloud-native environments, the company provides unparalleled data protection, migration, disaster recovery and ransomware protection to thousands of companies worldwide. As an award-winning and recognized visionary in the industry, HYCU solutions eliminate complexity, risk and the high cost of legacy-based solutions, providing data protection simplicity to make the world safer. With an industry-leading NPS score of 91, customers experience frictionless, cost-effective data protection, anywhere, everywhere. HYCU has raised $140M in VC funding to date and is based in Boston, Mass. Learn more at www.hycu.com.   Keeping people and businesses safe is what drives us. We are a passionate, highly ambitious group of data protectors, innovators, game changers, and simplifiers. Join our team and make a positive impact on the lives of many while building a rewarding career. Named a BBJ “Best Places To Work” in 2022, based on employee survey responses. Visit our careers website to learn more about culture and opportunities at HYCU: www.hycu.com/about/careers  Mission: HYCU, data anywhere, protected everywhere Founded in 2018, HYCU that stands for Hybrid Cloud Up Time is headquartered in Boston, Massachusetts.","Cloud Data Services, Computer, IT Infrastructure, Software",https://www.hycu.com,"Boston, Massachusetts, United States","HYCU, Inc., the world’s fastest growing multi-cloud and hybrid IT data protection as a service company","5,862","25,734","37,221.17",-66.69%,-84.77%,177,3.73,54.05%,52.35%,-5.06%,"1,274,513","682,009",115.11%,"Greater Boston Area, East Coast, New England",Active,2018-01-01,year,2,251-500,"Goran Garevski, Simon Taylor",,,,,
Relica,https://www.crunchbase.com/organization/relica,"Relica is an online backup tool that can backup files from any computer in the world onto its cloud servers. It also provides snapshots, scheduling, encryption, cross-platform, multi-cloud backups, Relica cloud, smart maintenance, multiple destinations, de-duplication, open source restore, incremental backups, symlinks, dotfiles, command-line interface, retention period, multiple computers, and custom backup sets.","Cloud Data Services, Data Integration, Data Storage, Software",https://relicabackup.com,"San Jose, California, United States",Relica is a software company.,"1,684,416","25,723",,,,128,1.11,,94.69%,,"1,274,864",,,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2016-01-01,year,,,,,,,,
iReviews,https://www.crunchbase.com/organization/ireviews,Reviews of innovative products and services that are going to shape our future.,"3D Printing, 3D Technology, Cloud Data Services, Drones, Robotics",http://ireviews.com,"Palo Alto, California, United States",Reviews of breakthrough technology,"436,075","25,621","36,357.33",9.82%,-98.77%,1,1.28,27.05%,85.59%,-13.81%,"1,278,027","4,481",0.35%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,,1-10,,,,,,
QA Wolf,https://www.crunchbase.com/organization/qa-wolf,"QA Wolf is a cloud-based platform designed to detect bugs. The company's browser testing platform includes features such as video and logs debugging, email alerts, test creation, code conversion, one-click test running, deployment, and test failures summary, allowing clients to debug programs in an efficient and convenient manner.","Cloud Data Services, Developer Platform, Information Technology, IT Management, Software",https://www.maincrypto.my.id/,"Herndon, Virginia, United States",QA Wolf is a cloud-based platform designed to detect bugs.,"1,516","23,159","19,381.67",97.74%,4.16%,401,2.19,-1.65%,60.65%,-9.73%,"1,369,660","-512,858",-27.24%,"Washington DC Metro Area, East Coast, Southern US",Active,2019-01-01,year,3,1-10,"Jon Perl, Laura Cressman, Scott Wilson",,,,,
Datajoin,https://www.crunchbase.com/organization/datajoin,"Datajoin provides a no-code, automated solution for integrating first-party sales and marketing data from application to application, purpose built to solve the most critical challenges for B2B marketing teams. CRM, digital analytics, and marketing automation application data live in software siloes that don't talk to each other. Datajoin eliminates those siloes with their proprietary Micro Integrations that enable marketing teams to activate data directly in the tools they use every day. Fortune 500 companies like Adobe, Cisco, Arm, and AARP rely on their Micro Integrations to more effectively measure marketing activities and improve customer experiences by enriching marketing automation data with buyer behavior. At Datajoin, they believe marketing analytics has become too complicated, and they've made it their mission to make it simple. That's why their product requires no code, no new software platform to adopt, and is built specifically for B2B marketers. It's frictionless.","Analytics, Business Intelligence, Cloud Data Services, Data Integration, Database, Digital Marketing, Email Marketing, Marketing, Marketing Automation, Software",https://datajoin.com,"Provo, Utah, United States","Datajoin provides a no-code, automated solution for integrating first-party sales and marketing data from application to application.","29,058","21,957","5,788.5","1,238.84%",-32.72%,109,2.91,24.77%,36.28%,-51.26%,"1,441,703","-4,109,630",-74.03%,Western US,Active,2018-01-01,year,1,1-10,Sam Fonoimoana,,,,,
Enable,https://www.crunchbase.com/organization/enable-f952,"So much more than rebate management, Enable is the collaboration platform for maximizing the performance of B2B deals while improving financial transparency and operational efficiency. Enable’s vision is for intelligent deals to connect every trading relationship. We’re reshaping how B2B deals are deployed, managed and measured to help both sides of the trading relationship succeed, by driving mutually profitable growth.","B2B, Cloud Data Services, Finance, SaaS, Software",http://enable.com,"San Francisco, California, United States",Enable is a startup developing a cloud-based software tool for business-to-business rebate management.,"2,066","21,048","20,756.5",46.6%,-78.31%,36,1.22,-27.66%,83.53%,55.4%,"1,475,775","-301,104",-16.95%,"San Francisco Bay Area, West Coast, Western US",Active,2016-01-01,year,2,251-500,"Andrew Butt, Denys C. Shortt",,,,,
PastorsLine,https://www.crunchbase.com/organization/pastorsline,"PastorsLine is a subscription-based, bulk text and calling system for pastors, evangelists and church communicators that allow you to connect with your flock. PastorsLine offers a 2-way, text, voice, and automation communication tool that equips Pastors and Church leaders to effectively engage your members and visitors via their mobile devices. Works great for small churches or multi-campuses. Our company is known for its customer service, willingness to listen, and agility in responding to its church partners’ needs.","Cloud Data Services, Messaging, Telecommunications",https://pastorsline.com,"Grandville, Michigan, United States",PastorsLine is a cloud-based text and voice system agency offering voice & text services for business development.,"506,923","20,943","35,990.83",-11.4%,-9.02%,484,3.91,-7.22%,20.44%,-52.01%,"1,455,871","192,628",15.25%,"Great Lakes, Midwestern US",Active,2013-01-01,year,,11-50,,,,,,
eCloudvalley,https://www.crunchbase.com/organization/ecloudvalley,"eCloudvalley Digital Technology is a fast-growing company, starting AWS business at the beginning of 2014 and obtained the status of AWS Managed Service Partner in 2016. In 2017, eCloudvalley became the very first AWS Premier Consulting Partner in the Greater China Region (GCR) and acquired certifications of ISO 27001 and ISO 27017. In the same year, we obtained the status of AWS Authorized Training Partner and started to provide a well-organized AWS learning path for our customers. Then, we also passed AWS DevOps Competency, AWS Security Competency, AWS SAP Competency, AWS Data & Analytics Competency, and AWS Mobile Competency, etc. With all these competencies audited by AWS, eCloudvalley cloud solutions are proved to be effective and reliable. Moreover, eCloudvalley is one of the notable vendors in the Asia Pacific Representative Vendors of Public Cloud MSP selected by Gartner in 2020. eCloudvalley has committed to digitalize with the cloud since the first day of business. We acquired certifications of ISO 9001 in 2020, providing services that meet customer needs with high-quality operational quality. eCloudvalley evolves our technology skills and keeps providing intelligent, automated managed services for our customers.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Information Technology, Internet of Things, Training",https://www.ecloudvalley.com,"Seattle, Washington, United States",eCloudvalley is a born-in-cloud company evolving the customers’ business with cloud technology.,"118,486","19,951","16,482.17",42.59%,26.43%,354,4.69,48.05%,66.23%,42.31%,"1,493,562","-220,308",-12.85%,"Greater Seattle Area, West Coast, Western US",Active,2013-09-13,day,1,251-500,MP Tsai,,,,,
Case Status,https://www.crunchbase.com/organization/case-status,"Case Status operates as cloud-based, client engagement tool for the legal services industry. It develops an application that provides solutions, including track and measure client happiness, send updates to clients, and communicate with clients.  Andrew Seavers and Lauren Sturdivant founded Case Status in 2017. It has its headquarters in Birmingham, AL.","Cloud Data Services, Legal, Legal Tech, Professional Services, SaaS, Software",https://casestatus.com/,"North Charleston, South Carolina, United States",Case Status operates as a cloud-based client management tool for the legal services industry.,"26,613","19,794","22,961.17",50.08%,-97.3%,2,1.1,-8.23%,93.4%,6.05%,"1,524,080","-334,788",-18.01%,"East Coast, Southern US",Active,2017-01-01,year,2,11-50,"Andy Seavers, Lauren Sturdivant",,,,,
Cloudurable,https://www.crunchbase.com/organization/cloudurable,"Cloudurable provides services to support clients' cassandra and kafka deployments in the aws cloud. That includes training, mentoring, consulting, and subscription production support. Their training includes cassandra training, kafka training, dynamodb training, and kinesis training.","Cloud Data Services, Cloud Infrastructure, Developer Tools, Training",https://cloudurable.com,"San Francisco, California, United States",Cloudurable is a developer platform for aws cloud.,"1,779,578","18,930","14,259.83",51.8%,-33.33%,60,1.25,-23.31%,86.61%,4.25%,"1,565,124","-353,388",-18.42%,"San Francisco Bay Area, West Coast, Western US",Active,2013-01-01,year,,11-50,,,,,,
Cyral,https://www.crunchbase.com/organization/cyral,"Cyral delivers visibility, control, and security for the Data Cloud. It has developed a lightweight service to intercept all requests from all apps, tools, and users to any structured or semi-structured data store, without impacting performance or scalability. It helps companies with assurance, segmentation, and governance of their data services in the cloud. Benefits for organizations using Cyral include the Identity Federation and Zero Trust - unified data access management for all data repositories using your existing identity provider. Identify users behind shared service credentials from BI tools and apps. Simplify privileged access approvals and break glass procedures; Data Segmentation - enforce the least privilege and segregation of duties across all your users and data repositories. Protect data spillage from one application tenant to another due to logic and configuration errors. Secure data from exfiltration without requiring any changes to applications; and Data Activity Monitoring - provide a complete, real-time activity trail of all accesses to data, by underlying user or tenant, and track who did what. Speed up audits and forensics, troubleshoot performance issues faster, and simplify compliance checks.","Cloud Data Services, Cloud Security, SaaS",https://www.cyral.com/,"Redwood City, California, United States","Cyral is the first cloud-native solution that makes it easy to observe, control, and protect the data cloud.","7,402","18,359","17,679.17",45.88%,-86.84%,5,1.12,-39.05%,88.41%,97.17%,"1,561,685","-248,980",-13.75%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2018-01-01,year,2,11-50,"Manav Mital, Srini Vadlamani",,,,,
Sonrai Security,https://www.crunchbase.com/organization/sonrai-security,"Sonrai Security delivers an enterprise security platform for AWS, Azure, Google Cloud, and Kubernetes. The Sonrai Dig platform is built on a sophisticated graph that identifies and monitors every possible relationship between identities and data that exists inside an organization’s public cloud. Dig’s Governance Automation Engine automates workflow, remediation, and prevention capabilities across cloud and security teams to ensure end-to-end security.","Cloud Data Services, Cloud Security, Identity Management, Information Technology, Software",https://sonraisecurity.com,"New York, New York, United States","Sonrai Security delivers enterprise cloud security for companies running on AWS, Azure, and Google Cloud.","6,024","17,811","18,109.17",-24.18%,"5,088.89%",934,1.79,34.73%,61.49%,-29.55%,"1,588,172","320,008",25.23%,"Greater New York Area, East Coast, Northeastern US",Active,2017-12-01,month,2,51-100,"Brendan Hannigan, Sandy Bird",,,,,
SkyPoint Cloud,https://www.crunchbase.com/organization/skypoint-cloud-inc,"SkyPoint’s mission is to bring people and data together.  We are the industry's first Modern Data Stack Platform with built-in data lakehouse, supplier 360, customer 360, supply chain insights, data privacy vault, ELT / Reverse ETL, data integration, privacy compliance automation, data governance, analytics and managed services for organizations in several industries including healthcare, life sciences, senior living, retail, hospitality, business services and financial services. Industry leaders and over 10 million end users currently use SkyPoint.","Analytics, Cloud Data Services, Cyber Security, Data Integration, Retail",https://skypointcloud.com,"Lake Oswego, Oregon, United States",The Modern Data Stack Platform and Industry Solutions,"72,432","17,184","7,989.5","4,852.16%",43.75%,21,1.49,48.86%,63.36%,-36.64%,"1,619,150","-6,613,087",-80.33%,"West Coast, Western US",Active,2019-05-05,day,1,101-250,Tisson Mathew,,,,,
ArDrive,https://www.crunchbase.com/organization/ardrive,"ArDrive provides permanent, secure, always-on data storage for a single, one-time fee. Keep documents, photos, and videos safe in an indelible vault for a lifetime. The company in 2020 was founded by Phil Mataras.","Blockchain, Cloud Data Services, Cloud Security, Data Storage",https://ardrive.io/,"Westwood, New Jersey, United States","ArDrive is a blockchain-based application for permanent storage of documents, photos, and videos.","11,333","17,183","15,321",165.21%,-93.16%,300,2.03,96.26%,80.66%,-16.66%,"1,649,297","-1,098,970",-39.99%,"Greater New York Area, East Coast, Northeastern US",Active,2020-01-01,year,1,1-10,Philip Mataras,,,,,
Yellowbrick Data,https://www.crunchbase.com/organization/yellowbrick-data,"Yellowbrick Data was founded in 2014 by experts in database and flash memory technologies to simplify data warehousing. They wanted to solve the challenges of high availability, running complex mixed workloads, support for ad-hoc SQL, computing correct answers on any schema, massive scalability and supporting large numbers of concurrent users. Yellowbrick Data empowers companies to make faster decisions with all of their data. Built for enterprises and the hybrid cloud, the Yellowbrick Data Warehouse deploys powerful analytics anywhere, with best-in-class economics.","Analytics, Cloud Data Services, Database, Information Technology, Software",https://yellowbrick.com,"Palo Alto, California, United States",Yellowbrick Data empowers companies to make faster decisions with all of their data.,"2,221","16,704","11,546",200.16%,227.27%,36,1.41,20.64%,79.38%,-10.75%,"1,675,876","-1,425,134",-45.96%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,2,101-250,"Jim Dawson, Neil Carson",,,,,
Strata Identity,https://www.crunchbase.com/organization/strata-identity,"Strata Identity provides distributed multi-cloud identity solutions to enterprises. Its identity orchestration platform is designed specifically for hybrid and multi-cloud environments that enable users to easily manage distributed identity systems. The company was founded in 2019 and is headquartered in Boulder, with offices in Vancouver, San Francisco, Austin, and Atlanta.","Cloud Data Services, Identity Management, Information Technology, Software",https://www.strata.io,"Boulder, Colorado, United States",Strata Identity helps companies using multiple clouds manage identity and security policies across the different cloud services.,"8,574","15,891",,32.13%,"3,183.33%",197,1.27,-10.6%,86.15%,49.96%,"1,688,104","-168,402",-9.07%,"Greater Denver Area, Western US",Active,2019-01-01,year,3,11-50,"Eric Leach, Eric Olden, Topher Marie",,,,,
Teridion,https://www.crunchbase.com/organization/teridion,"Teridion is a superior cloud-based global connectivity platform. Teridion's network has over 500 points of presence worldwide and works with over 25 public clouds to ensure a stable, high performance connectivity anywhere (including mainland China!). The WAN as a service solution works with any edge device and is easy to scale and set up, with no hardware or software required. Teridion's solutions fit global enterprises and SaaS companies. Its interoperability makes it the perfect solution to integrate with additional backend solutions, as well as security ones. Teridion handles middle-mile issues (core network issues) to ensures that routes are always performing at maximum optimization, bringing you up to 20X more  throughput versus public Internet.","Cloud Data Services, Internet, SaaS, Telecommunications",http://www.teridion.com/,"San Jose, California, United States",A superior cloud-based global connectivity platform. Teridion’s network delivers a high performance WAN as a service – SLA Guaranteed,"84,485","15,195",,520.2%,,0,1.01,-37.58%,99.44%,67.77%,"1,769,248","-2,861,459",-61.79%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-01-01,year,3,11-50,"David Maman, Doron Samelson, Elad Rave",,,,,
Plianced,https://www.crunchbase.com/organization/plianced,,"Cloud Data Services, Information Services, Information Technology",https://www.plianced.com/,"New York, New York, United States","Plianced is the fastest growing professional network for Compliance learning, jobs and expert access.","918,433","15,119","18,313.5",-47.98%,-97.25%,3,1.41,26.91%,58.66%,-37.81%,"1,774,372","594,303",50.36%,"Greater New York Area, East Coast, Northeastern US",Active,2014-01-01,year,,11-50,,,,,,
Juicedata,https://www.crunchbase.com/organization/juicefs,Juicedata is helping engineers to access and manage data easily in cloud.,"Big Data, Cloud Data Services, Cloud Storage, Information Technology",https://juicefs.com,"Emeryville, California, United States",Juicedata is helping engineers to access and manage data easily in cloud.,"178,243","14,109","20,472",19.33%,68.17%,486,1.84,-22.89%,45.18%,-35.43%,"1,793,678","-79,256",-4.23%,"San Francisco Bay Area, West Coast, Western US",Active,2017-04-01,day,2,11-50,"Davies Liu, Rui Su",,,,,
Traceable,https://www.crunchbase.com/organization/traceable,"Traceable combines the end-to-end distributed tracing, cloud-native integrations, and advanced behavioral analytics to provide modern application and API security. It natively instruments Kubernetes, Envoy Service Mesh, Serverless, and other cloud-native environments to secure transactions. Traceable leverages machine learning technology to analyze data from the user and session to the application code in order to learn normal application behavior and detect activities that deviate from the norm, allowing businesses to easily analyze attack attempts and perform root cause analysis to conduct security operations.","Analytics, Artificial Intelligence, Cloud Data Services, Cyber Security, Data Integration, Network Security, Software",https://www.traceable.ai/,"San Francisco, California, United States",Traceable is a startup developing an end-to-end cloud app security solution.,"1,622","14,042","15,083.17",-32.77%,108.92%,445,1.8,-33.68%,48.89%,45.03%,"1,798,077","423,581",30.82%,"San Francisco Bay Area, West Coast, Western US",Active,2018-01-01,year,2,101-250,"Jyoti Bansal, Sanjay Nagaraj",,,,,
Calico,https://www.crunchbase.com/organization/calico-3,"Project Calico's mission is to provide an open pure L3 approach to virtual networking for highly scalable data centers that integrates seamlessly with could orchestration systems (such as OpenStack) to enable secure IP communication between virtual machines, containers, or bare metal workloads.","Cloud Data Services, Information Technology, Internet, Robotics, Software",https://www.projectcalico.org/,"San Francisco, California, United States",Calico A pure L3 approach to virtual networking for highly scalable data centers.,"567,703","13,836","10,799",98.14%,-26.8%,224,1.76,8.9%,59.24%,-18.2%,"1,866,076","-796,869",-29.92%,"San Francisco Bay Area, West Coast, Western US",Active,2014-01-01,year,,501-1000,,2,,,,
Axcelinno,https://www.crunchbase.com/organization/axcelinno,,"Cloud Data Services, Cloud Infrastructure, Information Technology",https://www.axcelinno.io/,"Frisco, Texas, United States","Axcelinno is an information technology firm that offers digital innovation, cloud management and cloud security services.","322,564","13,824",,,,353,1.25,,75%,,"1,812,132",,,"Dallas/Fort Worth Metroplex, Southern US",Active,2017-01-01,year,1,11-50,Farhan Hussain,,,,,
