Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Transcription Hub,https://www.crunchbase.com/organization/transcription-hub,,"Audio, Cloud Data Services, Video",http://www.transcriptionhub.com,"Issaquah, Washington, United States","Focus on delighting customers through Cost Effective, Simple, Self-Service & Secure Audio and Video Transcription Services.","370,173","135,026","77,793.33",33.88%,79.69%,584,4.37,13.63%,42.01%,-20.1%,"448,230","-78,266",-14.87%,"Greater Seattle Area, West Coast, Western US",Active,2011-01-01,day,1,1-10,Harrish Natarajan,,,,,
AgileThought,https://www.crunchbase.com/organization/agilethought,"AgileThought is a pure-play provider of agile-first software at scale, end-to-end digital transformation, and consulting services to Fortune 1000 customers with diversity across end-markets and industry verticals. AgileThought to solve their digital challenges and optimize mission-critical systems to drive business value. AgileThought's solution architects, developers, data scientists, engineers, transformation consultants, automation specialists, and other experts located across the United States and Latin America deliver next-generation software solutions that accelerate the transition to digital platforms across business processes.","Business Intelligence, Cloud Data Services, Mobile Apps, Software",http://www.agilethought.com,"Tampa, Florida, United States","AgileThought is a full-service consulting firm that changes the way people, organizations, and companies view and deliver software projects.","14,006","125,048","45,119",125.36%,39.6%,846,6.34,81.33%,28.04%,13.2%,"455,638","-278,937",-37.97%,"Tampa Bay Area, East Coast, Southern US",Active,2004-05-01,day,1,101-250,John Wagner,,,,,
Qumulo,https://www.crunchbase.com/organization/qumulo,"Qumulo is the file data platform for multi-cloud environments, providing unrivaled freedom, control and real-time visibility for file data at massive scale. The Qumulo experience makes file data management simple with continuous new features, a single solution for all workloads, and access to customer success experts on your schedule.","Big Data, Cloud Data Services, Cloud Storage, Data Storage, Enterprise Software, Software",http://qumulo.com,"Seattle, Washington, United States",Qumulo provides a file data platform for multi-cloud environments with large scale file data.,"3,077","123,641","104,907.83",38.92%,-10.45%,"2,219",10.39,-21.74%,38.14%,59.51%,"476,416","-97,391",-16.97%,"Greater Seattle Area, West Coast, Western US",Active,2012-01-01,year,3,251-500,"Aaron Passey, Neal Fachan, Peter Godman",,,3785186,USD,3785186
Virtustream,https://www.crunchbase.com/organization/virtustream,"Virtustream is a cloud innovator offering enterprise-class cloud solutions to enterprises, governments, and service providers. The company's secure cloud platform enables hybrid cloud deployments, supports multiple hypervisors, and a sub-virtual machine pricing model that is consumption-based. Their xStream Cloud Platform can deliver private, multi-tenant, or hybrid cloud alternatives, managed within a single pane of glass. They also maximize business’s productivity with Cloud Cover, a set of managed services tuned to optimize the way applications run in a cloud. Virtustream was founded in 2008 and is headquartered in McLean, Virginia.","Cloud Computing, Cloud Data Services, Cloud Management, Enterprise Software, IaaS, Information Technology, SaaS, Software",http://www.virtustream.com,"Mclean, Virginia, United States","Virtustream provides cloud computing management software and infrastructure as a service to enterprises, governments, and service providers.","31,771","115,118","66,554",-49.77%,-41.63%,893,4.35,-28.03%,19.7%,90.15%,"498,858","197,076",65.3%,"Washington DC Metro Area, East Coast, Southern US",Active,2008-01-01,year,2,1001-5000,"Kevin Reid, Rodney Rogers",25,,6895201,USD,6895201
ScalaHosting,https://www.crunchbase.com/organization/scala-hosting,"ScalaHosting has been on its journey of providing webhosting services since 2007. It’s a US-based cloud hosting provider with its main focus on the fully managed cloud solutions. By implementing in-house developed innovations, they achieved the most competitive pricing in this segment. They have a simple mission: to replace the traditional shared hosting model with the much more advanced fully managed cloud VPS. Dedicated cloud resources and IP, fully managed with 24/7 live human support, SPanel control panel, daily backups, All-SSD storage, SShield advanced cybersecurity, and a bunch of free webmaster tools all included for the same price as the shared hosting. That is how ScalaHosting is reshaping the global webhosting landscape. They operate their own infrastructure in two Tier-4 datacenters, in the US and EU. Hosting +700k websites for +55k individual customers in 128 countries. Top-rated by TechRadar, Forbes, HostingAdvice, Hostadvice, Hostingfacts, Whoishostingthis, Hostingtribunal, and many others.","Cloud Computing, Cloud Data Services, Cloud Management, Cloud Security, Information Technology, Web Hosting",https://www.scalahosting.com,"Dallas, Texas, United States","ScalaHosting is a niche managed cloud hosting provider and software development company, which recently introduced SPanel and SShield.","229,404","114,832","104,770.5",18.51%,16.21%,674,3.26,5.84%,59.81%,4.33%,"482,927","-26,317",-5.17%,"Dallas/Fort Worth Metroplex, Southern US",Active,2007-01-01,year,3,51-100,"Hristo Rusev, Lyubomir Lyubenov, Vladislav Georgiev",,,,,
Cloud Foundry Foundation,https://www.crunchbase.com/organization/cloud-foundry,"The Cloud Foundry Foundation is an independent non-profit open source organization formed to sustain the development, promotion and adoption of Cloud Foundry as the industry standard for delivering the best developer experiences to companies of all sizes. The Foundation projects include Cloud Foundry Application Runtime, Cloud Foundry Container Runtime, BOSH, Open Service Broker API, Abacus, CF-Local, CredHub, ServiceFabrik, Stratos and more. Cloud Foundry makes it faster and easier to build, test, deploy and scale applications, and is used by more than half the Fortune 500, representing nearly $15 trillion in combined revenue. Cloud Foundry is hosted by The Linux Foundation and is an Apache 2.0 licensed project available on Github: https://github.com/cloudfoundry. To learn more, visit: http://www.cloudfoundry.org.","Cloud Data Services, Communities, Information Technology, Open Source, PaaS, Software",https://www.cloudfoundry.org/,"San Francisco, California, United States",Cloud Foundry Foundation is an Independent non-profit organization that supports the Cloud Foundry collection of open source projects.,"218,094","114,215","120,272.33",-6.01%,-10.31%,322,1.82,15.29%,61.7%,-14.26%,"501,549","37,080",7.98%,"San Francisco Bay Area, West Coast, Western US",Active,2011-01-01,year,1,51-100,Sam Ramji,13,,,,
ServerPilot,https://www.crunchbase.com/organization/serverpilot,,"Cloud Data Services, Web Hosting",http://www.serverpilot.io,"Seattle, Washington, United States",ServerPilot is a server management platform for hosting PHP apps.,"653,026","112,916","110,238.83",9.1%,-24.9%,552,4.46,-38.32%,64.79%,12.78%,"505,681","-12,074",-2.33%,"Greater Seattle Area, West Coast, Western US",Active,2012-01-01,day,,,,,,,,
AppDirect,https://www.crunchbase.com/organization/appdirect,"AppDirect is the cloud service commerce leader making software and products accessible globally. The AppDirect cloud service commerce platform unites providers, developers, and consumers of cloud services into a single ecosystem. This makes it easy for businesses to find, buy, manage, and monitor cloud services from a central location and delivers new opportunities to distribute, sell, and market cloud services. AppDirect-powered marketplaces, billing and distribution, and reselling services help providers – including Telstra, ADP, Samsung, Deutsche Telekom, and others – connect millions of businesses to solutions from Microsoft, Google, Box, and more.  AppDirect is headquartered in San Francisco with global offices.","Apps, Cloud Data Services, PaaS, SaaS, Software",http://www.appdirect.com,"New York, New York, United States",AppDirect provides an end-to-end cloud commerce platform for both monetizing and managing digital customer relationships.,"2,993","111,595","53,558.17",178.35%,-40.37%,65,2.01,27.63%,60.86%,-2.04%,"509,798","-456,545",-47.24%,"Greater New York Area, East Coast, Northeastern US",Active,2009-07-17,day,2,501-1000,"Daniel Saks, Nicolas Desmarais",13,69,,,
ReliaQuest,https://www.crunchbase.com/organization/reliaquest,"ReliaQuest provides a SaaS security platform designed to minimize data loss and business disruptions. Its GreyMatter platform delivers visibility across SIEM, EDR, and multi-cloud environments to speed detection and response while maturing security investments to deliver security confidence. The company was founded in 2007 and is headquartered in Tampa, Florida.","Cloud Data Services, Cyber Security, Information Technology, Network Security, SaaS",http://www.reliaquest.com/,"Tampa, Florida, United States",ReliaQuest provides a SaaS security platform designed to minimize data loss and business disruptions.,"21,973","109,281","41,435.17",566.71%,4.55%,46,1.23,-27.49%,92.34%,72.89%,"499,411","-1,073,706",-68.25%,"Tampa Bay Area, East Coast, Southern US",Active,2007-01-01,year,1,251-500,Brian Murphy,,,11370140,USD,11370140
Devo,https://www.crunchbase.com/organization/logtrust-s-l,"Devo is the only cloud-native logging and security analytics platform that releases the full potential of your data to empower bold, confident action. With unrivaled scale to collect all of your data without compromise, speed to give you immediate access and answers, and clarity to focus on the signals that matter most, Devo is your ally in protecting your organization today and tomorrow. Headquartered in Cambridge, Mass., Devo is backed by Insight Partners, Georgian, TCV, General Atlantic, Bessemer Venture Partners, Kibo Ventures and Eurazeo. Devo Technology was founded in 2011 and is headquartered in Cambridge, Massachusetts.","Analytics, Big Data, Cloud Data Services, Cyber Security, Information Services, Information Technology",http://www.devo.com,"Cambridge, Massachusetts, United States",Devo is a cybersecurity company that provides cloud-native logging and security analytics for organizations.,65,"97,584","44,188.83",231.29%,"1,999.38%","3,380",5.61,61.51%,22.58%,-60.95%,"557,287","-613,489",-52.4%,"Greater Boston Area, East Coast, New England",Active,2011-05-01,day,1,251-500,Pedro Castillo,,,,,
OSNEXUS Corporation,https://www.crunchbase.com/organization/os-nexus,"OSNEXUS enables organizations to manage their storage ranging from small sites to hyper-scale deployments across global datacenters with its QuantaStor SDS industry-leading Software Defined Storage (SDS) platform. The QuantaStor platform provides scale-out file, block, and object storage technology as a single, easy-to-manage solution. QuantaStor SDS, deployed by Global 500 companies worldwide, addresses a broad set of storage use cases including server virtualization, big data, cloud computing, and high performance applications through scale-out physical and virtual storage appliances.","Cloud Data Services, Computer, Cyber Security, Enterprise Software, Information Technology, Linux, Manufacturing, Software",http://www.osnexus.com,"Bellevue, Washington, United States","Leading file, block, and object software defined storage (SDS) manufacturer with the QuantaStor platform.","184,756","94,864","55,727.83",560.57%,-17.44%,"1,018",2.17,-42.3%,61.11%,13%,"567,273","-1,209,395",-68.07%,"Greater Seattle Area, West Coast, Western US",Active,2010-02-22,day,2,11-50,"Charles Egerton, Steven Umbehocker",,,,,
Backupify,https://www.crunchbase.com/organization/backupify,,"Cloud Data Services, Enterprise Software, Search Engine",https://www.backupify.com,"Cambridge, Massachusetts, United States","Backupify is a backup technology provider for cloud-based data, offering archiving, search and restore solutions for online services.","51,136","93,288","75,257.5",28.54%,-31.22%,511,4.93,-25.04%,30.9%,5.03%,"573,530","-82,985",-12.64%,"Greater Boston Area, East Coast, New England",Active,2008-11-01,day,2,501-1000,"Rob May, Vik Chadha",,,,,
SingleStore,https://www.crunchbase.com/organization/memsql,"SingleStore is a provider of a database for operational analytics and cloud-native applications. It provides global enterprises with an intelligent database that works on any cloud on-premises or as a service runs transactions and analytics at the same time and lets clients promote their business through analytics and combine semi-structured data into a consolidated big data platform. The company was founded in 2011 and is headquartered in San Francisco, California.","Analytics, Big Data, Cloud Data Services, Database, Enterprise Software, Software",https://www.singlestore.com/,"San Francisco, California, United States",SingleStore is a provider of a database for operational analytics and cloud-native applications.,"2,111","91,886","131,124.33",-0.44%,-25.11%,176,1.57,-4.37%,83.29%,17.36%,"560,989","35,067",6.67%,"San Francisco Bay Area, West Coast, Western US",Active,2011-01-01,year,3,251-500,"Adam Prout, Eric Frenkiel, Nikita Shamgunov",,,,,
SOASTA,https://www.crunchbase.com/organization/soasta,"SOASTA is a performance analytics platform that enables digital business owners to gain unprecedented and continuous performance insights into their real user experience on mobile and web devices in real-time and at scale.  With more than 10 million tests performed and more than 100 billion user experiences measured, SOASTA is the digital performance expert trusted by industry‐leading companies, including Experian, Gilt Groupe, Hallmark, Intuit, Microsoft, and Netflix.  It was incorporated in 2006 and is headquartered in Mountain View, California with additional offices in the United States and London.","Analytics, Cloud Computing, Cloud Data Services, Enterprise Software, Information Services, Information Technology, Internet, Software, Test and Measurement",http://www.soasta.com,"Mountain View, California, United States",SOASTA is a performance analytics platform that enables digital business owners to gain unprecedented and continuous performance insights.,"31,569","90,405","81,285.67",32.35%,74.18%,"1,214",3.94,11.51%,23.45%,26.96%,"567,362","-74,320",-11.58%,"San Francisco Bay Area, Silicon Valley, West Coast",Closed,2006-02-18,day,3,251-500,"Ken Gardner, Lisa Bergamo, Tom Lounibos",,,,,
Spanning Cloud Apps,https://www.crunchbase.com/organization/spanning-cloud-apps,"Spanning Cloud Apps, a Kaseya company, is the leading provider of backup and recovery for SaaS applications, helping organizations around the globe protect their information in the cloud. The company provides powerful, enterprise-class data protection for Microsoft Office 365, G Suite, and Salesforce. With data centers located in North America, the EU, and Australia, Spanning Backup is the most trusted cloud-to-cloud backup solution for thousands of companies and millions of users around the world. Learn more at www.spanning.com. Follow Spanning on Twitter @spanningbackup.","Cloud Data Services, Enterprise Software, SaaS, Software",http://spanning.com,"Austin, Texas, United States",Spanning Cloud Apps is the leading provider of backup and recovery for SaaS applications.,"53,965","79,198","79,793.67",-3.61%,"2,128.57%",936,1.44,9.2%,80.39%,6.75%,"639,773","35,351",5.85%,Southern US,Active,2010-09-01,day,2,51-100,"Charlie Wood, Jeff Erramouspe",1,,613360,USD,613360
Panzura,https://www.crunchbase.com/organization/panzura,"Panzura transforms cloud object storage into a high performance file system, letting enterprises use the cloud like a globally available data center. Panzura's global file system offers the functionality of single-site network-attached storage, at LAN speed, globally.  That includes: - Automatic file locking: Only one user can ever edit a file at the same time - Immediate global data consistency: Once saved, file edits are visible to all users without delay - Local file operation performance: Files open and save as fast as if they were stored locally This ransomware-proof file system delivers 1 authoritative data source for all users to work from, with data de-duplicated, compressed and encrypted.  That gives IT teams 1 security policy to implement, on a single set of data, 1 view over the entire file network, to lower management costs and 1 set of data to manage without remote replication, or backups. Visit panzura.com to find out more.","Big Data, Cloud Data Services, Cloud Storage, Information Technology, Software",https://www.panzura.com,"San Jose, California, United States","Panzura's cloud data management technology offers a global file system, data consolidation, data protection and data intelligence.","5,455","74,186","39,849.17",-26.79%,141.86%,"1,664",10.6,215.67%,32.5%,135.17%,"667,426","142,642",27.18%,"San Francisco Bay Area, Silicon Valley, West Coast",Closed,2008-07-01,day,2,101-250,"John Taylor, Randy Chou",,,,,
Goby,https://www.crunchbase.com/organization/goby-llc,"Goby is the most comprehensive and intuitive platform for ESG (Environmental, Social, Governance) management. It helps businesses establish, monitor, and communicate ESG initiatives that provide an imperative to attract and retain capital, accelerate sustainable and responsible growth, and mitigate enterprise risk.","CleanTech, Cloud Data Services, Consulting, Energy Management, SaaS",https://www.gobyinc.com/,"Chicago, Illinois, United States","Goby is the most comprehensive and intuitive platform for ESG (Environmental, Social, Governance) management.","28,159","73,516","33,678.5",350.41%,34.36%,391,1.64,23.29%,77.02%,-3.73%,"650,777","-926,303",-58.74%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2008-01-01,year,2,51-100,"Chris Happ, Ryan Nelson",,,,,
HostHatch,https://www.crunchbase.com/organization/hosthatch,,"Cloud Data Services, Data Storage, IaaS, Virtualization",https://hosthatch.com/,"Tampa, Florida, United States",HostHatch is an infrastructure-as-a-service provider that specializes in cloud virtual machines powered by NVMe SSDs.,"239,054","73,405","34,520.83",68.23%,-77.89%,233,4.53,61.4%,24.58%,-44.56%,"672,012","-245,834",-26.78%,"Tampa Bay Area, East Coast, Southern US",Active,2011-01-01,year,,1-10,,,,40121,USD,40121
HGS Digital,https://www.crunchbase.com/organization/hgs-digital,,"Analytics, Cloud Data Services, Consulting",https://hgs.cx,"Chicago, Illinois, United States","HGS Digital helps companies with digital transformation, analytics and cloud strategic services to improve revenue and optimize operations.","244,027","72,719","70,315.17",10.49%,601.56%,898,1.57,23.8%,75.72%,-8.95%,"676,243","-24,497",-3.5%,"Greater Chicago Area, Great Lakes, Midwestern US",Active,2003-01-01,year,,251-500,,,,,,
Vistapointe,https://www.crunchbase.com/organization/vistapointe,,"Cloud Data Services, Professional Networking",http://vistapointe.net/,"San Ramon, California, United States",Vistapointe is an innovative provider of cloud-based and business intelligence solutions for mobile and enterprise Wi-Fi operators globally.,"531,912","71,913","88,733.17",25.91%,91.3%,88,1.41,-22.59%,79.14%,10.01%,"681,121","-86,423",-11.26%,"San Francisco Bay Area, West Coast, Western US",Active,2008-01-01,year,1,1001-5000,Ravi Medikonda,,,,,
savvisdirect,https://www.crunchbase.com/organization/savvisdirect,"savvisdirect, a suite of cloud products offered by CenturyLink, includes cloud applications, cloud servers and cloud storage.  savvisdirect leverages the global infrastructure of our parent company CenturyLink, the third largest telecommunications company in the U.S., as well as the best practices of our partner company Savvis, a worldwide leader in cloud infrastructure and hosted IT solutions for large enterprises. Whether you're an on-the-go business user, IT administrator or a savvy developer, savvisdirect makes the cloud simple and easy to use.","Cloud Computing, Cloud Data Services, Web Hosting",http://savvisdirect.com,"Monroe, Louisiana, United States",Century Link Business provides network and software applications that help run your business.,"234,269","69,442","17,058.67","4,134.27%",158.21%,0,1,-71.43%,100%,100%,"696,613","-4,968,023",-87.7%,Southern US,Active,2012-12-05,day,,1-10,,,,,,
Rhythm Systems,https://www.crunchbase.com/organization/rhythm-systems,,"Cloud Data Services, Consulting, Software",https://www.rhythmsystems.com/,"Charlotte, North Carolina, United States",Rhythm Systems includes software along with expert support to help you stay organized and on-task.,"213,786","68,218","64,554.33",45.33%,12.94%,192,1.43,-5.58%,76.4%,-5.02%,"705,207","-171,917",-19.6%,"East Coast, Southern US",Active,2006-01-01,day,1,1-10,Cindy Praeger,2,,29644,USD,29644
RamNode,https://www.crunchbase.com/organization/ramnode,,"Cloud Data Services, Data Storage, Internet",http://ramnode.com,"Atlanta, Georgia, United States",RamNode is a cloud data services company located in Atlanta.,"429,317","63,609","72,166.33",-32.15%,-69.27%,240,3.02,-50.6%,53.14%,55.47%,"716,029","195,660",37.6%,"Greater Atlanta Area, East Coast, Southern US",Active,2012-01-01,day,,1-10,,,,,,
Genea,https://www.crunchbase.com/organization/genea-energy,"Genea they provide service for corporate real estate, national healthcare systems, global enterprises, and more.","Cloud Data Services, Commercial Real Estate, Real Estate, Service Industry, Software",https://www.getgenea.com/,"Irvine, California, United States",Genea provides cloud-based software platform services.,"23,919","63,195","22,777.83",219.13%,-61.9%,40,1.25,-48.16%,77.14%,19.5%,"719,007","-701,835",-49.4%,"Greater Los Angeles Area, West Coast, Western US",Active,2006-11-01,month,1,11-50,Keith Voysey,29,74,587560,USD,587560
Evolve IP,https://www.crunchbase.com/organization/evolve-ip,"Evolve IP is a Cloud Services Company. They provide organizations with a unified option for cloud services such as virtual servers, virtual desktops, disaster recovery, IP telephony, unified communications, contact centers, and more. They have built geographically-diverse, redundant data centers based on technologies from Cisco, EMC, VMware, and Broadsoft, and connected various tier-one carriers to create a Private Cloud. Sitting on top of this cloud-based service is a proprietary portal that they call OSSmosis, which is a single unified portal to control all Evolve IP services.","Cloud Computing, Cloud Data Services, Cloud Security, Customer Service, VoIP, Web Hosting",http://www.evolveip.net,"Wayne, Pennsylvania, United States","Evolve IP provides cloud services such as virtual servers, disaster recovery, IP telephony, unified communications, and contact centers.","19,569","62,427","80,699.67",-59.07%,51.65%,781,2.33,13.28%,50.64%,-27.4%,"749,542","351,454",88.29%,"Greater Philadelphia Area, Great Lakes, Northeastern US",Active,2006-12-01,day,2,101-250,"Michael Peterson, Thomas Gravina",3,,,,
CodiLime,https://www.crunchbase.com/organization/codilime-inc,"CodiLime is a networking industry expert and boutique service partner for top global networking hardware providers, software providers and telecoms. Founded in 2011, we have won the confidence of both tech startups and big players in locations across the globe (the US, Japan, Israel, Europe). We combine networking expertise with strong software engineering skills to help our clients seamlessly get through the entire network product lifecycle, from design and development, through integration with third-party stack to deployment in a production environment and further maintenance.  If you would like to know more about CodiLime, check us out at codilime.com or contact us directly at contact@codilime.com","Cloud Data Services, Cloud Security, Data Center Automation, Internet of Things, Network Hardware, Network Security, Professional Services, Usability Testing, UX Design",https://codilime.com,"Palo Alto, California, United States",CodiLime is a networking industry expert and service partner for top global networking hardware and software providers and telecoms.,"167,003","59,557","50,194.83",-22.97%,125.68%,"1,169",1.21,9.66%,88.13%,-4.1%,"772,795","144,111",22.92%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2011-06-03,day,1,101-250,Bartosz Górski,,,,,
Bask Technology,https://www.crunchbase.com/organization/itok,Bask is a remote technical support service founded in 2004 to provide all-in-one support for today's wired home. Its technology advisors offer warm care to anyone who is struggling to master the ever-growing number of complex devices in the world today. The company's aim is not just to fix technology headaches but to give the confidence to use it. Bask is a U.S.-based company staffed by native and fluent English speakers who are trained to be versatile technology experts.,"Cloud Data Services, Information Technology, Internet, Software, Technical Support",http://www.bask.com,"Lehi, Utah, United States","Bask Technology provides technology support, servicing consumers and small businesses worldwide.","52,987","56,374","88,108.5",-68.61%,9.44%,"1,635",5.03,-6.26%,29.49%,83.74%,"802,056","445,623",125.02%,Western US,Active,2004-01-01,year,4,101-250,"Don Bailey, Jason Brown, Sean Miller, Seth Bailey",,,,,
Insite Data Services,https://www.crunchbase.com/organization/insite-data-services,,"Cloud Data Services, Cloud Security, Cyber Security",https://www.insitedataservices.com,"Lincoln, Nebraska, United States","Insite Data Services is a digital technology company that focuses on application hosting, data protection, and secure email.","1,116,685","53,768","88,354.33",-17.52%,,0,1,0%,100%,0%,"800,746","138,485",20.91%,Midwestern US,Active,2008-01-01,year,,1-10,,,,,,
SalvageData Recovery,https://www.crunchbase.com/organization/salvagedata-recovery,"SalvageData is the first and only data recovery service experts to obtain ISO 9001 quality certification. We have the experience, certification credentials and unmatched record of success to address all your storage media failure data loss and recovery needs. We have the ability to create custom solutions, allowing us to meet even the toughest and most unique of data recovery challenges. SalvageData is the leading pioneers of data recovery services for all types of media and systems, and are uniquely positioned to address all your data recovery needs.","Cloud Data Services, Cyber Security, Information Technology, Software",http://www.SalvageData.com,"Chantilly, Virginia, United States",Salvage Data is a company that offers data recovery and salvaging services.,"616,292","53,742","35,890.33",36.46%,412.61%,610,1.66,7.06%,70.32%,-7.13%,"800,996","-119,867",-13.02%,"Washington DC Metro Area, East Coast, Southern US",Active,2003-01-07,day,,11-50,,,,,,
ScienceLogic,https://www.crunchbase.com/organization/sciencelogic,"ScienceLogic is a provider of AI-driven monitoring solutions for hybrid cloud management. The company specializes in hybrid IT service assurance. Over 50,000 global service providers, enterprises, and government organizations rely on ScienceLogic to significantly enhance IT efficiency, optimize operations, and ensure business continuity.  The company is a monitoring solution that provides a comprehensive, real-time view of all IT components, whether they reside in a public cloud environment or on-premises. With hundreds of packaged management apps and custom automation capabilities, they deliver the global scale, resiliency, and automation needed to simplify the constantly evolving task of managing IT infrastructure, applications, and services.","Analytics, Artificial Intelligence, Cloud Data Services, Cloud Management, IT Management",http://www.sciencelogic.com,"Reston, Virginia, United States",ScienceLogic is a provider of AI-driven monitoring solutions for hybrid cloud management.,"2,626","53,433","66,907.67",11.16%,161.15%,363,2.48,25.14%,57.34%,-17.59%,"829,669","-33,829",-3.92%,"Washington DC Metro Area, East Coast, Southern US",Active,2003-01-01,year,3,501-1000,"Chris Cordray, David Link, Richard Chart",,,6509241,USD,6509241
Jade Global,https://www.crunchbase.com/organization/jade-global,"Jade Global provides enterprise business application implementations, integrations, software product engineering, Cloud services, technology advisory, testing, and managed services across diverse industries. We bring the right combination of process knowledge, product expertise, technical skills, project management and flexible delivery models to help you accelerate business agility and achieve digital transformation. With 900+ IT professionals worldwide, 2500+ technology projects and 350+ cloud certified professionals, Jade Global is your ideal IT Services Partner. Jade Global is an Oracle Platinum Cloud Select Partner, Salesforce Silver Partner, ServiceNow Silver Partner, and Microsoft Gold partner. We have additional strategic partnerships with Zuora, Dell Boomi, NetSuite, and Tableau.","Cloud Data Services, Consulting, Data Integration, Information Technology, Logistics, Management Information Systems, Software",https://www.jadeglobal.com,"San Jose, California, United States","Jade Global provides enterprise business application implementations, integrations, Cloud services, and managed services across industries.","122,456","53,030","42,213",31.95%,51.46%,362,4.59,-8.59%,42.98%,-15.26%,"808,459","-101,335",-11.14%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2003-08-01,day,1,501-1000,Karan Yaramada,,,3500878,USD,3500878
Bloomip,https://www.crunchbase.com/organization/bloomip,,"Cloud Computing, Cloud Data Services, Data Integration, Professional Services",https://www.bloomip.com,"Union City, California, United States","Bloomip is focused on AWS consulting, cloud migrations, data integration, business alignment and on demand services.","625,353","52,944",,126.88%,111.48%,"1,916",5.83,47.88%,33.33%,26.3%,"834,553","-528,386",-38.77%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2010-01-01,year,,11-50,,,,,,
Icertis,https://www.crunchbase.com/organization/icertis,"Icertis is an enterprise contract management platform in the cloud that solves hard contract management problems on an easy-to-use platform. With Icertis, companies can accelerate business by increasing contract velocity, protect against risk by ensuring regulatory and policy compliance and optimize the commercial relationships by maximizing revenue and reducing costs. The AI-infused Icertis Contract Management (ICM) platform is used by companies like 3M, Airbus, Cognizant, Daimler, Microsoft, and Roche to manage 5.7 million contracts in 40+ languages across 90+ countries. Icertis was founded in 2009 and is headquartered in Bellevue, Washington.","Artificial Intelligence, Cloud Data Services, CRM, Enterprise Software, Information Technology, Procurement, SaaS, Software",https://www.icertis.com,"Bellevue, Washington, United States",Icertis is an AI-powered contract management platform that ensures compliance and minimizes risk.,"20,681","51,370","71,410.83",-20.69%,-42.82%,757,2.87,-8.5%,52.48%,31.89%,"850,277","142,350",20.11%,"Greater Seattle Area, West Coast, Western US",Active,2009-03-27,day,2,1001-5000,"Monish Darda, Samir Bodas",1,,5543144,USD,5543144
CitiusTech,https://www.crunchbase.com/organization/citiustech,"CitiusTech - A unicorn with $200M+ revenue is specialist provider of healthcare technology services and solutions to healthcare technology companies, providers, payers and life sciences organizations. With over 4,000 professionals worldwide, CitiusTech enables healthcare organizations to drive clinical value chain excellence, across integration & interoperability, data management (EDW, Big Data), performance management (BI / analytics), predictive analytics & data science, and digital engagement (mobile, IoT).CitiusTech helps customers accelerate innovation in healthcare through specialized solutions, healthcare technology platforms, proficiencies and accelerators. Armed with cutting-edge technology & expertise, world-class service quality and a global resource base, CitiusTech consistently delivers best-in-class solutions along with an unmatched cost advantage to healthcare organizations worldwide. CitiusTech recently acquired FluidEdge Consulting (FluidEdge), a national healthcare management consulting company headquartered in Philadelphia, PA. FluidEdge has been ranked in the Inc 5000 as one of the fastest growing private companies in the United States. FluidEdge is now a wholly owned subsidiary of CitiusTech.  CitiusTech has been recognized as a great place to work by the Great Place to Work Institute® for eight consecutive years (2012 to 2019). CitiusTech has also been listed in the 2018 Healthcare Informatics (HCI) 100, placing it among the top 100 healthcare technology companies in the US, for the third consecutive year. CitiusTech has also been closely associated with key industry organizations, such as HIMSS, HL7, CHIME Foundation, AHIP and ACHP.","Big Data, Cloud Data Services, Data Integration, Health Care, Health Insurance, Hospital, Life Science, Medical Device",http://citiustech.com,"Princeton, New Jersey, United States","Major provider of technology services and solutions to healthcare technology companies, providers, payers and life sciences organizations","84,274","50,434","58,618.67",39.01%,73.95%,374,1.57,-17.79%,70.26%,54.45%,"835,842","-131,863",-13.63%,"East Coast, Northeastern US",Active,2005-01-01,year,2,1001-5000,"Jagdish Moorjani, Rizwan Koita",,,,,
SynerTech Cloud Solutions,https://www.crunchbase.com/organization/synertech-cloud-solutions,,"Cloud Computing, Cloud Data Services, Information Technology",https://www.synertechcloud.com,"Miami, Florida, United States","SynerTech Cloud Solutions is an IT company that provides cloud, cyber security, data, and infrastructure services.","1,552,434","50,064","25,743.83",326.26%,-36.33%,545,5.08,-48.13%,25%,,"839,590","-1,039,195",-55.31%,"Greater Miami Area, East Coast, Southern US",Active,2008-01-01,year,1,101-250,Andres Hurtado Rangel,,,,,
