Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Vardhaman Infotech,https://www.crunchbase.com/organization/vardhaman-infotech,"Vardhaman Infotech is a globally recognized Blockchain, AI & ML and Metaverse development company where we strive to work in collaboration with our customers along with top-notch tech experts for creating and maintaining world-class business solutions with the use of the latest technologies and robust implementations that work in an enterprise area globally.","Artificial Intelligence, Augmented Reality, Blockchain, Cloud Computing, Information Technology, Internet of Things, Mobile Apps, Software, Virtual Reality, Web Development",http://www.vardhamaninfotech.com,"Jaipur, Rajasthan, India",Enterprise Blockchain Development Company in India,"328,162",813,,5.04%,,0,1,0%,100%,0%,"7,270,659","-113,989",-1.54%,Asia-Pacific (APAC),Active,2010-01-01,year,1,51-100,Darshan Kothari,,,,,
Cantech India,https://www.crunchbase.com/organization/cantech-india,"Cantech India provides web hosting, dedicated server, cloud hosting, SSL, Domain, Web development services. They offer a complete solution for web presence.","Cloud Computing, Domain Registrar, Technical Support, Web Hosting",https://www.cantech.in,"Gandhinagar, Gujarat, India",Cantech India offers web hosting services.,"989,136",783,,218.29%,,47,2,100%,0%,,"7,339,571","-1,491,846",-16.89%,Asia-Pacific (APAC),Active,2009-01-01,year,,11-50,,,,,,
Dataabsolute,https://www.crunchbase.com/organization/dataabsolute-technologies-pvt-ltd,,"Big Data, Cloud Computing, Cloud Data Services, Cloud Management, Data Integration, Data Mining, Data Visualization, Database, Software Engineering",http://www.dataabsolute.com,"Jaipur, Rajasthan, India","Founded in the year 2012, DataAbsolute is a global startup technology consulting company.","759,107",777,,128.53%,,3,1.17,16.6%,83.33%,-16.67%,"7,409,466","-1,533,112",-17.14%,Asia-Pacific (APAC),Active,,,1,,SHANKAR LAL AGARWAL,,,,,
inoday Consultancy Services,https://www.crunchbase.com/organization/inoday-consultancy-services,"inoday “ is a destination which provides you rapid Business Solution” whether its your Mobile Application Development, Web Application Development, ERP Implementation, E-Commerce building, Software Support & Maintenance, CRM Development.","Cloud Computing, Consulting, Web Development",http://inoday.com/,"Noida, Uttar Pradesh, India",inoday Consultancy Services provides its clients with various IT solutions and implementation services.,"797,586",743,,175.19%,,0,1,0%,100%,0%,"7,513,943","-1,791,852",-19.26%,Asia-Pacific (APAC),Active,2007-07-07,day,1,101-250,Prabhat Ranjan,,,,,
Spectrum7,https://www.crunchbase.com/organization/spectrum7,,"Analytics, Cloud Computing, CRM, Information Technology, Internet of Things",https://www.spectrum7tech.com,"Chennai, Tamil Nadu, India","Spectrum7 is an IT company that provides IoT, data science, data analytics, CRM, and cloud solutions.","374,212",742,,,,106,1.66,,34.23%,,"7,490,259",,,Asia-Pacific (APAC),Active,2016-01-01,year,1,11-50,Sidharth Subramani,,,,,
MagicRainbow,https://www.crunchbase.com/organization/magicrainbow-display-solutions,"MagicRainbow Manufactures Visual Display Products. The Company produces Desktop, Desktop  computer Monitors, Liquid Crystal Display Televisions, Video Projectors, Digital Signage, Digital Photo Frames, Touchscreens, Super Narrow Bezel Monitor , Video Wall Cube , Visual Information Products , Tablets , Thermal Printer , Bar code Printer , Compatible Toner , Thermal Paper Rolls , Kiosk , ATM Machine , Cash Deposit Machine , Pass Book Printer, Passbook Printer Kiosk  MagicRainbow Computer Hardware & Peripheral Devices MagicRainbow Optical Apparatus and Instruments, MagicRainbow Tablet computer, MagicRainbow Digital phones, MagicRainbow Projection screens, MagicRainbow Multimedia Projectors ,MagicRainbow w photographic apparatus and instruments, MagicRainbow Digital signage monitors, MagicRainbow 3D spectacle, MagicRainbow 3D camera systems , MagicRainbow Wireless transmitters and receivers, MagicRainbow Wireless controller to monitor and control the functioning of other electronic devices ,MagicRainbow Electronic display interfaces, MagicRainbow data processing equipment, MagicRainbow Global positioning system, MagicRainbow Walkie-talkies, MagicRainbow Set-top boxes, MagicRainbow Remote controls for Audio Video Equipment.","Cloud Computing, Computer, Hardware, Manufacturing, Renewable Energy, Solar",https://magicrainbow.ueniweb.com,"Mumbai, Maharashtra, India","MagicRainbow Manufactures Solar , Signage, Visual display products. The Company produces Monitors, video projectors, digital photo frames,","163,169",729,,,,0,1,,100%,,"5,142,501",,,Asia-Pacific (APAC),Active,2014-06-26,day,1,1-10,Alvin Foo,,,,,
Intellika Technologies Private Ltd,https://www.crunchbase.com/organization/intellika-technologies-private-limited,"Intellika Technologies Pvt Ltd is a state-of-the-art Cloud solution provider headquartered at Mumbai-Maharashtra, India. It provides a sophisticated and comprehensive suite of Cloud Solutions such as SAAS, PAAS & IAAS. Intellika is a pioneer in Cloud services consulting with a core focus on Enterprise Cloud Applications, Enterprise Cloud Productivity solutions, Cloud based AI & BOTS and Infrastructure on Cloud. Intellika Technologies is also a Gold-certified Microsoft Dynamics Implementation Partner in Mumbai, covering the entire Indian and US market for more than a decade. Our rich experience brings a value-added proposition to help achieve great results not only to increase your sales and provide holistic customer engagement but also to optimize your resource strengths in Tech and Sales teams. At the recent Microsoft Partner Conference in the USA, we have been awarded as the Best Microsoft Dynamics Service Partner of the year finalist 2016-17 in India. At Intellika, we believe in consummate quality work which makes them a vital differentiator in the market and excellent services. The primary objective is to develop high-end consulting services most advantageously in a given time-frame and limited budget. Our dedicated consultants & developers put a high degree of integrity and commitment to work. This makes our deliverable s very handy and user-friendly to our clients with proven domain expertise and distinguishing proficiency in:  • Microsoft Dynamics 365 Services - Consulting & Development |     Migration & Implementation • Azure Cloud Services • Cloud Productivity Suite such as Office 365 • PowerApps Consulting Services Intellika Technologies, is the preferred Microsoft Dynamics CRM partner in India, is led by the senior management, in which each one has more than 15 years of experience in delivering business-critical applications like CRM for organizations of all sizes.","Cloud Computing, Cloud Infrastructure, Cloud Storage, CRM, Information Technology, SaaS, Software",https://www.intellika.in/,"Mumbai, Maharashtra, India",Intellika Technologies is Microsoft Dynamics 365 Gold Partner in Mumbai.,"305,520",724,,45.97%,-87.29%,15,1.21,-65.39%,89.43%,78.86%,"7,552,070","-706,214",-8.55%,Asia-Pacific (APAC),Active,2012-01-01,year,1,11-50,Rohinton Master,,,,,
NuVeda Learning,https://www.crunchbase.com/organization/nuveda-learning,"NuVeda provides SaaS based Learning Solutions to Scale, Speed and Measure Learning  for Corporates, Training Organizations, Content providers, and Universities. NuVeda provides end-to-end learning solutions that drive accelerated learning for Corporates, Universities and educational institutions. Nuveda focuses on building Continuous Learning Organizations (CLOs), helping them leverage learning for competitive advantage.  Our learning solutions drive business impact such as: â€¢ Increased speed to competence â€¢ Reduced training costs â€¢ Increased revenues by training customers, suppliers and vendors â€¢ Improved HR processes such as recruitment, attrition and more To know more, please contact us at info@nuvedalearning.com","Cloud Computing, EdTech, Education, SaaS",http://nuvedalearning.com,"Chennai, Tamil Nadu, India",Revolutionizing The Learning Experience,"308,587",719,,,,24,1.81,,59.53%,,"7,527,232",,,Asia-Pacific (APAC),Active,2006-01-01,year,1,11-50,Balasubramanian Krishnan,,,,,
iWeb Technology Solutions Pvt.Ltd.,https://www.crunchbase.com/organization/iweb-technology-solutions-pvt-ltd,"iWeb has created a unique student universe that provides students, professors and administrators an amazing academic experience through a comprehensive digitized Edtech SaaS Enabled Marketplace (SEM) provided on a freemium model that brings banks, fintech, edtech and several other student service players on a common platform.We have over 700k higher education students on our platform across India. We have around 10 plus universities 600 plus colleges on board and we digitize edtech saas workflow.","Cloud Computing, Computer, EdTech, Enterprise Software, Information Technology, Manufacturing, PaaS, Robotics, Software",http://www.iweb.ltd,"Mumbai, Maharashtra, India","iWeb Technology Solutions offers a suite of enterprise applications on the Cloud specializing in the Edtech, Retail & Manufacturing domains.","181,281",713,"3,608.83",-25.73%,18.46%,462,9,54.29%,0%,50%,"7,604,444","586,062",8.35%,Asia-Pacific (APAC),Active,2005-04-22,day,4,11-50,"AKSHAY SHAH, KETAN TRIVEDI, Siddhesh Nasnodkar, Yogiraj Kamat",,,,,
ERS Labs Pvt. Ltd.,https://www.crunchbase.com/organization/ers-labs-pvt-ltd,"ERS Labs is a technology innovation company providing world-class business solutions.  It is inspired by how technology is becoming not a mere catalyst but a force that drives and enables better ways to evolve as businesses, as communities & as societies. The platform is built on enterprise-grade technology that is affordable and easy to deploy. The main objective is to build a platform to improve business efficiency without much technical know-how.ERS Labs is a technology innovation company providing world-class business solutions.","Cloud Computing, Information Technology, Software",https://erslabs.com/,"Hyderabad, Andhra Pradesh, India",ERS Labs is a technology innovation company providing world-class business solutions.,"625,481",713,,193.42%,,0,1,0%,100%,0%,"7,570,172","-1,847,025",-19.61%,Asia-Pacific (APAC),Active,2015-01-01,year,,1-10,,,,,,
Raptbot Technologies,https://www.crunchbase.com/organization/raptbot-technologies,,"Cloud Computing, Marketing, Software",https://www.raptbot.com,"Jaipur, Rajasthan, India",Raptbot Technologies is a cloud development company that focuses on investments in salesforce.,"770,578",713,,,,0,1,,100%,,"7,584,222",,,Asia-Pacific (APAC),Active,2018-01-01,year,,1-10,,,,,,
Smalsus Infolabs,https://www.crunchbase.com/organization/smalsus-infolabs,"Smalsus provides web development, software development, mobile development, cloud computing, ERP, CRM, Distributed Ledger Technology, Blockchain, IoT, AI and digital marketing services to start-ups as well as enterprises of varying sizes.","Cloud Computing, CRM, Enterprise Resource Planning (ERP), Software, Web Apps, Web Development",https://smalsus.com,"Noida, Uttar Pradesh, India",Smalsus Infolabs is a software development company.,"814,501",713,,,,0,1,,100%,,"7,598,422",,,Asia-Pacific (APAC),Active,2016-01-01,year,,11-50,,,,,,
Emproto Technologies,https://www.crunchbase.com/organization/emproto-technologies,,"Cloud Computing, Digital Marketing, Product Design, Web Development",https://emproto.com,"Bangalore, Karnataka, India",Emproto Technologies work with companies across the globe and help build mission-critical applications.,"243,923",668,,,,29,3,,0%,,"7,745,249",,,Asia-Pacific (APAC),Active,2017-01-01,year,,51-100,,,,,,
iNoryaSoft,https://www.crunchbase.com/organization/inoryasoft,,"Cloud Computing, E-Commerce, SEO, Social Media Marketing",https://www.inoryasoft.com,"Guindy, Tamil Nadu, India","iNoryaSoft is an IT solution provider that includes SEO, digital marketing, social media, cloud computing, e-commerce and web solutions.","434,659",655,,116.17%,221.33%,678,3.79,89.69%,6.87%,,"7,766,240","-1,267,477",-14.03%,Asia-Pacific (APAC),Active,2005-01-01,year,1,101-250,Vinod Dega,,,,,
Systenics Solutions,https://www.crunchbase.com/organization/systenics-solutions,"Systenics Solutions is a customized software development company. It offers in building Cloud, Web, and Mobile-based applications using the latest Cloud Technologies. It strives to provide global clients of various sizes with cost-effective benefits of offshore development while providing expert technical services.","Cloud Computing, Mobile, Software, Technical Support, Web Apps",https://systenics.com/,"Mumbai, Maharashtra, India","Systenics Solutions is an offshore customized cloud application development company, involved in building Web, and Mobile.","426,357",640,666,-48.09%,,"1,148",8,700%,0%,0%,"7,810,498","1,243,785",18.94%,Asia-Pacific (APAC),Active,2011-01-01,year,,51-100,,,,,,
Power IT Services,https://www.crunchbase.com/organization/power-it-services,,"Cloud Computing, Machine Learning, Mobile Apps, Predictive Analytics, Web Apps",https://www.poweritservices.com,"Chennai, Tamil Nadu, India","Power IT Services provides web and mobile application development, cloud computing, predictive analytics and machine learning services.","634,859",628,,-49.76%,,0,1,0%,100%,0%,"7,830,166","1,291,295",19.75%,Asia-Pacific (APAC),Active,2012-01-01,year,1,251-500,Ramesh Pemmasani,,,,,
Sydler Technologies,https://www.crunchbase.com/organization/sydler-technologies,"Sydler Technologies is an innovative company built by experienced professionals. We provide SAP S/4HANA related services. Our services include migration, upgrade, implementation and support.","Cloud Computing, Enterprise Applications, Software, Technical Support",http://sydlertech.com/,"Pune, Maharashtra, India",Sydler Technologies delivers IT and business consulting with experienced professionals.,"436,982",624,,114.43%,,171,6,500%,0%,,"7,897,426","-1,261,196",-13.77%,Asia-Pacific (APAC),Active,2014-01-01,year,,11-50,,,,,,
Kanhasoft - Web and Mobile App Development Company,https://www.crunchbase.com/organization/kanhasoft,"KanhaSoft is a leading custom IT Software and Web/Mobile app development company based in India. With over 100 clients served and more than 350+ projects successfully delivered, our team has refined their expertise in technologies like PHP MVC frameworks, Python, ASP.NET, AngularJS, NodeJS, ReactJS, Django, iOS, Android, AR/VR, Blockchain, Amazon MWS, MySQL and MongoDB.","Apps, Cloud Computing, Enterprise Applications, Enterprise Software, Mobile Apps, Software, Web Development",https://www.kanhasoft.com/,"Ahmedabad, Gujarat, India","Kanhasoft provides web, cloud, and mobile app development services in India.","514,286",613,,,,0,1,,100%,,"7,917,949",,,Asia-Pacific (APAC),Active,2013-01-01,day,,11-50,,,,,,
Stetig,https://www.crunchbase.com/organization/stetig,"Stetig is a leading provider of Salesforce CRM consulting and Implementation services. With over 300 large projects under its best, Stetig brings the tech and process expertise that makes businesses successful. Stetig’s Gold tier status in the Salesforce ecosystem is a testament to its client-success focused approach.","Cloud Computing, Consulting, CRM, Service Industry, Software",https://www.stetig.in,"Pune, Maharashtra, India","Stetig delivers in Salesforce CRM implementations for Marketing, Sales and Service processes.","713,951",611,,-83.13%,,0,1,-52.38%,100%,66.67%,"7,926,350","4,041,738",104.04%,Asia-Pacific (APAC),Active,2014-01-01,year,,101-250,,,,,,
Flair Labs,https://www.crunchbase.com/organization/flair-labs,"Flair Labs provides services like SaaS, cloud computing, software development, web development, and portal development. They offer services, particularly in the area of healthcare domain delivered through the SaaS model. They leverage the cloud infrastructure to host their services for their clients to achieve optimal cost, faster time to market, and greater flexibility.","Cloud Computing, Consulting, Information Technology, SaaS, Software",https://www.flairlabs.com,"Mumbai, Maharashtra, India",Flair Labs is a provider of SaaS solutions for businesses.,"197,636",600,,,,18,4,,0%,,"7,977,748",,,Asia-Pacific (APAC),Active,2009-01-01,year,,11-50,,,,,,
Logimax Technologies,https://www.crunchbase.com/organization/logimax-technologies,"Logimax provides web development, responsive websites, cloud services, HTML, CSS, winbull lite, winbull profit, winbull trade, back up recovery scalability, home android application, and IOS mobile application services.","Apps, Cloud Computing, Software, Web Development",https://www.logimaxindia.com,"Coimbatore, Tamil Nadu, India",Logimax is a software product development company that offers jewellery and logistics vertical services.,"915,760",598,508.17,135.43%,,0,1,-71.43%,100%,,"7,982,435","-1,393,427",-14.86%,Asia-Pacific (APAC),Active,2000-01-01,year,,11-50,,,,,,
Simnovus Tech Private Limited,https://www.crunchbase.com/organization/simnovus,"A Team of highly experienced professionals enriched with its unique talent to accelerate the 5G RAN Validation with its software innovation has solved many critical problems ranging from testing procedures to the techniques involved in validating the telecom elements. Setting our foot in the business landscape as a dynamic 5G software enterprise, Simnovus provides strategic Consulting on cutting edge technologies and Engineering services in the areas like mobility, telecom, cloud computing, etc. Our sheer endeavor behind the inception of Simnovus was to disrupt the Test and Measurement Industry by bringing unparalleled products in the market to help customers win the 5G Race. A collective effort and laser-sharp focus – to keep growing even when it gets tough, is what Simnovus Team stands for.","Cloud Computing, Software, Telecommunications",https://simnovus.com/,"Bangalore, Karnataka, India",Simnovus is a high-growth Test and Measurement company keenly fixated on enabling innovative disruption in the telecom world.,"224,445",589,,,,0,1,,100%,,"7,998,520",,,Asia-Pacific (APAC),Active,2017-12-05,day,4,11-50,"Harish C Sharma, Saurav Jha, Uday Parida, Vikash Dwivedi",,,,,
HexWireless,https://www.crunchbase.com/organization/hexwireless,"Hex Wireless is a software development company based in Vadodara, Gujarat. Their strength is our dedication and attitude of delivering the best. They have a robust team of young software developers, computer engineers, and well-trained sales and support executives. They have a stronghold and know-how in the telecom domain and deliver many turn-key solutions based on voice and data services using our cloud telephony endpoints.","Cloud Computing, Developer APIs, Information Technology, Software, Technical Support",https://hexwireless.com/,"Bengaluru, Karnataka, India",Hex Wireless is a software development company.,"444,614",589,,,,10,2,,0%,,"7,997,975",,,Asia-Pacific (APAC),Active,2013-01-01,year,,11-50,,,,,,
Futuristic Simplified Computing,https://www.crunchbase.com/organization/futuristic-simplified-computing,,"Cloud Computing, Software, Web Apps, Web Design, Web Development",https://www.fsc.co.in,"New Delhi, Delhi, India","Futuristic Simplified Computing offers web solutions, web-based applications, branding and cloud computing apps services.","1,057,275",584,,10.19%,-90.96%,61,5.5,120%,0%,-50%,"7,943,758","635,834",8.7%,Asia-Pacific (APAC),Active,2002-09-01,month,2,11-50,"Ravi Gandhi, Shabana Gandhi",,,,,
cloudmantra,https://www.crunchbase.com/organization/cloudmantra,"cloudmantra empowers companies to expedite their digital transformation journey. Our teams build technology-led business solutions that are driven by outcomes and accelerate innovation.  cloudmantra is a 6+ year-old Pune Head Quartered niche IT consulting and services firm. We design, build, integrate and manage sophisticated infrastructure solutions and software applications. Our clients range from top global enterprises to well-funded start-ups. We specialize in new-age technologies such as MEAN Stack and have a long track record of successfully delivering the right solutions using the right mix of new-age tech.","Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Cloud Management, Internet of Things, Machine Learning",http://www.cloudmantra.net,"Pune, Maharashtra, India","cloudmantra offers top-class Cloud Consulting, Cloud-Native App Development and Machine Learning/Data Science services to its clients.","329,826",581,,,,0,1,,100%,,"8,012,471",,,Asia-Pacific (APAC),Active,2014-01-01,year,1,11-50,Nilesh More,,,,,
Ducem,https://www.crunchbase.com/organization/ducem,"The Ducem focused on providing customized Payroll and ERP products along with innovative and cutting of customized application development, Integrated Mobile Apps development & providing cloud-based solutions, which can be delivered quickly and cost-effectively in complex environments.","Cloud Computing, Enterprise Resource Planning (ERP), Information Services, Information Technology, Mobile Apps, Software",http://www.ducem.in,"Surat, Gujarat, India",Ducem Technologies is a providing customized Payroll and ERP products with innovative and cutting of customized application development.,"649,798",580,,,,"4,471",32,,0%,,"8,014,432",,,Asia-Pacific (APAC),Active,2017-01-01,year,,11-50,,,,,,
TurtleDove,https://www.crunchbase.com/organization/turtledove,,"Cloud Computing, Digital Marketing, Mobile Apps, Software, Web Development",https://www.turtledove.tech/home.php,"Mumbai, Maharashtra, India","TurtleDove offers software, website, application development, cloud, e-commerce, security, and testing solutions.","807,837",578,,,,152,7,,0%,,"8,017,267",,,Asia-Pacific (APAC),Active,2015-01-01,year,,1-10,,,,,,
TAASHEE LINUX SERVICES,https://www.crunchbase.com/organization/taashee-linux-services,"Taashee Linux Services Private Limited is a technology firm established to offer services and solutions that preferred open source technology platforms for enterprises. Taashee firm mainly focused on Middleware and purpose-driven JEE technologies like JBoss, Alfresco, vFabric, BRMS, and SOA.","Cloud Computing, Information Technology, Management Information Systems, Robotics",https://www.taashee.com/,"Hyderabad, Andhra Pradesh, India",Taashee is a boutique technology company it believes in building expertise through Research and Development.,"269,268",564,,,,16,1.58,,42.2%,,"7,983,594",,,Asia-Pacific (APAC),Active,2007-01-01,year,1,251-500,Manojkummar Garg,,,,,
ComputeHost,https://www.crunchbase.com/organization/computehost,"ComputeHost is a leading provider of cloud hosting and web hosting services in India. With a rich experience of more than a decade, we have delivered advanced cloud hosting solutions to leading clients globally across various sectors.  We possess deep domain expertise, an integrated cloud infrastructure, tier III data centers, fully managed services and dedicated technical support to assist our valued clients round the clock. Our hosting solutions are coupled with superior technology and prompt support in order to make your web hosting experiences efficient. Our team of highly skilled technology professionals deliver the best in class hosting services in the market. ComputeHost is a Cyfuture Company","Cloud Computing, Cloud Data Services, Cloud Management, Cloud Security, Cloud Storage, Data Center, Web Hosting",http://www.computehost.com/,"Noida, Uttar Pradesh, India",ComputeHost is a leading provider of cloud hosting and web hosting services in India.,"1,401,918",536,,,,0,1,,100%,,"8,099,352",,,Asia-Pacific (APAC),Active,2000-12-18,day,,501-1000,,,,,,
Maple CRM,https://www.crunchbase.com/organization/maple-crm,"Maple CRM is a client tracking software which helps you in managing all your customer queries and customer details that you would like to maintain. Your staff can input the information to Maple from anywhere in the world and you can keep a track of it from your desk. You can improve your sales & marketing strategies, manage your activites and schedules, give a better service and support to your clients using our Maple CRM.  With features like generating automatic leads through various options and managing these leads, it serves sales and marketing with its automated applications. It provides different features in tracking the customer data as well to provide customer service easily. Be it a marketing campaign or updates, sending emails and sms to the prospects/customers is no longer a painful job. Maple CRM supports both email and sms features. Sales forecasting is much easier with the Maple's Charts and Custom Reports. A fully customizable software with much more useful features. Maple CRM is a simple and effective CRM product which could fit any type of industry.","Cloud Computing, CRM, SaaS, Software",http://maplecrm.com,"Bangalore, Karnataka, India",a web based CRM software product,"291,811",513,,24.82%,,0,1,-50%,100%,,"8,153,140","-493,228",-5.7%,Asia-Pacific (APAC),Active,2009-07-01,day,1,1-10,Boby Mani,,,,,
Brigosha,https://www.crunchbase.com/organization/brigosha,,"Automotive, Cloud Computing, Consulting, IT Infrastructure, Manufacturing",https://www.brigosha.com,"Bangalore, Karnataka, India","Brigosha is an IT company that provides automotive, active, passive safety, transmission unit, body electronics, and steering solutions.","359,595",511,,13.56%,952.54%,974,4,300%,0%,100%,"8,127,184","499,159",6.54%,Asia-Pacific (APAC),Active,2010-01-01,year,,251-500,,,,,,
Addon Solutions,https://www.crunchbase.com/organization/addon-solutions-pvt-ltd,"Addon Solutions is an ISO 9001:2008 certified company with Custom Web and Mobile Application Development expertise. With more than 100 employees, it is eyeing on climbing new highs in outsourcing community.  Addon Solutions has proven skills in Custom Software Development for the Web and mobile users of your business. It has an unbeatable team of web and mobile app designers, software programmers, UX developers, and QA team with the latest technologies, tools, and tactics for upcoming technologies in the market. Addon Solutions Expertise includes: 1.) Web Design & Development Services (a) PHP and its open source Web Development service for CMS, e-commerce, and other enterprise-grade web solutions (b) Microsoft technology-based the web development services including ASP.NET, C#, SQL databases, etc. (c) Java Web Development for enterprise solutions (d) Open Source Web Development like WordPress, Joomla, Magento, Open Cart, etc. 2) Mobile Application Design & Development (a) iPhone/iPad/iOS Apps Development with native app experiences (b) Blackberry Apps Development (c) Android Apps Development for smartphones, tablets, and smart watches like wearables. (d) Cross-platform App Development using PhoneGap, Ionic, etc. frameworks.","Cloud Computing, E-Commerce, Enterprise Software, Mobile, Software, Web Design, Web Development",http://www.addonsolutions.com,"Ahmedabad, Gujarat, India","Addon Solutions is a leading Web and Mobile Application Development Company with expertise on Android, iPhone, iOS, and Windows Mobile .","516,439",499,792.67,10.89%,"19,700%",0,1,-75%,100%,-2.41%,"8,205,571","568,981",7.45%,Asia-Pacific (APAC),Active,2008-01-01,year,1,101-250,Bhavesh Donga,2,,,,
Faclon Labs,https://www.crunchbase.com/organization/faclon-labs,"They are a group of IIT Bombay graduates who eager to use technology for social and economic reform. The idea is to provide end to end solutions that enable governing authorities with the technology to remotely monitor and control water distribution network.  Water is a scarce natural resource and being the basic need of every human, they believe that their product is going to impact each and every one of them. They will not just make the work easier for field operators & engineers by enabling them with the technology but will also help them to provide a better service to the end consumers.","Analytics, Cloud Computing, Computer, Software",http://faclon.com/,"Mumbai, Maharashtra, India",Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,"158,455",495,"3,751.5",256.12%,-65.15%,263,1.82,82.42%,79.39%,-20.61%,"8,259,730","-1,307,272",-13.66%,Asia-Pacific (APAC),Active,2016-06-13,day,3,11-50,"Archit Naraniwal, Rishi Sharma, Utkarsh Srivastava",,,,,
Flexiware Solutions,https://www.crunchbase.com/organization/flexiware-solutions,,"Cloud Computing, Information Technology, Web Development",http://flexiwaresolutions.com/,"Ahmedabad, Gujarat, India","Flexiware Solutions is an IT company that provides cloud computing, website development, business intelligence, and consulting services.","884,820",495,,52.78%,-83.33%,3,2,33.33%,0%,-50%,"8,197,491","-787,442",-8.76%,Asia-Pacific (APAC),Active,2004-01-01,year,,,,,,,,
DeepMatrix,https://www.crunchbase.com/organization/deepmatrix,We are a cloud-native Earth Observation analytics company,"Cloud Computing, Cloud Storage, Geospatial",https://deepmatrix.io,"Bengaluru, Karnataka, India",We are a cloud-native Earth Observation analytics company,"43,355",486,,1.25%,,0,1,0%,100%,0%,"8,283,195","-51,264",-0.62%,Asia-Pacific (APAC),Active,2022-01-10,day,2,1-10,"Kaustubh Tripathi, Naresh Soni",,,,,
Corpusvision,https://www.crunchbase.com/organization/corpusvision-technologies,"Corpusvision is a software development company focusing on developing affordable technologies. It helps startups and companies to turn their ideas into reality by working closely with companies to improve their stacks and product to deliver the best experience to their consumers. The company aims to make home automation and IoT technologies affordable and effective. Pranjal Pandey founded the company in 2018 in Mumbai, Maharashtra.","Cloud Computing, Information Technology, Software",https://www.corpusvision.com,"Mumbai, Maharashtra, India",Corpusvision is a software development company focusing on developing affordable technologies.,"124,283",480,,,,0,1,,100%,,"8,329,324",,,Asia-Pacific (APAC),Active,2018-01-01,year,2,11-50,"Pranjal Pandey, Vineet Singh Kashyap",,,,,
Alpha Cloud Labs,https://www.crunchbase.com/organization/alpha-cloud-labs,"AlphaCloud Labs is a leading provider of cloud and deep learning based unstructured data management, collaboration and content analytics platform for enterprises.  80% of enterprise data is unstructured including documents, videos, images and email. Enterprises use AlphaCloud's products to manage and find insights from terabytes of unstructured data real time and on historical data objects using Deep Learning . AlphaCloud's clients include some of the largest banks, health care organizations, insurance companies, sports leagues, social medial content and video content providers. Founded in 2010, AlphaCloud is based out of Austin, TX and Chennai India Alpha Cloud Labs was the recipient of Red Herring Asia award in 2011.","Analytics, Artificial Intelligence, Big Data, Cloud Computing, Software",http://www.alphacloudlabs.com,"Perungudi, Tamil Nadu, India","AlphaCloud Labs provides a cloud and deep learning-based unstructured data management, collaboration and content analytics platform.","283,020",480,,,,0,1,,100%,,"8,336,406",,,Asia-Pacific (APAC),Active,2010-01-28,day,1,11-50,Mahesh Arumugam,,,,,
Ncoresoft,https://www.crunchbase.com/organization/ncoresoft,"Ncoresoft is an Offshore Software Development company. We are prominent leaders in developing web & mobile apps. Our Founders have work expertise of more than 10 years with Fortune 500 companies like Infosys, Deutsche Bank, Steve madden, MTN mobiles, Telstra, ANZ bank. With steady clients in US, Australia, South Africa, Turkey & Germany, we have reach across more than 20 countries and collaboration with many digital agencies in different parts of world. We Specialize in renovating our customers'​? business steadily by providing proven case-studies, branding value. We use the most tested & robust technologies only and make our customers'​? business perform best thereby enabling our customers to exceed their business targets and reduce the operation cost. Our Services include Global Outsourcing Solutions, Software Product Development, UI/UX designing, Media kits, Consultancy,  Enterprise Business Solutions, Mobile App Development, Maintenance & Migration services, Managed Services, Independent Testing and Social Media Marketing. We have served clients from all of Publishing, Healthcare, Banking, Insurance, Casino, SAAS, Fintech, Retail, Telecommunication, Real Estate, etc. Technologies : Asp.net MVC, Asp.net Core, Node.js, NOSQL, SQL, Angular.js, Angular2, Angular4, Angular5, React Native, Microservices, Azure service fabric, iOS, Android etc. Our Achievements:  - One client project www.Urcomped.com received funding of 15 Million US$ from Revtech Accelerators - Other project www.Startupsuite.io has been selected by Microsoft Bizspark.","Cloud Computing, Mobile Apps, SaaS, Software, Web Design, Web Development",http://www.ncoresoft.com,"Ahmedabad, Gujarat, India",Software Design and Development company.,"418,967",480,,,,0,1,,100%,,"8,351,459",,,Asia-Pacific (APAC),Active,2015-06-08,day,1,1-10,Shalin Jirawla,,,,,
