Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Traveknowledgy AB,https://www.crunchbase.com/organization/traveknowledgy-ab,,"Automotive, Cloud Data Services, Information Technology",http://traveknowledgy.com/,"Stockholm, Stockholms Lan, Sweden",Traveknowledgy is a travel technology company providing various travel industry automation solutions.,"528,313","6,771","4,726.83",16.42%,,0,1,-26.42%,100%,56.01%,"2,855,961","-139,344",-4.65%,"European Union (EU), Nordic Countries, Scandinavia",Active,2014-01-01,day,,1-10,,,,,,
Nubessom Consulting,https://www.crunchbase.com/organization/nubessom-consulting,"Nubessom Consulting is a cloud technology company focusing on Salesforce CRM, software, and mobile app development. They provide Salesforce development, integration, customization, and support services to customers and other Salesforce partners. They offer consulting approach that brings creativity to problem-solving that addresses potential business challenges. Nubessom Consulting specializes in developing in-house mobile and web applications that utilizes technologies for progressive customers and users. Founded on April, 24, 2011 an is based in Prague, Czech Republic.","Cloud Data Services, CRM, Project Management, Sales Automation",http://www.nubessom.com,"Prague, Hlavni mesto Praha, Czech Republic",Nubessom Consulting is a cloud technology company focusing on Salesforce consulting and development.,"775,861","6,092",,,,0,1,,100%,,"2,875,154",,,European Union (EU),Active,2011-04-24,day,,1-10,,,,,,
WakeUpData,https://www.crunchbase.com/organization/wakeupdata,"WakeupData is an online data integration platform. It is cloud based, so that our customers enjoy a continuous, safe and secure service. It offers a user-friendly interface to online stores for transferring their correct and up-to-date data to countless platforms for maintaining inventories, transferring invoices, using 3rd party tools and marketing purposes. Created by Web2Media – a Denmark based company – and Dennis Cassøe, the former CTO of wupti.com – one of the largest e-sellers in Scandinavia -, we grant our costumers the most amazing tools within its price range. WakeupData aims to be the sole platform that offers maximum integrations for the best value by providing you with the technology to fetch, map, save or re-structure your data, and export it to hundreds of services such as Google PLA, Kelkoo, and PriceRunner with no custom coding requirements. By simply managing your data with WakeupData, you could increase your total awareness and nearly triple the amount of products on sale. Additionally, by integrating your data better, you could boost your conversion rates, exponentially.","Cloud Data Services, Data Integration, E-Commerce, SaaS, Software",https://www.wakeupdata.com/,"Aarhus, Midtjylland, Denmark","Data integration hub - We offer product feed optimization to boost your sales channel revenue on Amazon, Google, PriceRunner and many more.","381,874","6,062","11,766.83",10.12%,-80.91%,42,1.25,-21.71%,75.42%,-12.65%,"2,889,402","-66,386",-2.25%,"European Union (EU), Nordic Countries, Scandinavia",Active,2014-08-29,day,,1-10,,,,,,
Cloud Group NV,https://www.crunchbase.com/organization/cloud-group-nv,"Cloud Group NV is a telecom company that specializes in Cloud telephone exchanges. The company centralizes servers in different data centers with the associated high-end deduplication and DRP scenarios that eliminate many concerns for end customers. Cloud Group NV was founded in 2013 and is based in Antwerp, Flanders.","Cloud Data Services, Communications Infrastructure, Telecommunications, VoIP",https://www.cloud-communications.be,"Antwerp, Antwerpen, Belgium",Cloud Group NV is a telecom company that specializes in Cloud telephone exchanges.,"425,753","6,049","2,306",20.21%,60%,96,2.6,43.64%,64.16%,8.09%,"2,895,029","-373,697",-11.43%,European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
Backup Everything,https://www.crunchbase.com/organization/backup-everything,,"Cloud Computing, Cloud Data Services, Cloud Management, Cloud Security, Cloud Storage, Private Cloud",https://www.backupeverything.co.uk,"London, England, United Kingdom",Cloud Backup for Business,"864,513","5,954","5,779.67",722.38%,"17,130%",0,1,0%,100%,0%,"2,934,676","-3,938,957",-57.31%,,Active,2014-10-01,month,,,,,,,,
Metry AB,https://www.crunchbase.com/organization/playback-energy,"Metry is a global directory where energy users, suppliers, and applications and service providers can upload, connect, share, and access energy data. It helps energy consumers to discover potential energy savings in buildings, businesses and households. It independently collects electricity, heat, cooling, gas and water data from 100+ utilities and other energy data sources all over Sweden and provides the data to large corporations and energy users including ICA, Axfood, and Schneider electric. The platform also distributes hourly values from 150 000+ meters on behalf of utilities. The data can then be accessed through a web based API allowing plug and play integration with all leading BEMS (Building Energy Management Systems) and other third party energy service applications and providers.","Cloud Data Services, Energy, Information Technology",https://metry.io/en/,"Gothenburg, Vastra Gotaland, Sweden",Metry collects and structures energy data in a cloud based web-service to help building owners become more energy efficient.,"42,030","5,557",,-42.04%,-53.33%,70,2.43,80.39%,4.62%,-92.92%,"3,297,548","1,068,254",47.92%,"European Union (EU), Nordic Countries, Scandinavia",Active,2012-11-01,day,2,11-50,"Joel Torkelsson, Magnus Hornef",,,,,
Helpdesk Heroes,https://www.crunchbase.com/organization/helpdesk-heroes,,"Business Development, Cloud Data Services, Enterprise, Hospitality, Information Technology, Media and Entertainment, Small and Medium Businesses",https://helpdeskheroes.co.uk/,"London, England, United Kingdom",IT company in London supporting UK businesses with flexible or fully managed IT services.,"702,927","5,304",,,,0,1,,100%,,"3,312,382",,,,Active,2016-01-01,year,,11-50,,,,,,
Generation Digital,https://www.crunchbase.com/organization/generation-digital,Generation Digital is a digital transformation consultancy. Their mission is to transform how business is done by helping organisations adopt digital ways of working. They specialise in Digital Workplace and Cloud Services.,"Cloud Data Services, Consulting",https://www.gend.co/,"London, England, United Kingdom",Generation Digital is a digital transformation consultancy.,"628,419","5,218","7,401",38.74%,"1,350%",0,1,-5.41%,100%,6.04%,"3,340,509","-353,564",-9.57%,,Active,2016-01-01,year,1,11-50,Neil Goodman,,,,,
Garden,https://www.crunchbase.com/organization/garden-io,"Garden is a Kubernetes testing platform for every step of the development process.  The widespread adoption of cloud native technologies such as containers and Kubernetes has made it easier than ever to operate and scale applications. But important developer workflows have been overlooked or neglected along the way. Many developers find that they’re now less productive than they were before the cloud native era. Testing is a critical part of the development process and one that’s in need of a major upgrade. Modern cloud native testing practices are largely driven by what’s feasible rather than what’s useful. Developers working on distributed microservices applications have been left without an efficient way to build, run tests, and troubleshoot in a production-like environment. Garden makes it easy to spin up ephemeral testing and preview environments for integration tests, manual QA, and development. With Garden, developers get fast feedback exactly when they need it, and DevOps teams are no longer bogged down with provisioning and managing ad hoc environments.  The open source Garden Core is available on GitHub: https://github.com/garden-io/garden We also offer a fully supported enterprise edition: https://garden.io/product/","Cloud Data Services, Cloud Management, Information Technology, Internet, IT Infrastructure, Mobile, Software",https://garden.io/,"Berlin, Berlin, Germany",Garden is a platform for Kubernetes and cloud native testing,"12,554","5,108","8,562.67",-48.73%,-61.21%,45,1.25,-20.78%,77.12%,-12.43%,"3,376,499","1,290,635",61.88%,European Union (EU),Active,2018-01-01,day,3,1-10,"Bas Peters, Jon Edvald, Thor Sigurdsson",,,,,
Venois Hosting,https://www.crunchbase.com/organization/venois-hosting,Venois Hosting offers IT solutions and services such as hosting and server solutions to its customers via business partnership with major datacenters. Their customer profile mostly consists of corporate businesses.,"Cloud Data Services, Domain Registrar, Web Hosting",https://www.venois.net,"Yakuplu, Istanbul, Turkey",Venois Hosting provides hosting services for small-scale websites.,"1,596,134","4,975","3,644.33",11.95%,42.77%,918,13.37,17.08%,31.13%,61.88%,"3,414,865","-28,486",-0.83%,,Active,2013-01-01,year,,11-50,,,,,,
Record Evolution,https://www.crunchbase.com/organization/record-evolution,"The IoT and Data Science Startup Record Evolution has developed a platform for the development of individual IoT solutions and data analysis.  With the Record Evolution platform, you manage  IoT devices, develop and deploy  applications over the air.  The collected data is analyzed in the platform’s Data Science Studio. The development of custom AI solutions is thus made available to companies of all sizes. The Record Evolution Platform creates synergies by promoting collaboration between different departments and specialists. While the platform is optimized for developers, it offers an easy-to-use interface. This allows you to focus on innovation while complex technical details are tackled in the background. Using the platform as a Software-as-a-Service solution with a monthly subscription, you can start innovating right away and are not tied to long-term investments.  Record Evolution believes in the life-changing power of technical innovation. Every company should have access to leading-edge technology and the ability to innovate at scale. To achieve this, the company relies on technological flexibility, simplicity and collaboration as the core features of its products.","Analytics, Artificial Intelligence, Big Data, Cloud Computing, Cloud Data Services, Data Integration, Industrial Manufacturing, Internet of Things, Machine Learning, Software",https://www.record-evolution.de,"Frankfurt, Hessen, Germany","Record Evolution is the easy to implement, user-friendly platform for developing your own IoT solutions.","361,180","4,814","3,731.17",-0.08%,-40%,0,1,-4.5%,100%,4.94%,"3,463,393","133,284",4%,European Union (EU),Active,2015-01-01,year,1,11-50,Marko Petzold,,,,,
AppsCare,https://www.crunchbase.com/organization/appscare,AppsCare makes clients feel secure knowing clients can rely on this google premier partner accredited company.,"Cloud Computing, Cloud Data Services, Cloud Infrastructure",https://www.appscare.com/,"Leeds, Leeds, United Kingdom",AppsCare company deploys and supports G Suite.,"1,268,808","4,780","3,178.83",27.84%,,0,1,0%,100%,0%,"3,506,342","-336,361",-8.75%,,Active,2011-01-01,year,,11-50,,,,,,
Ydentic,https://www.crunchbase.com/organization/ydentic,Ydentic helps IT organizations to work smarter and more efficiently. Ydentic does this by automating the common daily operations on the service desk from one central portal.,"Cloud Data Services, Identity Management, Information Technology, Software",https://ydentic.com/,"Zwolle, Overijssel, The Netherlands",Ydentic Identity and governance solutions for hybrid cloud Identity and access management solutions.,"474,018","4,771",,,,0,1,,100%,,"3,475,908",,,European Union (EU),Active,2016-01-01,year,,1-10,,,,,,
Validis,https://www.crunchbase.com/organization/validis,"Validis is a cloud-based FinTech company with a unique software that increases a lender’s access to their client’s financial data. Validis technology enables high-speed transmission of financial data via the web, allowing lenders to receive and review client data securely and efficiently. The software retrieves data directly from an SME’s accounting software package and generates extensive analytics and standardized “audit-in-a-box” reports that lenders can access via Validis’ pluggable feed or online portal. Validis enables lenders to respond swiftly to initial funding applications, reducing the time it takes to onboard clients and subsequently increasing lending rates. Once clients are onboard, Validis provides lenders with performance monitoring and covenant breakdown notifications so they can continue to lend with confidence.","Cloud Data Services, FinTech, Software",http://validis.com/,"London, England, United Kingdom",Validis is a cloud-based FinTech company with a unique software that increases a lender’s access to their client’s financial data.,"24,979","4,656","1,696",58.48%,"11,828.57%",0,1,0%,100%,0%,"3,509,416","-603,304",-14.67%,,Active,2013-01-01,year,1,11-50,Joel Curry,,,33103234,USD,33103234
Stingo,https://www.crunchbase.com/organization/stingo,,"Cloud Data Services, Information Technology",https://www.stingosales.com,"London, England, United Kingdom",Stingo has a long history of high standards in the industry and a large number of reputable clientele.,"1,782,847","4,585",,"1,561.23%",,"1,091",2,100%,0%,,"3,567,734","-5,682,869",-61.43%,,Active,2016-01-01,year,,11-50,,,,,,
Actio Processes & Technology,https://www.crunchbase.com/organization/actio-processes-technology,,"Cloud Data Services, Information Technology, IT Management, Software",https://www.actiobp.com/,"Madrid, Madrid, Spain","Actio Processes & Technology provides ERP and cloud solutions, customized software tools, remote backup, related training, and services.","821,317","4,526",,191.06%,,0,1,0%,100%,0%,"3,583,673","-2,223,594",-38.29%,European Union (EU),Active,2010-01-01,year,,101-250,,,,,,
HeleCloud,https://www.crunchbase.com/organization/helecloud,"HeleCloud™ provides strategic technology consultancy, engineering, and Cloud-based managed services and training. By taking advantage of everything the Cloud has to offer, organisations can reduce operational costs, accelerate innovation, focus on their core business, and have more confidence around data security and compliance. They take organisations on a complete journey into the Cloud environment. Right through from vision to implementation, they can help you transition into the Cloud future. Their consultants will work with you to identify your digital needs in the context of your corporate vision and goals. As your Cloud competency centre, HeleCloud™ consultants have the knowledge and proven experience to guide and support you through the implementation of your Cloud strategy. They develop a high-performance, resilient, secure, compliant and cost-effective solutions for your organisation using a variety of Cloud services from hyperscale cloud provider Amazon Web Services (AWS). And when you need to upscale or downscale as often as required, the flexibility is there. Simple, efficient and futureproof.","Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Information Technology, Software, Software Engineering, Training, Web Development",https://www.helecloud.com/,"London, England, United Kingdom","HeleCloud provides strategic technology consultancy, engineering and managed cloud services on the AWS Platform","57,148","4,457","6,711.33",-65.09%,-57.14%,0,1.01,-7.53%,98.68%,3.64%,"3,583,009","1,785,539",99.34%,,Active,2016-01-01,year,5,101-250,"Alexander Kolev, Dobromir Todorov, Duncan McIntyre, Paul McCarthy, Stefan Bumov",,,25842751,USD,25842751
PatientSource Ltd.,https://www.crunchbase.com/organization/patientsource,PatientSource is an integrated clinical user interface that improves patient safety and quality of care.,"Cloud Data Services, Health Care",http://www.patientsource.co.uk,"Cambridge, Cambridgeshire, United Kingdom",Cloud based clinician designed electronic patient records,"307,364","4,296",,-32.11%,3.75%,83,4,128.57%,0%,-12.5%,"3,637,901","975,874",36.66%,,Active,2012-07-16,day,2,251-500,"Michael Brooks, Philip Ashworth",,,,,
Quix,https://www.crunchbase.com/organization/quix-ai,"Quix is the in-memory data stream processing platform for data engineers, developers and data scientists who build real-time data-driven applications.","Analytics, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Information Technology, Software",https://quix.io,"London, England, United Kingdom",Data stream processing platform,"12,285","4,243","4,028.5",-11.53%,460%,27,1.4,40.35%,86.55%,-13.45%,"3,679,852","211,480",6.1%,,Active,2020-03-02,day,4,11-50,"Michael Rosam, Patrick Mira Pedrol, Peter Nagy, Tomas Neubauer",,,,,
DATAGALAXY,https://www.crunchbase.com/organization/datagalaxy,"DataGalaxy is an innovative startup, specialized in collaborative data governance. DataGalaxy offers the first agile data mapping platform, which allows teams to share a common knowledge of company data to stay focused on the essentials: creating value with data.","Analytics, Business Intelligence, Cloud Data Services, Enterprise Software, Information Technology, Software",https://www.datagalaxy.com/,"Lyon, Rhone-Alpes, France",The DataGalaxy platform allows your business and IT teams to collaborate around a common map and access reliable.,"40,244","4,218","6,491.83",44.45%,"9,208.33%",0,1,-41.67%,100%,16.67%,"3,664,794","-458,725",-11.12%,European Union (EU),Active,2015-05-01,day,2,11-50,"Lazhar Sellami, Sébastien Thomas",,,,,
Vatix,https://www.crunchbase.com/organization/vatix,"Vatix Focuses on digital products to get work done and keep people safe. Many of the tools used to keep people safe and manage daily activities are outdated, complex, slow or lead to even more problems. There may be a system for lone worker safety devices/apps, another for H&S incident/accident reporting and another for managing day-to-day inspections and tasks. Increase safety and compliance with an end-to-end lone worker safety system. Modernize your lone worker safety arrangements to optimize workplace safety, cost, and compliance with a single platform for protecting your workers at risk and reporting incidents.","Cloud Data Services, Professional Services, Software, Task Management",https://vatix.com,"London, England, United Kingdom",Vatix helps organisations protect their lone workers and streamline day-to-day processes.,"302,797","4,142","2,416.67",116.63%,-99.86%,0,1.04,-19.02%,95.94%,34.24%,"3,715,395","-1,314,016",-26.13%,,Active,2018-01-01,year,,11-50,,,,,,
troy,https://www.crunchbase.com/organization/troy,"troy is a FinTech that offers Friendly Debt Collection as a Service, with ""friendliness"" being a synonym for data-driven, omnichannel, real-time customer experience (CX).  CX in debt collection matters, because according to international surveys >50% of customers just forgot to pay, or have a short-term bottleneck. From the creditor's point of view, these customer relationships are worth preserving, especially if Customer Acquisition Costs and Customer Lifetime Value are taken into account (it is 400% more expensive to win new customers than to preserve existing ones).  According to our market feedback, troy has evolved to being Europe's CX-leader in debt collection by combining cutting-edge technology with decades of debt collection experience and best practices of marketing & CRM.  The unique ""troy experience"" makes customers pay more and faster compared to other debt collection agencies, proven in every benchmark even against Europe's incumbents since troy's launch (+25% to +80% debt recovery). And the customers even pay happily, as proven by troy's comprehensive customer survey (rating 4,1 of 5).  troy focusses on debt collection services for corporate clients, but companies can also utilize the troy platform to improve digitization and customer experience in internal, upstream processes like commercial during.","Cloud Data Services, Debt Collections, Financial Services, FinTech, PaaS",https://www.troy-bleiben.de/,"Lippstadt, Nordrhein-Westfalen, Germany",troy is a fintech company that provides Debt Collection as a Service.,"22,881","4,104","3,676",7.72%,73.08%,90,2.65,59.06%,54.97%,9.94%,"3,714,683","38,354",1.04%,European Union (EU),Active,2017-06-30,day,3,11-50,"Gunnar Zarncke, Philip Rürup, Till Völzke",,,,,
Rackone,https://www.crunchbase.com/organization/rackone,,"Cloud Data Services, Cloud Management, Data Center, Database, Information Technology, Web Hosting",https://www.rackone.it/,"Noventa Di Piave, Veneto, Italy",Rackone is an II firm that offers managed services for data centre hosting services including professional Hosting services & Server Clouds.,"569,262","4,048","1,155.83","3,062.5%","77,000%","2,313",1.65,23.73%,43.65%,-34.53%,"3,734,917","-5,891,519",-61.2%,European Union (EU),Active,2013-10-10,day,,1-10,,,,,,
Cloudwebservices,https://www.crunchbase.com/organization/cloudwebservices,,"Cloud Data Services, Information Technology, Web Hosting",https://www.cloudwebservices.nl,"Blokker, Noord-Holland, The Netherlands",Cloudwebservices offers web hosting and cloud data services.,"1,710,652","4,048",,,,309,2,,75%,,"3,734,999",,,European Union (EU),Active,2018-07-01,day,,1-10,,,,,,
Six Degrees Group,https://www.crunchbase.com/organization/six-degrees-group,"Six Degrees Group is a privately owned managed data services provider serving UK mid-market customers. The Group has a converged services portfolio including datacentre, connectivity, voice and cloud offerings that are designed to help companies meet the challenges of a connected, always-on world.","Cloud Data Services, Data Center, Web Hosting",http://www.6dg.co.uk,"London, England, United Kingdom","Six Degrees Group provides integrated and managed data services, including datacenter connectivity, voice and cloud offerings.","149,301","4,021","9,691.67",-37.77%,"22,233.33%","1,340",1.84,35.32%,63.48%,-16.45%,"3,752,424","1,000,314",36.35%,,Closed,2011-01-01,year,1,251-500,Alastair Mills,,,,,
Thein digital,https://www.crunchbase.com/organization/thein-digital,"Thein digital is implementing new development projects such as the provision of private 5G networks. They provide prevention of leakage of sensitive data, defense against sophisticated attacks, detection of unknown malware, active protection against DDoS attacks, and the zero-trust security concept.","Cloud Data Services, Infrastructure, Security",https://www.thein.eu,"Praha, Hlavni mesto Praha, Czech Republic","Thein digital provides workplace, cloud, infrastructure, and solutions services.","1,132,048","3,840","4,834.33",445.45%,-70.16%,94,3.7,65.48%,26.07%,-31.52%,"3,806,565","-3,099,815",-44.88%,European Union (EU),Active,2020-01-01,year,1,101-250,Tomas Budnik,,,,,
Endare,https://www.crunchbase.com/organization/endare,,"Cloud Data Services, Professional Services, Software",https://www.endare.com/,"Ghent, Oost-Vlaanderen, Belgium","Endare is a software company that specializes in mobile and web applications, cloud platforms, and data-driven solutions.","1,510,561","3,834",,,,11,2.24,,58.69%,,"3,808,539",,,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
globaldatanet,https://www.crunchbase.com/organization/globaldatanet,,"Cloud Data Services, Information Services, Information Technology",https://globaldatanet.com/,"Hamburg, Hamburg, Germany",globaldatanet help development teams to build and optimize cloud-native applications on Amazon Web Services using DevOps.,"826,741","3,816","2,492.5",45.7%,50.26%,0,1,-11.91%,100%,15.63%,"3,823,252","-676,041",-15.03%,European Union (EU),Active,2017-01-01,day,1,11-50,Marc Schröter,,,,,
Contazen,https://www.crunchbase.com/organization/contazen,,"Accounting, Billing, Cloud Data Services, Software",https://www.contazen.ro/,"Targu-mures, Mures, Romania","Contazen offers cloud-based billing solutions to automate invoices, manage expenses, and collaborate with teams for businesses.","1,747,686","3,759","5,195.17",100.27%,53.47%,"1,837",10.2,-4.66%,29.63%,-19.83%,"3,853,923","-1,219,228",-24.03%,European Union (EU),Active,2014-12-01,day,1,1-10,Andrei Gusan,,,,,
Data Logistics Center,https://www.crunchbase.com/organization/data-logistics-center,"Data Logistics Center provides data transmission and collocation services. They provide data transmission, data storage, and wholesale cloud services for companies and telecommunications operators. They address inquiries through phone calls and emails.","Cloud Data Services, Data Center, Data Storage",https://www.datalogistics.lt,"Vilnius, Vilniaus Apskritis, Lithuania","Data Logistics Center provides wholesale cloud, data transmission, and storage services.","599,232","3,700","1,345.33",343.11%,60.58%,387,1.15,-45.67%,84.97%,142.29%,"3,876,202","-3,341,113",-46.29%,European Union (EU),Active,2010-01-01,year,,11-50,,,,,,
Tribby3d,https://www.crunchbase.com/organization/tribby3d,Tribby3d is a cloud-based structural engineering software. It is used to design load-bearing structural components. They define models and compute tributary areas without the need for detailed FE models.,"Civil Engineering, Cloud Data Services, Information Technology, Software",https://tribby3d.com,"Stockholm, Stockholms Lan, Sweden",Tribby3d is a cloud based structural engineering software for computing tributary areas of column and wall elements.,"807,733","3,694","7,637.33",33.7%,,58,1.65,64.54%,94.59%,-5.41%,"3,859,979","-377,959",-8.92%,"European Union (EU), Nordic Countries, Scandinavia",Active,2020-01-01,year,,1-10,,,,,,
MundiServer,https://www.crunchbase.com/organization/mundiserver,,"Cloud Data Services, Domain Registrar, Web Hosting",http://mundiserver.com,"Játiva, Comunidad Valenciana, Spain","MundiServer is an IT firm that offers services for domains, hosting, VPS cloud and dedicated servers.","1,381,347","3,515","7,262.17",-62.45%,27.46%,0,1,-31.71%,100%,11.71%,"3,966,443","1,704,275",75.34%,European Union (EU),Active,2010-01-01,day,,1-10,,,,,,
Sensative,https://www.crunchbase.com/organization/sensative-ab,"In the era of digitalization, property owners like cities, utility and real estate companies as well as industries need to reclaim the ownership of data to become datadriven and effectively implement automation and processes to stay competitive and offer value services to customers, tenants and citizens. Yggio is our FIWARE compliant platform that transforms both business models and the tech architecture in any smart domain from many vertical functions to a horizontal model with a coherent infrastructure managed by Yggio and 1000's of data-driven services connecting to our API. Transforming smart cities and other smart domains just as in a similar way as Android did with smart phones. Yggio acts as a middleware and provide a single API to the city/building connecting all sensors, actuators, control systems and other data sources,  acting as an access broker towards users and service providers. Yggio also store and process the data with AI and ""IFTT"" rules.  Our customers include real estate companies, cities, energy providers, city network operators, water operators, shipping companies, farmers and even golf courses. All eager to take ownership of their own digitalization. Sensative has also a portfolio of very discreet wireless sensors for property control with a superior battery life of 10 years or more.  The sensors are marketed under the brand name Strips and can monitor doors/windows, temperature, ambient light, humidity, water leakage, occupancy and more, and they support Z-Wave, ZigBee and LoRaWAN protocols.","Artificial Intelligence, Big Data, Cloud Data Services, Industrial Automation, Internet of Things, Machine Learning, Sensor, Smart Building, Smart Cities, Smart Home",http://www.sensative.com/,"Lund, Skane Lan, Sweden","Disruptive IoT, cloud & AI technology empowering smart property owners in the digitalization of properties and industrial processes.","16,044","3,422","5,499.83",2.82%,-99.46%,0,1,-22.66%,100%,15.15%,"3,982,849","107,747",2.78%,"European Union (EU), Nordic Countries, Scandinavia",Active,2013-02-14,day,4,11-50,"Anders Hedberg, Fredrik Westman, Mats Pettersson, Patrik Melander",,,,,
ISky,https://www.crunchbase.com/organization/isky,,"Cloud Data Services, Data Center, Information Technology, IT Infrastructure",https://www.isky.no,"Oslo, Oslo, Norway","ISky provides a wide range of cloud storage and data center services as well as maintains IT infrastructure, servers & software on systems.","1,533,658","3,291",,876.56%,-99.33%,3,1.25,-91.67%,75%,,"4,037,293","-4,254,404",-51.31%,"Nordic Countries, Scandinavia",Active,2011-01-01,year,,1-10,,,,,,
Raspberry Beret Group,https://www.crunchbase.com/organization/raspberry-beret-group,,"Cloud Data Services, Information Technology, Professional Networking",https://www.raspberryberet.net,"Warrington, Warrington, United Kingdom","Raspberry Beret Group specializes in IT support services, networking, cloud services, hosted telephony, and related services.","1,456,499","3,280",,,,0,1,,100%,,"4,052,608",,,,Active,2012-01-01,year,,11-50,,,,,,
Play Solutions,https://www.crunchbase.com/organization/play-solutions,"Play Solutions is an IT solutions company. They provide custom development, business intelligence, outsourcing, cloud services, online presence, and bitrix24 platform to optimally meet clients' business needs, improve their usual activities, reduce management costs, and highlight them. They create quality solutions for clients' businesses and, using the information that they collect, extract business intelligence in the most practical way possible.","Business Intelligence, Cloud Data Services, Consulting, Information Technology, Outsourcing, Web Development",https://play-solutions.ro,"Bucharest, Bucuresti, Romania",Play Solutions offers consulting services and business services in information technology.,"908,131","3,252","1,083","2,967.92%",-84.45%,44,1.89,-37.03%,55.56%,6.67%,"4,086,557","-5,707,398",-58.27%,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
Safety io,https://www.crunchbase.com/organization/safety-io,,"Architecture, Cloud Data Services, Public Safety, Software",https://www.safetyio.com/,"Berlin, Berlin, Germany",Safety io is a safety firm responsible for developing and protecting MSA’s cloud-based software architecture and safety insights.,"1,057,438","3,224","1,324.33",87.22%,189.39%,518,1.46,-27.04%,54.09%,,"4,154,590","-1,078,709",-20.61%,European Union (EU),Active,2018-01-01,year,,51-100,,,,,,
Correla,https://www.crunchbase.com/organization/correla,Correla is a product-oriented technology and data services firm that develops new products and services.,"Business Development, Cloud Data Services",https://www.correla.com/,"Solihull, Solihull, United Kingdom",Correla is a product-oriented technology and data services firm that develops new products and services.,"273,730","3,191","3,634",-60.97%,-65.38%,459,2.2,5.21%,60%,1.54%,"4,113,482","1,816,370",79.07%,,Active,2021-01-01,year,1,251-500,Sian Jones,,,,,
Ficolo,https://www.crunchbase.com/organization/ficolo,"Ficolo provides cloud delivery service products that transforms companies into cloud business delivery models. Ficolo facilitates modern server room space and server capacity, allowing data operators and companies with the service components required for the production of global cloud services at cost-efficient wholesale pricing. Ficolo was founded in 2011 and is based in Pori, Finland.","Cloud Data Services, Information Technology, Security",https://ficolo.com/,"Pori, Western Finland, Finland",Ficolo provides cloud delivery service products that transforms companies into cloud business delivery models.,"514,542","3,073","1,115.17",278.45%,423.08%,272,2,19.24%,41.07%,-37.9%,"4,265,608","-3,031,316",-41.54%,"European Union (EU), Nordic Countries, Scandinavia",Active,2011-01-01,year,,11-50,,,,13506188,USD,13506188
xyzt.ai,https://www.crunchbase.com/organization/xyzt-ai,"xyzt.ai is a SaaS platform for ANALYTICS, REPORTING and VISUALIZATION of big location data in the Maritime & Ports, Smart City and Logistics industries. EASY & EFFORTLESS","Analytics, Big Data, Cloud Data Services, Data Visualization, Information Technology, Location Based Services, Logistics, Marine Technology, SaaS, Software",http://www.xyzt.ai,"Leuven, Vlaams-Brabant, Belgium",SaaS for visual analytics of location data,"241,096","2,930","1,978.33",-39.79%,"7,275%",0,1,-66.15%,100%,141.14%,"4,344,115","895,001",25.95%,European Union (EU),Active,2019-03-01,day,2,1-10,"Bart Adams, Lida Joly",,,,,
High-Tech Systems & Software,https://www.crunchbase.com/organization/high-tech-systems-software,,"Cloud Data Services, Consulting, Software",http://www.htss.ro,"Bucharest, Bucuresti, Romania","High-Tech Systems & Software develops an enterprise line of business applications that covers a broad range of platforms, technologies, etc.","326,913","2,910","6,202",-23.26%,-98.61%,3,2.26,-4.66%,21.74%,52.13%,"4,290,154","606,640",16.47%,European Union (EU),Active,2012-01-01,day,,251-500,,,,,,
re.alto energy,https://www.crunchbase.com/organization/re-alto-energy,"re.alto is a startup originating from the Elia Group, TSO in Belgium and Germany. In 2020, we launched our Marketplace for the exchange of data and services in the energy sector. Currently, we’re working on our Connect product, facilitating data exchange and connectivity for energy devices. Our initial focus is on the B2B players active in renewable energy generation and home energy management in Germany, United Kingdom, France, The Netherlands and Belgium. No matter what electrical vehicle is charging, what solar panel, batteries or energy meter is installed, we’re connecting all brands and types, normalising, aggregating, steering. On the other end we connect with optimization services, facilitate onboarding and consent management processes, provide dashboarding and alerting. We’re a data backbone for energy devices so to say.","Cloud Data Services, Developer APIs, Energy, Renewable Energy",https://realto.io/,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Connect to distributed energy assets over the cloud,"45,684","2,840",,67.45%,,22,1.57,53.06%,81.08%,-16.91%,"4,331,082","-647,511",-13.01%,European Union (EU),Active,2019-08-05,day,,11-50,,,,,,
